"iD_ESTADO","ID_DISTRITO_FEDERAL","LISTA_NOMINAL","PAN","PRI","PRD","PVEM","PT","MC","PANAL","MORENA","PES","PAN_PRD_MC","PAN_PRD","PAN_MC","PRD_MC","PRI_PVEM_PANAL","PRI_PVEM","PRI_PANAL","PVEM_PANAL","PT_MORENA_PES","PT_MORENA","PT_PES","MORENA_PES","CNR","NULOS","RAC","JAMK","AMLO","JHRC","NO_PART_CIUD"
1,2,677,0.20384047267356,0.0782865583456425,0,0.00147710487444609,0.0206794682422452,0.00738552437223043,0.00738552437223043,0.206794682422452,0.00590841949778434,0.00147710487444609,0,0,0.00147710487444609,0.00295420974889217,0,0,0,0.00147710487444609,0.00147710487444609,0,0.00147710487444609,0,0.00443131462333826,0.214180206794682,0.0901033973412112,0.23781388478582,0.0487444608567208,0.404726735598227
1,2,747,0.100401606425703,0.0789825970548862,0.00133868808567604,0.00535475234270415,0.0240963855421687,0.00937081659973226,0.00535475234270415,0.143239625167336,0.00669344042838019,0.00133868808567604,0,0,0,0,0,0.00133868808567604,0,0.0107095046854083,0.00267737617135207,0,0.00133868808567604,0.00267737617135207,0.0120481927710843,0.112449799196787,0.0910307898259705,0.188755020080321,0.0240963855421687,0.568942436412316
1,2,673,0.112927191679049,0.12927191679049,0.00742942050520059,0.00445765230312036,0.0193164933135215,0.00297176820208024,0.00445765230312036,0.206537890044577,0.0104011887072808,0,0,0,0,0.00148588410104012,0,0.00148588410104012,0,0.00297176820208024,0.00594353640416048,0,0.00297176820208024,0,0.0148588410104012,0.12332838038633,0.141158989598811,0.2481426448737,0.0475482912332838,0.424962852897474
1,2,672,0.113095238095238,0.0714285714285714,0.00297619047619048,0.00595238095238095,0.0267857142857143,0,0.00297619047619048,0.181547619047619,0.0178571428571429,0.00744047619047619,0,0.00148809523809524,0,0,0,0,0,0.00297619047619048,0.00297619047619048,0,0.00148809523809524,0,0.0178571428571429,0.125,0.0803571428571429,0.233630952380952,0.0431547619047619,0.5
1,2,677,0.129985228951256,0.0561299852289513,0.00295420974889217,0.00147710487444609,0.017725258493353,0.00443131462333826,0.00443131462333826,0.233382570162482,0.00443131462333826,0.00590841949778434,0.00147710487444609,0,0,0,0,0,0,0.00443131462333826,0,0,0.00295420974889217,0.00147710487444609,0.00738552437223043,0.144756277695716,0.0620384047267356,0.262924667651403,0.0413589364844904,0.480059084194978
1,2,582,0.15807560137457,0.0549828178694158,0,0.00515463917525773,0.0395189003436426,0.00515463917525773,0.00171821305841924,0.197594501718213,0.00515463917525773,0.00343642611683849,0.00171821305841924,0,0,0,0,0,0,0,0.00343642611683849,0,0,0,0.0120274914089347,0.168384879725086,0.0618556701030928,0.245704467353952,0.0567010309278351,0.4553264604811
1,2,660,0.122727272727273,0.0727272727272727,0,0.00303030303030303,0.0212121212121212,0.00303030303030303,0.00454545454545455,0.259090909090909,0.0166666666666667,0.00151515151515152,0,0.00606060606060606,0,0,0,0,0,0.0106060606060606,0.00303030303030303,0,0.00151515151515152,0,0.0121212121212121,0.133333333333333,0.0803030303030303,0.312121212121212,0.0454545454545455,0.416666666666667
1,2,702,0.215099715099715,0.0698005698005698,0.00142450142450142,0.00427350427350427,0.0213675213675214,0.00142450142450142,0.00427350427350427,0.277777777777778,0.0113960113960114,0.00997150997150997,0,0.00142450142450142,0,0.00142450142450142,0.00142450142450142,0.00142450142450142,0,0.0113960113960114,0,0,0.00142450142450142,0.00142450142450142,0.0113960113960114,0.229344729344729,0.0826210826210826,0.323361823361823,0.0541310541310541,0.297720797720798
1,2,625,0.1312,0.1136,0.008,0.0032,0.0256,0.0048,0.0048,0.2304,0.0112,0.0096,0.0016,0,0.0016,0.0016,0.0016,0.0016,0,0.008,0.008,0.0016,0.0016,0.0016,0.024,0.1568,0.1264,0.2864,0.0592,0.3456
1,2,448,0.196428571428571,0.127232142857143,0.00669642857142857,0.00223214285714286,0.0133928571428571,0.00223214285714286,0.00223214285714286,0.241071428571429,0.00446428571428571,0.00223214285714286,0.00223214285714286,0,0,0,0.00446428571428571,0,0,0.00446428571428571,0,0.00223214285714286,0,0,0.147321428571429,0.209821428571429,0.136160714285714,0.265625,0.0714285714285714,0.169642857142857
1,2,700,0.141428571428571,0.0614285714285714,0.00857142857142857,0.00285714285714286,0.0242857142857143,0.00428571428571429,0.0171428571428571,0.192857142857143,0.0171428571428571,0.00142857142857143,0.00142857142857143,0,0,0.00285714285714286,0,0,0,0.00571428571428571,0.00285714285714286,0,0.00571428571428571,0,0.00857142857142857,0.157142857142857,0.0842857142857143,0.248571428571429,0.0514285714285714,0.45
1,2,707,0.114568599717115,0.0919377652050919,0.0367751060820368,0.00565770862800566,0.024045261669024,0.00848656294200849,0.00282885431400283,0.186704384724187,0.016973125884017,0.00141442715700141,0,0,0,0.00141442715700141,0,0,0,0.00424328147100424,0.00141442715700141,0,0.00141442715700141,0.00141442715700141,0.00848656294200849,0.161244695898161,0.101838755304102,0.234794908062235,0.0381895332390382,0.454031117397454
1,2,537,0.0800744878957169,0.104283054003724,0.0148975791433892,0.0037243947858473,0.031657355679702,0,0.00558659217877095,0.122905027932961,0.0130353817504655,0,0.0037243947858473,0,0,0.00186219739292365,0.00186219739292365,0,0,0.0111731843575419,0.0037243947858473,0.00186219739292365,0.0037243947858473,0,0.0167597765363128,0.0986964618249535,0.11731843575419,0.188081936685289,0.037243947858473,0.541899441340782
1,2,658,0.112462006079027,0.103343465045593,0.0106382978723404,0.00455927051671732,0.0243161094224924,0.0060790273556231,0,0.208206686930091,0.0106382978723404,0.00303951367781155,0.00151975683890578,0.00151975683890578,0.00151975683890578,0,0.00151975683890578,0,0,0,0.00303951367781155,0,0,0,0.0121580547112462,0.13677811550152,0.109422492401216,0.246200607902736,0.0501519756838906,0.445288753799392
1,2,715,0.244755244755245,0.0839160839160839,0.0027972027972028,0.0027972027972028,0.0181818181818182,0.00559440559440559,0.0013986013986014,0.26013986013986,0.0111888111888112,0.0027972027972028,0.0027972027972028,0.0013986013986014,0,0,0.0013986013986014,0,0,0.0125874125874126,0.0013986013986014,0,0.0041958041958042,0,0.00979020979020979,0.26013986013986,0.0895104895104895,0.307692307692308,0.0713286713286713,0.261538461538461
1,2,656,0.0990853658536585,0.0975609756097561,0.00609756097560976,0.00609756097560976,0.00914634146341463,0.00609756097560976,0.00152439024390244,0.323170731707317,0.0121951219512195,0,0.00152439024390244,0,0,0.00152439024390244,0.00152439024390244,0.00457317073170732,0,0.0121951219512195,0.00457317073170732,0,0,0,0.024390243902439,0.11280487804878,0.11280487804878,0.361280487804878,0.0228658536585366,0.365853658536585
1,2,725,0.0703448275862069,0.0648275862068965,0,0.00275862068965517,0.0151724137931034,0.00827586206896552,0.00551724137931034,0.142068965517241,0.00413793103448276,0.00275862068965517,0,0.00137931034482759,0,0.00137931034482759,0,0,0,0.00689655172413793,0,0,0.00137931034482759,0,0.0096551724137931,0.0827586206896552,0.0744827586206896,0.169655172413793,0.0317241379310345,0.631724137931035
1,2,452,0.101769911504425,0.0951327433628319,0.00442477876106195,0,0.0221238938053097,0.00221238938053097,0.00663716814159292,0.170353982300885,0.0110619469026549,0,0,0,0,0.00221238938053097,0,0.00221238938053097,0,0.0110619469026549,0.00221238938053097,0,0.00442477876106195,0.00442477876106195,0.0265486725663717,0.108407079646018,0.106194690265487,0.221238938053097,0.0353982300884956,0.497787610619469
1,2,408,0.0955882352941176,0.127450980392157,0.0269607843137255,0.00980392156862745,0.0196078431372549,0.0269607843137255,0.00490196078431373,0.102941176470588,0.00735294117647059,0.00245098039215686,0,0.00245098039215686,0,0,0.00490196078431373,0,0,0,0.00490196078431373,0,0,0,0.0245098039215686,0.154411764705882,0.147058823529412,0.134803921568627,0.0367647058823529,0.502450980392157
1,2,744,0.150537634408602,0.0618279569892473,0.00403225806451613,0.00806451612903226,0.0255376344086022,0.00537634408602151,0.00268817204301075,0.26747311827957,0.00940860215053763,0.00134408602150538,0,0,0,0.00537634408602151,0,0,0,0.00672043010752688,0.00134408602150538,0,0.00134408602150538,0.00403225806451613,0.00806451612903226,0.161290322580645,0.0779569892473118,0.311827956989247,0.0725806451612903,0.364247311827957
1,2,666,0.123123123123123,0.048048048048048,0.0015015015015015,0.0045045045045045,0.039039039039039,0.003003003003003,0.00600600600600601,0.255255255255255,0.012012012012012,0.003003003003003,0.0015015015015015,0,0,0,0.0015015015015015,0,0,0.0045045045045045,0,0.0045045045045045,0.0015015015015015,0,0.027027027027027,0.132132132132132,0.0600600600600601,0.316816816816817,0.0765765765765766,0.387387387387387
1,2,491,0.109979633401222,0.065173116089613,0.00407331975560081,0.0122199592668024,0.0183299389002037,0,0.00407331975560081,0.268839103869654,0.0162932790224033,0.00407331975560081,0,0,0,0,0,0,0,0.0122199592668024,0.00610997963340122,0,0,0,0.0162932790224033,0.118126272912424,0.0814663951120163,0.321792260692464,0.0712830957230143,0.391038696537678
1,2,358,0.198324022346369,0.053072625698324,0.00279329608938547,0.00837988826815642,0.0279329608938547,0.00558659217877095,0.00279329608938547,0.287709497206704,0.00837988826815642,0.00279329608938547,0.00279329608938547,0,0,0,0,0,0,0.00279329608938547,0,0,0.00837988826815642,0,0.0111731843575419,0.212290502793296,0.0642458100558659,0.335195530726257,0,0.377094972067039
1,2,405,0.148148148148148,0.0962962962962963,0.00246913580246914,0.00246913580246914,0.0345679012345679,0.0148148148148148,0.0148148148148148,0.158024691358025,0.00987654320987654,0.00246913580246914,0,0,0,0,0,0,0,0.00740740740740741,0,0,0.00493827160493827,0,0.0172839506172839,0.167901234567901,0.11358024691358,0.214814814814815,0.037037037037037,0.449382716049383
1,3,617,0.26418152350081,0.0632090761750405,0.00486223662884927,0.00648298217179903,0.0275526742301459,0.00324149108589951,0.00648298217179903,0.157212317666126,0.0162074554294976,0.00972447325769854,0,0.00162074554294976,0,0,0,0,0,0.00486223662884927,0.00486223662884927,0,0.00324149108589951,0,0.00810372771474878,0.283630470016207,0.0761750405186386,0.213938411669368,0.0680713128038898,0.350081037277147
1,3,424,0.245283018867925,0.0943396226415094,0,0,0.00943396226415094,0.00471698113207547,0.00471698113207547,0.108490566037736,0.00471698113207547,0,0.00235849056603774,0,0,0,0,0,0,0.00235849056603774,0.00471698113207547,0,0,0.0117924528301887,0.0188679245283019,0.252358490566038,0.0990566037735849,0.129716981132075,0.0849056603773585,0.403301886792453
1,3,613,0.182707993474715,0.0864600326264274,0.00489396411092985,0.0032626427406199,0.0163132137030995,0.00163132137030995,0.00163132137030995,0.146818923327896,0.0065252854812398,0.0032626427406199,0,0.00163132137030995,0,0.00163132137030995,0.00163132137030995,0,0,0.0032626427406199,0.00163132137030995,0,0.0032626427406199,0.00489396411092985,0.0195758564437194,0.194127243066884,0.0946166394779772,0.177814029363785,0.0358890701468189,0.473083197389886
1,3,703,0.327169274537696,0.0753911806543385,0.00711237553342817,0.00284495021337127,0.0085348506401138,0.0042674253200569,0.00142247510668563,0.149359886201991,0.00142247510668563,0.00711237553342817,0,0,0,0,0,0,0,0.00711237553342817,0,0,0.00142247510668563,0,0.0085348506401138,0.345661450924609,0.0796586059743954,0.167852062588905,0.0540540540540541,0.344238975817923
1,3,639,0.283255086071987,0.0751173708920188,0.00469483568075117,0,0.028169014084507,0.00156494522691706,0.00156494522691706,0.145539906103286,0.00469483568075117,0.00625978090766823,0.00156494522691706,0,0,0,0.00312989045383412,0,0.00156494522691706,0.00938967136150235,0.00156494522691706,0,0.00156494522691706,0.00625978090766823,0.00938967136150235,0.297339593114241,0.081377151799687,0.190923317683881,0.0391236306729265,0.375586854460094
1,3,639,0.264475743348983,0.0845070422535211,0.00312989045383412,0,0.00938967136150235,0.00156494522691706,0,0.184663536776213,0.00938967136150235,0.00938967136150235,0,0,0,0,0,0,0,0.00782472613458529,0,0,0,0.00469483568075117,0.0109546165884194,0.278560250391236,0.0845070422535211,0.211267605633803,0.0438184663536776,0.366197183098592
1,3,708,0.524011299435028,0.0494350282485876,0.00282485875706215,0.00141242937853107,0.00423728813559322,0.00423728813559322,0.00564971751412429,0.108757062146893,0.00423728813559322,0.0141242937853107,0,0.00141242937853107,0,0.00282485875706215,0,0.00141242937853107,0,0.00423728813559322,0.00141242937853107,0,0,0,0.00423728813559322,0.546610169491525,0.0607344632768362,0.122881355932203,0.018361581920904,0.247175141242938
1,3,531,0.261770244821092,0.0979284369114878,0.00188323917137476,0.00376647834274953,0.00753295668549906,0.00188323917137476,0.00753295668549906,0.205273069679849,0.00564971751412429,0.00941619585687382,0,0,0,0.00188323917137476,0.00188323917137476,0,0,0.00941619585687382,0.00188323917137476,0,0,0.00564971751412429,0.00753295668549906,0.274952919020716,0.112994350282486,0.229755178907721,0.0621468926553672,0.306967984934087
1,3,698,0.306590257879656,0.0974212034383954,0,0.00143266475644699,0.0229226361031519,0.00286532951289398,0.00143266475644699,0.183381088825215,0.0171919770773639,0.00286532951289398,0,0,0,0.00143266475644699,0,0,0,0.00429799426934097,0,0,0.00286532951289398,0,0.0100286532951289,0.312320916905444,0.101719197707736,0.230659025787966,0.0573065902578797,0.287965616045845
1,3,698,0.276504297994269,0.0830945558739255,0.00286532951289398,0.00429799426934097,0.0114613180515759,0.0100286532951289,0.00429799426934097,0.16189111747851,0.00859598853868195,0.00573065902578797,0.00143266475644699,0,0,0.00286532951289398,0,0,0,0.0128939828080229,0,0,0.00143266475644699,0.00286532951289398,0.00716332378223496,0.296561604584527,0.0945558739255014,0.196275071633238,0.0716332378223496,0.330945558739255
1,3,525,0.278095238095238,0.0666666666666667,0.00571428571428571,0.00380952380952381,0.019047619047619,0.00952380952380952,0.0019047619047619,0.16,0.00380952380952381,0.0019047619047619,0.00571428571428571,0,0,0,0.0019047619047619,0,0.0019047619047619,0.0019047619047619,0.0019047619047619,0,0,0,0.0114285714285714,0.300952380952381,0.0761904761904762,0.186666666666667,0.0438095238095238,0.380952380952381
1,3,501,0.271457085828343,0.0918163672654691,0.00598802395209581,0.00399201596806387,0.00998003992015968,0.00598802395209581,0,0.165668662674651,0.00399201596806387,0.00199600798403194,0.00399201596806387,0.00199600798403194,0,0.00598802395209581,0.00199600798403194,0,0,0.00798403193612774,0,0,0,0.00199600798403194,0.00998003992015968,0.291417165668663,0.103792415169661,0.187624750499002,0.0499001996007984,0.355289421157685
1,3,547,0.213893967093236,0.115173674588665,0.0036563071297989,0.00548446069469835,0.0146252285191956,0.0036563071297989,0.00548446069469835,0.193784277879342,0.00548446069469835,0.00731261425959781,0,0,0,0.0036563071297989,0.00548446069469835,0.00182815356489945,0.0109689213893967,0.00914076782449726,0.00182815356489945,0.00182815356489945,0.0036563071297989,0.00182815356489945,0.0146252285191956,0.228519195612431,0.148080438756856,0.230347349177331,0.0457038391224863,0.330895795246801
1,3,428,0.397196261682243,0.0560747663551402,0,0,0.00233644859813084,0.00467289719626168,0.00233644859813084,0.189252336448598,0.00934579439252336,0.0116822429906542,0.00233644859813084,0,0,0,0,0,0,0.014018691588785,0.00233644859813084,0,0,0,0.00233644859813084,0.41588785046729,0.058411214953271,0.217289719626168,0.0514018691588785,0.254672897196262
1,3,709,0.16361071932299,0.0916784203102962,0.00141043723554302,0,0.0211565585331453,0.00282087447108604,0.00282087447108604,0.165021156558533,0.0126939351198872,0.00282087447108604,0.00141043723554302,0.00141043723554302,0,0.00282087447108604,0.00282087447108604,0.00141043723554302,0,0.00846262341325811,0.00141043723554302,0,0.00564174894217207,0,0.0126939351198872,0.173483779971791,0.101551480959097,0.214386459802539,0.0493653032440056,0.44851904090268
1,3,453,0.218543046357616,0.103752759381898,0.00662251655629139,0.0022075055187638,0.0353200883002208,0.00662251655629139,0.0022075055187638,0.143487858719647,0.0132450331125828,0,0.0022075055187638,0.0022075055187638,0,0.00441501103752759,0,0.0022075055187638,0.0022075055187638,0.00441501103752759,0,0,0.0022075055187638,0.00662251655629139,0.022075055187638,0.236203090507726,0.116997792494481,0.198675496688742,0.0397350993377483,0.379690949227373
1,3,392,0.239795918367347,0.076530612244898,0.0204081632653061,0.00255102040816327,0.0306122448979592,0.00510204081632653,0.00510204081632653,0.168367346938776,0.0076530612244898,0.00255102040816327,0.00255102040816327,0.00255102040816327,0,0,0,0,0.00255102040816327,0.0102040816326531,0,0,0.00510204081632653,0,0.0127551020408163,0.272959183673469,0.086734693877551,0.221938775510204,0.076530612244898,0.329081632653061
1,3,484,0.132231404958678,0.0661157024793388,0.00826446280991736,0.00413223140495868,0.0185950413223141,0,0.00619834710743802,0.243801652892562,0.00619834710743802,0.00619834710743802,0,0,0,0,0,0,0,0.00619834710743802,0.00206611570247934,0,0,0.00413223140495868,0.0144628099173554,0.146694214876033,0.0764462809917355,0.276859504132231,0.0537190082644628,0.427685950413223
1,3,534,0.104868913857678,0.0936329588014981,0.00187265917602996,0.00749063670411985,0.0224719101123595,0.00374531835205993,0.00749063670411985,0.215355805243446,0.0112359550561798,0.00936329588014981,0,0,0,0,0,0,0,0.00749063670411985,0,0,0,0,0.0187265917602996,0.119850187265918,0.108614232209738,0.256554307116105,0.0468164794007491,0.449438202247191
1,3,462,0.168831168831169,0.0995670995670996,0.00649350649350649,0.00216450216450216,0.025974025974026,0,0.012987012987013,0.229437229437229,0.0173160173160173,0.00649350649350649,0,0,0.00216450216450216,0.00216450216450216,0,0,0,0.00649350649350649,0,0,0,0.0108225108225108,0.0173160173160173,0.183982683982684,0.116883116883117,0.279220779220779,0.0541125541125541,0.337662337662338
1,3,711,0.19690576652602,0.0815752461322082,0.00421940928270042,0.00562587904360056,0.0309423347398031,0.00562587904360056,0.00421940928270042,0.163150492264416,0.0140646976090014,0.00140646976090014,0.00140646976090014,0,0,0,0.00281293952180028,0,0,0.00562587904360056,0.00140646976090014,0,0.00140646976090014,0,0.0154711673699015,0.209563994374121,0.0942334739803094,0.216596343178622,0.0379746835443038,0.426160337552743
1,3,596,0.0939597315436242,0.0956375838926175,0.00671140939597315,0.011744966442953,0.0218120805369128,0.00503355704697987,0.00167785234899329,0.192953020134228,0.00671140939597315,0,0,0.00167785234899329,0,0.00167785234899329,0,0,0,0.00503355704697987,0,0,0.00167785234899329,0.00335570469798658,0.011744966442953,0.10738255033557,0.110738255033557,0.228187919463087,0.0318791946308725,0.506711409395973
