"RowNames","lon","lat","elevation","vegetation","exposure","slope","veg9"
"1702",767.23353622160005,852.16646582659996,1309,5,357,2,3
"1703",770.74382872160004,852.16646582659996,1288,2,278,4,1
"1704",774.25412122160003,852.16646582659996,1341,5,45,0,3
"1705",777.76441372160002,852.16646582659996,1402,5,278,0,3
"1706",781.27470622160001,852.16646582659996,1262,2,270,24,1
"1707",784.7849987216,852.16646582659996,1210,4,338,11,2
"1708",788.2952912216,852.16646582659996,801,36,25,33,8
"1709",791.80558372159999,852.16646582659996,859,36,316,26,8
"1710",795.31587622159998,852.16646582659996,1465,4,224,4,2
"1711",798.82616872159997,852.16646582659996,700,36,289,32,8
"1712",802.33646122159996,852.16646582659996,788,36,88,27,8
"1713",805.84675372159995,852.16646582659996,1416,4,181,16,2
"1714",809.35704622159994,852.16646582659996,1478,2,108,20,1
"1715",812.86733872160005,852.16646582659996,1438,15,51,25,6
"1716",816.37763122160004,852.16646582659996,1777,18,5,4,4
"1717",819.88792372160003,852.16646582659996,1239,12,35,22,5
"1718",823.39821622160002,852.16646582659996,1132,12,98,23,5
"1719",826.90850872160001,852.16646582659996,559,30,140,16,8
"1720",830.41880122160001,852.16646582659996,525,2,204,7,1
"1721",833.9290937216,852.16646582659996,1010,2,293,28,1
"1722",837.43938622159999,852.16646582659996,1346,2,210,3,1
"1723",651.39388372159999,849.62200082660001,1248,15,185,3,6
"1724",654.90417622159998,849.62200082660001,1133,15,58,19,6
"1725",658.41446872159997,849.62200082660001,1463,15,225,0,6
"1726",661.92476122159997,849.62200082660001,1210,15,280,19,6
"1727",665.43505372159996,849.62200082660001,984,15,78,5,6
"1728",668.94534622159995,849.62200082660001,942,12,177,4,5
"1729",672.45563872160005,849.62200082660001,940,12,170,7,5
"1730",675.96593122160004,849.62200082660001,846,2,279,11,1
"1731",679.47622372160004,849.62200082660001,942,2,292,0,1
"1732",682.98651622160003,849.62200082660001,1030,2,27,3,1
"1733",686.49680872160002,849.62200082660001,1087,4,290,4,2
"1734",690.00710122160001,849.62200082660001,1090,4,69,3,2
"1735",693.5173937216,849.62200082660001,805,2,276,15,1
"1736",697.02768622159999,849.62200082660001,874,2,359,19,1
"1737",700.53797872159998,849.62200082660001,857,2,239,10,1
"1738",704.04827122159998,849.62200082660001,1088,2,305,12,1
"1739",707.55856372159997,849.62200082660001,880,2,158,4,1
"1740",711.06885622159996,849.62200082660001,884,2,-1,0,1
"1741",714.57914872159995,849.62200082660001,990,2,272,2,1
"1742",718.08944122160005,849.62200082660001,1066,5,90,0,3
"1743",721.59973372160005,849.62200082660001,1122,5,256,13,3
"1744",725.11002622160004,849.62200082660001,1259,33,95,11,8
"1745",728.62031872160003,849.62200082660001,1218,33,108,3,8
"1746",732.13061122160002,849.62200082660001,1344,12,159,3,5
"1747",735.64090372160001,849.62200082660001,1402,12,-1,0,5
"1748",739.1511962216,849.62200082660001,1463,12,-1,0,5
"1749",742.66148872159999,849.62200082660001,1341,12,124,1,5
"1750",746.17178122159999,849.62200082660001,1278,12,95,4,5
"1751",749.68207372159998,849.62200082660001,1280,12,-1,0,5
"1752",753.19236622159997,849.62200082660001,1321,12,49,8,5
"1753",756.70265872159996,849.62200082660001,1165,2,81,14,1
"1754",760.21295122159995,849.62200082660001,1261,5,20,5,3
"1755",763.72324372160006,849.62200082660001,1290,5,320,3,3
"1756",767.23353622160005,849.62200082660001,1315,5,292,3,3
"1757",770.74382872160004,849.62200082660001,1280,5,0,0,3
"1758",774.25412122160003,849.62200082660001,1371,5,-1,0,3
"1759",777.76441372160002,849.62200082660001,1223,2,116,7,1
"1760",781.27470622160001,849.62200082660001,975,5,51,0,3
"1761",784.7849987216,849.62200082660001,1322,3,62,22,1
"1762",788.2952912216,849.62200082660001,625,36,64,20,8
"1763",791.80558372159999,849.62200082660001,1228,3,312,23,1
"1764",795.31587622159998,849.62200082660001,1268,4,111,17,2
"1765",798.82616872159997,849.62200082660001,836,3,308,26,1
"1766",802.33646122159996,849.62200082660001,1096,4,88,35,2
"1767",805.84675372159995,849.62200082660001,1072,2,225,34,1
"1768",809.35704622159994,849.62200082660001,1649,2,322,6,1
"1769",812.86733872160005,849.62200082660001,1680,5,11,19,3
"1770",816.37763122160004,849.62200082660001,1809,18,223,15,4
"1771",819.88792372160003,849.62200082660001,1707,15,89,26,6
"1772",823.39821622160002,849.62200082660001,1574,2,37,26,1
"1773",826.90850872160001,849.62200082660001,692,36,59,17,8
"1774",830.41880122160001,849.62200082660001,426,36,-1,0,8
"1775",833.9290937216,849.62200082660001,922,2,350,18,1
"1776",837.43938622159999,849.62200082660001,1269,12,203,23,5
"1777",651.39388372159999,847.07753582659996,1062,15,261,8,6
"1778",654.90417622159998,847.07753582659996,1162,15,62,5,6
"1779",658.41446872159997,847.07753582659996,1054,15,226,13,6
"1780",661.92476122159997,847.07753582659996,1060,15,235,12,6
"1781",665.43505372159996,847.07753582659996,1125,15,340,13,6
"1782",668.94534622159995,847.07753582659996,907,12,151,8,5
"1783",672.45563872160005,847.07753582659996,794,2,166,1,1
"1784",675.96593122160004,847.07753582659996,893,2,291,2,1
"1785",679.47622372160004,847.07753582659996,950,2,309,1,1
"1786",682.98651622160003,847.07753582659996,1066,2,135,0,1
"1787",686.49680872160002,847.07753582659996,1066,4,315,0,2
"1788",690.00710122160001,847.07753582659996,1097,4,-1,0,2
"1789",693.5173937216,847.07753582659996,1060,2,302,21,1
"1790",697.02768622159999,847.07753582659996,867,2,58,22,1
"1791",700.53797872159998,847.07753582659996,1187,2,0,2,1
"1792",704.04827122159998,847.07753582659996,1054,12,62,32,5
"1793",707.55856372159997,847.07753582659996,853,2,-1,0,1
"1794",711.06885622159996,847.07753582659996,884,2,-1,0,1
"1795",714.57914872159995,847.07753582659996,983,2,300,3,1
"1796",718.08944122160005,847.07753582659996,1032,2,94,12,1
"1797",721.59973372160005,847.07753582659996,1097,5,159,13,3
"1798",725.11002622160004,847.07753582659996,1055,5,274,10,3
"1799",728.62031872160003,847.07753582659996,1232,12,280,9,5
"1800",732.13061122160002,847.07753582659996,1219,12,321,0,5
"1801",735.64090372160001,847.07753582659996,1363,12,237,4,5
"1802",739.1511962216,847.07753582659996,1441,12,205,1,5
"1803",742.66148872159999,847.07753582659996,1351,12,108,9,5
"1804",746.17178122159999,847.07753582659996,1346,12,7,4,5
"1805",749.68207372159998,847.07753582659996,1520,12,320,10,5
"1806",753.19236622159997,847.07753582659996,1303,4,337,2,2
"1807",756.70265872159996,847.07753582659996,1220,2,87,2,1
"1808",760.21295122159995,847.07753582659996,1341,5,-1,0,3
"1809",763.72324372160006,847.07753582659996,1371,5,270,0,3
"1810",767.23353622160005,847.07753582659996,1387,5,34,3,3
"1811",770.74382872160004,847.07753582659996,1397,2,345,4,1
"1812",774.25412122160003,847.07753582659996,1371,5,-1,0,3
"1813",777.76441372160002,847.07753582659996,1384,2,263,9,1
"1814",781.27470622160001,847.07753582659996,1085,2,49,25,1
"1815",784.7849987216,847.07753582659996,1386,3,224,17,1
"1816",788.2952912216,847.07753582659996,941,36,320,17,8
"1817",791.80558372159999,847.07753582659996,1047,3,256,12,1
"1818",795.31587622159998,847.07753582659996,1311,4,334,17,2
"1819",798.82616872159997,847.07753582659996,792,36,328,5,8
"1820",802.33646122159996,847.07753582659996,1522,2,93,25,1
"1821",805.84675372159995,847.07753582659996,1164,4,300,15,2
"1822",809.35704622159994,847.07753582659996,1230,15,275,17,6
"1823",812.86733872160005,847.07753582659996,1777,18,292,10,4
"1824",816.37763122160004,847.07753582659996,1814,18,70,11,4
"1825",819.88792372160003,847.07753582659996,1667,4,134,17,2
"1826",823.39821622160002,847.07753582659996,1317,12,114,35,5
"1827",826.90850872160001,847.07753582659996,921,4,33,7,2
"1828",830.41880122160001,847.07753582659996,429,30,318,2,8
"1829",833.9290937216,847.07753582659996,1111,12,254,22,5
"1830",837.43938622159999,847.07753582659996,1382,15,235,7,6
"1831",651.39388372159999,844.53307082660001,1130,15,81,10,6
"1832",654.90417622159998,844.53307082660001,1158,15,122,1,6
"1833",658.41446872159997,844.53307082660001,1078,15,68,8,6
"1834",661.92476122159997,844.53307082660001,1068,15,190,16,6
"1835",665.43505372159996,844.53307082660001,1098,12,97,9,5
"1836",668.94534622159995,844.53307082660001,847,2,90,1,1
"1837",672.45563872160005,844.53307082660001,792,2,-1,0,1
"1838",675.96593122160004,844.53307082660001,972,2,259,4,1
"1839",679.47622372160004,844.53307082660001,1004,2,14,1,1
"1840",682.98651622160003,844.53307082660001,1033,2,257,3,1
"1841",686.49680872160002,844.53307082660001,1097,2,27,0,1
"1842",690.00710122160001,844.53307082660001,1223,15,323,10,6
"1843",693.5173937216,844.53307082660001,1097,2,38,11,1
"1844",697.02768622159999,844.53307082660001,1206,2,273,6,1
"1845",700.53797872159998,844.53307082660001,1099,2,281,4,1
"1846",704.04827122159998,844.53307082660001,1275,15,341,5,6
"1847",707.55856372159997,844.53307082660001,1150,15,88,25,6
"1848",711.06885622159996,844.53307082660001,890,2,11,1,1
"1849",714.57914872159995,844.53307082660001,911,26,220,5,7
"1850",718.08944122160005,844.53307082660001,976,5,105,3,3
"1851",721.59973372160005,844.53307082660001,1046,5,238,5,3
"1852",725.11002622160004,844.53307082660001,1157,2,256,5,1
"1853",728.62031872160003,844.53307082660001,1281,5,23,2,3
"1854",732.13061122160002,844.53307082660001,1219,5,-1,0,3
"1855",735.64090372160001,844.53307082660001,1278,5,249,1,3
"1856",739.1511962216,844.53307082660001,1402,12,45,0,5
"1857",742.66148872159999,844.53307082660001,1402,12,118,1,5
"1858",746.17178122159999,844.53307082660001,1304,4,78,14,2
"1859",749.68207372159998,844.53307082660001,1342,4,246,11,2
"1860",753.19236622159997,844.53307082660001,1341,5,252,0,3
"1861",756.70265872159996,844.53307082660001,1280,2,-1,0,1
"1862",760.21295122159995,844.53307082660001,1324,2,238,11,1
"1863",763.72324372160006,844.53307082660001,1402,5,270,0,3
"1864",767.23353622160005,844.53307082660001,1432,5,-1,0,3
"1865",770.74382872160004,844.53307082660001,1372,1,90,0,1
"1866",774.25412122160003,844.53307082660001,1341,5,135,0,3
"1867",777.76441372160002,844.53307082660001,1354,5,0,2,3
"1868",781.27470622160001,844.53307082660001,1198,2,162,17,1
"1869",784.7849987216,844.53307082660001,893,3,253,18,1
"1870",788.2952912216,844.53307082660001,1047,36,36,24,8
"1871",791.80558372159999,844.53307082660001,949,36,323,17,8
"1872",795.31587622159998,844.53307082660001,1522,3,92,6,1
"1873",798.82616872159997,844.53307082660001,1241,4,67,23,2
"1874",802.33646122159996,844.53307082660001,1505,4,248,25,2
"1875",805.84675372159995,844.53307082660001,1168,4,253,30,2
"1876",809.35704622159994,844.53307082660001,1526,18,76,31,4
"1877",812.86733872160005,844.53307082660001,1646,18,276,13,4
"1878",816.37763122160004,844.53307082660001,1889,5,288,0,3
"1879",819.88792372160003,844.53307082660001,1150,4,146,7,2
"1880",823.39821622160002,844.53307082660001,917,36,147,2,8
"1881",826.90850872160001,844.53307082660001,739,30,124,32,8
"1882",830.41880122160001,844.53307082660001,707,26,11,21,7
"1883",833.9290937216,844.53307082660001,1340,15,285,6,6
"1884",837.43938622159999,844.53307082660001,1343,15,264,8,6
"1885",651.39388372159999,841.98860582659995,1523,26,140,10,7
"1886",654.90417622159998,841.98860582659995,977,15,80,3,6
"1887",658.41446872159997,841.98860582659995,1035,12,236,4,5
"1888",661.92476122159997,841.98860582659995,966,33,178,2,8
"1889",665.43505372159996,841.98860582659995,976,12,18,2,5
"1890",668.94534622159995,841.98860582659995,860,12,83,8,5
"1891",672.45563872160005,841.98860582659995,802,2,308,2,1
"1892",675.96593122160004,841.98860582659995,902,2,243,3,1
"1893",679.47622372160004,841.98860582659995,1007,2,73,2,1
"1894",682.98651622160003,841.98860582659995,1045,2,260,1,1
"1895",686.49680872160002,841.98860582659995,1156,15,307,7,6
"1896",690.00710122160001,841.98860582659995,1293,15,116,8,6
"1897",693.5173937216,841.98860582659995,1012,12,294,23,5
"1898",697.02768622159999,841.98860582659995,1158,2,-1,0,1
"1899",700.53797872159998,841.98860582659995,1172,12,358,5,5
"1900",704.04827122159998,841.98860582659995,1212,15,306,15,6
"1901",707.55856372159997,841.98860582659995,1373,15,278,16,6
"1902",711.06885622159996,841.98860582659995,969,2,49,3,1
"1903",714.57914872159995,841.98860582659995,975,26,45,0,7
"1904",718.08944122160005,841.98860582659995,914,26,-1,0,7
"1905",721.59973372160005,841.98860582659995,975,26,-1,0,7
"1906",725.11002622160004,841.98860582659995,1072,26,276,8,7
"1907",728.62031872160003,841.98860582659995,1158,5,-1,0,3
"1908",732.13061122160002,841.98860582659995,1174,2,209,5,1
"1909",735.64090372160001,841.98860582659995,1258,5,228,8,3
"1910",739.1511962216,841.98860582659995,1341,5,-1,0,3
"1911",742.66148872159999,841.98860582659995,1402,2,74,1,1
"1912",746.17178122159999,841.98860582659995,1337,2,71,7,1
"1913",749.68207372159998,841.98860582659995,1408,2,309,4,1
"1914",753.19236622159997,841.98860582659995,1359,2,264,4,1
"1915",756.70265872159996,841.98860582659995,1412,2,267,10,1
"1916",760.21295122159995,841.98860582659995,1313,2,338,17,1
"1917",763.72324372160006,841.98860582659995,1432,5,180,0,3
"1918",767.23353622160005,841.98860582659995,1432,5,-1,0,3
"1919",770.74382872160004,841.98860582659995,1462,5,225,0,3
"1920",774.25412122160003,841.98860582659995,1359,2,47,2,1
"1921",777.76441372160002,841.98860582659995,1402,2,-1,0,1
"1922",781.27470622160001,841.98860582659995,1326,2,63,29,1
"1923",784.7849987216,841.98860582659995,869,36,32,24,8
"1924",788.2952912216,841.98860582659995,766,36,145,11,8
"1925",791.80558372159999,841.98860582659995,900,36,217,17,8
"1926",795.31587622159998,841.98860582659995,1316,2,247,25,1
"1927",798.82616872159997,841.98860582659995,1526,2,83,9,1
"1928",802.33646122159996,841.98860582659995,1205,4,239,22,2
"1929",805.84675372159995,841.98860582659995,1218,15,353,1,6
"1930",809.35704622159994,841.98860582659995,1762,18,83,24,4
"1931",812.86733872160005,841.98860582659995,1773,18,345,11,4
"1932",816.37763122160004,841.98860582659995,1436,4,83,28,2
"1933",819.88792372160003,841.98860582659995,1035,26,63,15,7
"1934",823.39821622160002,841.98860582659995,518,2,121,18,1
"1935",826.90850872160001,841.98860582659995,699,39,301,27,9
"1936",830.41880122160001,841.98860582659995,742,26,268,22,7
"1937",833.9290937216,841.98860582659995,1510,15,243,12,6
"1938",651.39388372159999,839.44414082660001,1493,15,102,23,6
"1939",654.90417622159998,839.44414082660001,984,12,115,3,5
"1940",658.41446872159997,839.44414082660001,906,12,135,0,5
"1941",661.92476122159997,839.44414082660001,906,2,84,2,1
"1942",665.43505372159996,839.44414082660001,937,2,305,13,1
"1943",668.94534622159995,839.44414082660001,1057,2,55,6,1
"1944",672.45563872160005,839.44414082660001,861,2,0,0,1
"1945",675.96593122160004,839.44414082660001,898,2,242,9,1
"1946",679.47622372160004,839.44414082660001,1097,2,180,0,1
"1947",682.98651622160003,839.44414082660001,1054,2,287,2,1
"1948",686.49680872160002,839.44414082660001,1166,15,272,7,6
"1949",690.00710122160001,839.44414082660001,1275,15,297,5,6
"1950",693.5173937216,839.44414082660001,906,2,60,43,1
"1951",697.02768622159999,839.44414082660001,1200,2,216,14,1
"1952",700.53797872159998,839.44414082660001,1296,33,358,5,8
"1953",704.04827122159998,839.44414082660001,1297,15,68,22,6
"1954",707.55856372159997,839.44414082660001,1467,33,6,6,8
"1955",711.06885622159996,839.44414082660001,1155,12,78,25,5
"1956",714.57914872159995,839.44414082660001,1100,2,355,11,1
"1957",718.08944122160005,839.44414082660001,948,2,352,1,1
"1958",721.59973372160005,839.44414082660001,975,2,-1,0,1
"1959",725.11002622160004,839.44414082660001,980,26,300,6,7
"1960",728.62031872160003,839.44414082660001,1127,5,-1,0,3
"1961",732.13061122160002,839.44414082660001,1217,5,288,3,3
"1962",735.64090372160001,839.44414082660001,1219,2,-1,0,1
"1963",739.1511962216,839.44414082660001,1295,5,258,3,3
"1964",742.66148872159999,839.44414082660001,1299,5,128,6,3
"1965",746.17178122159999,839.44414082660001,1341,2,270,0,1
"1966",749.68207372159998,839.44414082660001,1217,2,271,5,1
"1967",753.19236622159997,839.44414082660001,1391,5,357,2,3
"1968",756.70265872159996,839.44414082660001,1418,2,285,7,1
"1969",760.21295122159995,839.44414082660001,1281,5,302,4,3
"1970",763.72324372160006,839.44414082660001,1439,5,280,4,3
"1971",767.23353622160005,839.44414082660001,1463,5,-1,0,3
"1972",770.74382872160004,839.44414082660001,1432,5,275,1,3
"1973",774.25412122160003,839.44414082660001,1456,5,17,5,3
"1974",777.76441372160002,839.44414082660001,1416,2,201,6,1
"1975",781.27470622160001,839.44414082660001,1463,5,265,2,3
"1976",784.7849987216,839.44414082660001,1363,4,137,27,2
"1977",788.2952912216,839.44414082660001,802,30,265,23,8
"1978",791.80558372159999,839.44414082660001,670,36,326,0,8
"1979",795.31587622159998,839.44414082660001,1373,4,285,19,2
"1980",798.82616872159997,839.44414082660001,1647,18,329,0,4
"1981",802.33646122159996,839.44414082660001,1180,18,103,20,4
"1982",805.84675372159995,839.44414082660001,1376,15,244,23,6
"1983",809.35704622159994,839.44414082660001,1848,18,101,12,4
"1984",812.86733872160005,839.44414082660001,1743,2,95,28,1
"1985",816.37763122160004,839.44414082660001,1114,12,111,11,5
"1986",819.88792372160003,839.44414082660001,1052,36,348,21,8
"1987",823.39821622160002,839.44414082660001,426,2,45,0,1
"1988",826.90850872160001,839.44414082660001,1292,4,312,24,2
"1989",830.41880122160001,839.44414082660001,1492,2,313,23,1
"1990",833.9290937216,839.44414082660001,1274,15,298,24,6
"1991",651.39388372159999,836.89967582659995,1615,4,28,23,2
"1992",654.90417622159998,836.89967582659995,960,12,82,5,5
"1993",658.41446872159997,836.89967582659995,875,12,122,1,5
"1994",661.92476122159997,836.89967582659995,868,2,157,1,1
"1995",665.43505372159996,836.89967582659995,860,26,238,6,7
"1996",668.94534622159995,836.89967582659995,901,2,235,4,1
"1997",672.45563872160005,836.89967582659995,850,2,269,4,1
"1998",675.96593122160004,836.89967582659995,886,2,335,2,1
"1999",679.47622372160004,836.89967582659995,1064,12,301,7,5
"2000",682.98651622160003,836.89967582659995,1036,33,315,0,8
"2001",686.49680872160002,836.89967582659995,1326,15,329,12,6
"2002",690.00710122160001,836.89967582659995,1257,15,12,8,6
"2003",693.5173937216,836.89967582659995,1483,15,324,11,6
"2004",697.02768622159999,836.89967582659995,952,12,297,18,5
"2005",700.53797872159998,836.89967582659995,1462,15,47,15,6
"2006",704.04827122159998,836.89967582659995,1442,15,86,10,6
"2007",707.55856372159997,836.89967582659995,1580,15,343,3,6
"2008",711.06885622159996,836.89967582659995,1036,12,130,10,5
"2009",714.57914872159995,836.89967582659995,1382,15,239,19,6
"2010",718.08944122160005,836.89967582659995,1087,15,3,13,6
"2011",721.59973372160005,836.89967582659995,977,2,326,1,1
"2012",725.11002622160004,836.89967582659995,996,2,5,3,1
"2013",728.62031872160003,836.89967582659995,1158,26,67,1,7
"2014",732.13061122160002,836.89967582659995,1158,5,270,0,3
"2015",735.64090372160001,836.89967582659995,1250,5,352,0,3
"2016",739.1511962216,836.89967582659995,1280,5,75,1,3
"2017",742.66148872159999,836.89967582659995,1310,5,-1,0,3
"2018",746.17178122159999,836.89967582659995,1330,5,93,5,3
"2019",749.68207372159998,836.89967582659995,1221,5,67,0,3
"2020",753.19236622159997,836.89967582659995,1340,2,265,1,1
"2021",756.70265872159996,836.89967582659995,1433,2,267,1,1
"2022",760.21295122159995,836.89967582659995,1304,5,302,10,3
"2023",763.72324372160006,836.89967582659995,1445,5,311,1,3
"2024",767.23353622160005,836.89967582659995,1418,5,103,1,3
"2025",770.74382872160004,836.89967582659995,1462,5,178,1,3
"2026",774.25412122160003,836.89967582659995,1463,2,-1,0,1
"2027",777.76441372160002,836.89967582659995,1215,2,224,23,1
"2028",781.27470622160001,836.89967582659995,1318,30,134,12,8
"2029",784.7849987216,836.89967582659995,731,30,193,1,8
"2030",788.2952912216,836.89967582659995,731,39,54,1,9
"2031",791.80558372159999,836.89967582659995,871,26,88,17,7
"2032",795.31587622159998,836.89967582659995,1338,26,294,29,7
"2033",798.82616872159997,836.89967582659995,1676,15,68,8,6
"2034",802.33646122159996,836.89967582659995,1405,15,328,25,6
"2035",805.84675372159995,836.89967582659995,1875,15,38,13,6
"2036",809.35704622159994,836.89967582659995,1815,15,345,18,6
"2037",812.86733872160005,836.89967582659995,1781,2,96,19,1
"2038",816.37763122160004,836.89967582659995,1349,26,112,26,7
"2039",819.88792372160003,836.89967582659995,829,30,38,27,8
"2040",823.39821622160002,836.89967582659995,755,36,246,42,8
"2041",826.90850872160001,836.89967582659995,1524,15,306,6,6
"2042",830.41880122160001,836.89967582659995,2011,18,348,12,4
"2043",833.9290937216,836.89967582659995,1848,18,337,18,4
"2044",647.8835912216,834.3552108266,1457,26,179,5,7
"2045",651.39388372159999,834.3552108266,1652,4,95,16,2
"2046",654.90417622159998,834.3552108266,974,12,90,9,5
"2047",658.41446872159997,834.3552108266,859,12,90,1,5
"2048",661.92476122159997,834.3552108266,844,2,117,0,1
"2049",665.43505372159996,834.3552108266,823,2,-1,0,1
"2050",668.94534622159995,834.3552108266,823,2,-1,0,1
"2051",672.45563872160005,834.3552108266,944,2,292,9,1
"2052",675.96593122160004,834.3552108266,1032,12,44,14,5
"2053",679.47622372160004,834.3552108266,1035,15,34,1,6
"2054",682.98651622160003,834.3552108266,1109,15,62,15,6
"2055",686.49680872160002,834.3552108266,1367,15,319,5,6
"2056",690.00710122160001,834.3552108266,1507,15,286,7,6
"2057",693.5173937216,834.3552108266,1586,15,294,11,6
"2058",697.02768622159999,834.3552108266,1061,12,101,20,5
"2059",700.53797872159998,834.3552108266,1467,15,272,4,6
"2060",704.04827122159998,834.3552108266,1545,15,87,15,6
"2061",707.55856372159997,834.3552108266,1443,15,291,17,6
"2062",711.06885622159996,834.3552108266,1096,15,63,6,6
"2063",714.57914872159995,834.3552108266,1367,15,228,18,6
"2064",718.08944122160005,834.3552108266,1295,4,319,12,2
"2065",721.59973372160005,834.3552108266,1109,2,47,7,1
"2066",725.11002622160004,834.3552108266,1035,2,355,0,1
"2067",728.62031872160003,834.3552108266,1050,26,209,11,7
"2068",732.13061122160002,834.3552108266,1156,5,117,2,3
"2069",735.64090372160001,834.3552108266,1218,5,212,3,3
"2070",739.1511962216,834.3552108266,1280,3,67,1,1
"2071",742.66148872159999,834.3552108266,1287,5,254,9,3
"2072",746.17178122159999,834.3552108266,1315,2,252,6,1
"2073",749.68207372159998,834.3552108266,1235,5,90,8,3
"2074",753.19236622159997,834.3552108266,1331,2,266,7,1
"2075",756.70265872159996,834.3552108266,1341,5,-1,0,3
"2076",760.21295122159995,834.3552108266,1399,5,262,5,3
"2077",763.72324372160006,834.3552108266,1456,5,241,5,3
"2078",767.23353622160005,834.3552108266,1401,5,135,0,3
"2079",770.74382872160004,834.3552108266,1301,3,221,12,1
"2080",774.25412122160003,834.3552108266,1278,3,304,3,1
"2081",777.76441372160002,834.3552108266,1289,2,185,9,1
"2082",781.27470622160001,834.3552108266,853,30,77,3,8
"2083",784.7849987216,834.3552108266,1204,30,213,25,8
"2084",788.2952912216,834.3552108266,923,36,109,16,8
"2085",791.80558372159999,834.3552108266,1229,26,85,27,7
"2086",795.31587622159998,834.3552108266,914,26,266,9,7
"2087",798.82616872159997,834.3552108266,1786,15,250,13,6
"2088",802.33646122159996,834.3552108266,1768,15,356,1,6
"2089",805.84675372159995,834.3552108266,1893,18,64,12,4
"2090",809.35704622159994,834.3552108266,1974,4,299,5,2
"2091",812.86733872160005,834.3552108266,1820,26,100,19,7
"2092",816.37763122160004,834.3552108266,961,26,47,16,7
"2093",819.88792372160003,834.3552108266,583,30,42,27,8
"2094",823.39821622160002,834.3552108266,1255,26,297,36,7
"2095",826.90850872160001,834.3552108266,1379,15,211,11,6
"2096",830.41880122160001,834.3552108266,1463,15,230,31,6
"2097",644.37329872160001,831.81074582660005,1290,15,303,6,6
"2098",647.8835912216,831.81074582660005,1513,4,336,8,2
"2099",651.39388372159999,831.81074582660005,1670,36,283,14,8
"2100",654.90417622159998,831.81074582660005,1145,15,30,17,6
"2101",658.41446872159997,831.81074582660005,853,2,135,0,1
"2102",661.92476122159997,831.81074582660005,837,2,-1,0,1
"2103",665.43505372159996,831.81074582660005,823,2,-1,0,1
"2104",668.94534622159995,831.81074582660005,823,2,-1,0,1
"2105",672.45563872160005,831.81074582660005,1033,2,264,19,1
"2106",675.96593122160004,831.81074582660005,1212,15,1,8,6
"2107",679.47622372160004,831.81074582660005,1083,12,250,22,5
"2108",682.98651622160003,831.81074582660005,1251,15,342,10,6
"2109",686.49680872160002,831.81074582660005,1364,15,248,8,6
"2110",690.00710122160001,831.81074582660005,1516,15,253,3,6
"2111",693.5173937216,831.81074582660005,1481,15,81,30,6
"2112",697.02768622159999,831.81074582660005,1167,12,344,21,5
"2113",700.53797872159998,831.81074582660005,1262,15,72,23,6
"2114",704.04827122159998,831.81074582660005,1617,18,90,27,4
"2115",707.55856372159997,831.81074582660005,1709,15,7,16,6
"2116",711.06885622159996,831.81074582660005,1213,12,260,13,5
"2117",714.57914872159995,831.81074582660005,1573,15,68,10,6
"2118",718.08944122160005,831.81074582660005,1586,15,107,1,6
"2119",721.59973372160005,831.81074582660005,1343,15,119,20,6
"2120",725.11002622160004,831.81074582660005,1090,12,346,1,5
"2121",728.62031872160003,831.81074582660005,1107,2,71,3,1
"2122",732.13061122160002,831.81074582660005,1097,5,225,0,3
"2123",735.64090372160001,831.81074582660005,1219,5,-1,0,3
"2124",739.1511962216,831.81074582660005,1261,5,151,3,3
"2125",742.66148872159999,831.81074582660005,1308,3,261,13,1
"2126",746.17178122159999,831.81074582660005,1341,5,-1,0,3
"2127",749.68207372159998,831.81074582660005,1219,26,-1,0,7
"2128",753.19236622159997,831.81074582660005,1433,3,225,2,1
"2129",756.70265872159996,831.81074582660005,1341,3,-1,0,1
"2130",760.21295122159995,831.81074582660005,1402,5,-1,0,3
"2131",763.72324372160006,831.81074582660005,1462,5,0,0,3
"2132",767.23353622160005,831.81074582660005,1239,3,64,15,1
"2133",770.74382872160004,831.81074582660005,1366,4,322,9,2
"2134",774.25412122160003,831.81074582660005,1065,30,68,9,8
"2135",777.76441372160002,831.81074582660005,1272,1,339,15,1
"2136",781.27470622160001,831.81074582660005,1329,3,278,30,1
"2137",784.7849987216,831.81074582660005,1333,3,265,22,1
"2138",788.2952912216,831.81074582660005,1524,3,65,9,1
"2139",791.80558372159999,831.81074582660005,969,3,254,19,1
"2140",795.31587622159998,831.81074582660005,787,26,288,2,7
"2141",798.82616872159997,831.81074582660005,1510,15,251,26,6
"2142",802.33646122159996,831.81074582660005,1552,36,60,31,8
"2143",805.84675372159995,831.81074582660005,1921,5,253,1,3
"2144",809.35704622159994,831.81074582660005,1920,39,55,19,9
"2145",812.86733872160005,831.81074582660005,1217,26,145,18,7
"2146",816.37763122160004,831.81074582660005,676,36,119,11,8
"2147",819.88792372160003,831.81074582660005,813,30,167,39,8
"2148",823.39821622160002,831.81074582660005,782,26,301,36,7
"2149",826.90850872160001,831.81074582660005,1108,15,348,21,6
"2150",830.41880122160001,831.81074582660005,1756,26,273,10,7
"2151",626.82184372159998,829.2662808266,1280,15,90,0,6
"2152",630.33213622159997,829.2662808266,1224,15,96,2,6
"2153",644.37330622160005,829.2662808266,1227,15,152,6,6
"2154",647.88359872160004,829.2662808266,1219,15,266,1,6
"2155",651.39389122160003,829.2662808266,1525,15,245,3,6
"2156",654.90418372160002,829.2662808266,1790,26,306,5,7
"2157",658.41447622160001,829.2662808266,1123,15,92,22,6
