,player,positions
0,Tim Kips,['PO']
1,Sam Barnes,['DFC']
2,Marcel Lewis,"['MCO', 'DC']"
3,Taylor Allen,['LI']
4,Mohammed Yasir,"['ED', 'EI']"
5,Lee Jae Won,"['MC', 'MCD', 'MD']"
6,Daniel Wilmering,"['DFI', 'MI', 'MD']"
7,Ethan Zubak,['DC']
8,Leon Pöhls,['PO']
9,Musah Nuhu,"['DFC', 'MCD']"
10,Wang Zhifeng,['PO']
11,Dean Williams,['DC']
12,Kyran Lofthouse,"['LD', 'LI']"
13,Lundrim Hetemi,['MC']
14,Adam Long,['DFC']
15,Jean-Claude Ngando,"['MP', 'MCO']"
16,Harry Forster,"['MI', 'MD']"
17,Abdulrahman Al Dakheel,['DFC']
18,Radhi Al Otaibi,['DFD']
19,Vishal Kaith,['PO']
20,Josh Coley,"['MD', 'MI']"
21,Maciej Firlej,['DC']
22,Nick Otto,['DFC']
23,Brandon Kavanagh,['MD']
24,Nicolas P. Jenssen,['DFC']
25,Ryan Edmondson,"['DC', 'EI']"
26,Lukas Klitten,['DFI']
27,Yin Congyao,"['DC', 'MI']"
28,Tan Kaiyuan,"['DC', 'MD', 'MCO']"
29,Ma Xingyu,"['MC', 'MCD']"
30,Xu Yougang,['DFD']
31,Bryce Hosannah,"['LD', 'LI']"
32,Thaar Al Otaibi,"['MI', 'MD']"
33,Kevin Kouassivi-Benissan,"['DFD', 'ED']"
34,Mats Facklam,['DC']
35,Saad Al Selouli,"['MI', 'MD']"
36,Hamed Al Ghamdi,['MC']
37,Paddy Kirk,['DFI']
38,Chen Wei,['PO']
39,Zhang Gong,"['MC', 'MCD', 'DFI']"
40,Liu Huan,['DFI']
41,Daniel Stynes,"['MI', 'MD', 'MC']"
42,Brady Scott,['PO']
43,Abdullah Majrashi,"['MCD', 'MC']"
44,Guo Quanbo,['PO']
45,Ellis Chapman,"['MC', 'MCD']"
46,Mohammed Naji,"['DFC', 'DFD', 'DFI']"
47,Billy Sass-Davies,['DFC']
48,Wen Jiabao,"['DFI', 'LI']"
49,Abraham Romero,['PO']
50,Stefano Guidotti,['MC']
51,Kyle Taylor,"['MC', 'MCO']"
52,Joachim Imbrechts,['PO']
53,Max Melbourne,"['LI', 'DFI']"
54,Thorben Deters,['MC']
55,Li Peng,['DFC']
56,Choi Jae Hyeon,"['DFI', 'MI']"
57,Kyle Jameson,['DFC']
58,Paul Lewis,"['MCO', 'MC']"
59,Ashique Kuruniyan,"['EI', 'MI', 'DFI']"
60,Mark Doyle,['EI']
61,Sam Hart,['DFI']
62,Vedat Karakuş,['PO']
