,player,positions
0,Rui Patrício,['PO']
1,Dries Mertens,"['MP', 'MCO']"
2,Ivan Rakitić,"['MC', 'MCD']"
3,Kasper Schmeichel,['PO']
4,Raúl Albiol,['DFC']
5,Alejandro Gómez,"['EI', 'MCO']"
6,Guillermo Ochoa,['PO']
7,Pepe,['DFC']
8,Giorgi Mamardashvili,['PO']
9,Arnau Martínez,"['DFD', 'LD']"
10,Gonçalo Ramos,['DC']
11,Moisés Caicedo,"['MCD', 'MC']"
12,Kaoru Mitoma,['MI']
13,Vitinha,['MC']
14,Karim Adeyemi,"['MI', 'MD', 'DC']"
15,Zubimendi,"['MCD', 'MC']"
16,Ibañez,['DFC']
17,Dávid Hancko,"['DFC', 'DFI']"
18,Julián Álvarez,"['DC', 'ED']"
19,Arthur Cabral,['DC']
20,Youssouf Fofana,"['MCD', 'MC']"
21,Armand Laurienté,"['EI', 'ED', 'DC']"
22,Eljif Elmas,"['MCO', 'MC', 'EI']"
23,Teun Koopmeiners,"['MC', 'MCD']"
24,Davide Frattesi,['MC']
25,Pepê,"['MI', 'DFD']"
26,Nicolò Zaniolo,"['MD', 'MP']"
27,Kevin Danso,['DFC']
28,Pervis Estupiñán,['DFI']
29,Takefusa Kubo,"['ED', 'DC', 'MCO']"
30,Juan Foyth,"['DFD', 'DFC', 'MCD']"
31,Boubacar Kamara,"['MCD', 'MC']"
32,Facundo Medina,['DFC']
33,David Neres,"['MD', 'ED', 'MCO']"
34,Luiz Felipe,['DFC']
35,Fran Beltrán,"['MCD', 'MC']"
36,Marcus Edwards,"['ED', 'EI', 'DC']"
37,Harvey Barnes,"['EI', 'MI']"
38,Diogo Dalot,['DFD']
39,Florentino,"['MCD', 'MC']"
40,Zubeldia,['DFC']
41,Mauro Arambarri,"['MCD', 'MC']"
42,Wataru Endo,"['MC', 'MCD']"
43,Richarlison,"['DC', 'EI', 'ED']"
44,Benjamin White,"['DFD', 'DFC']"
45,Exequiel Palacios,"['MC', 'MCD', 'MCO']"
46,Brahim,"['MCO', 'MP', 'ED']"
47,Tammy Abraham,['DC']
48,Tony Abranjes,['DFC']
49,Laure Santeiro,"['MCO', 'MI', 'EI']"
50,Heberto Gaúcho,"['DFC', 'MCD']"
51,Héniton Pires,['PO']
52,Maikel Catarino,"['DFD', 'MD']"
53,Aaron Wan-Bissaka,['DFD']
54,André Silva,['DC']
55,Aleix García,"['MC', 'MCD']"
56,Ezequiel Ávila,"['DC', 'MD', 'MI']"
57,Nuno Santos,"['EI', 'LI']"
58,Oleksandr Zinchenko,['DFI']
59,Marko Dmitrović,['PO']
60,Kieran Tierney,['DFI']
61,Aritz Elustondo,"['DFC', 'DFD']"
62,Emiliano Buendía,"['MD', 'MCO']"
63,Álex Berenguer,"['MI', 'MD']"
64,Joan Jordán,"['MC', 'MCD']"
65,Ramy Bensebaini,"['DFI', 'DFC']"
66,Sofyan Amrabat,"['MCD', 'MC']"
67,Adam Marušić,"['DFI', 'DFD']"
68,David Soria,['PO']
69,Valentin Rongier,"['MCD', 'MC']"
70,Vedat Muriqi,['DC']
71,Jonas Omlin,['PO']
72,Mario Pašalić,"['MCO', 'MP', 'MC']"
73,Julian Weigl,['MCD']
74,Ollie Watkins,['DC']
75,Victor Lindelöf,['DFC']
76,Pau López,['PO']
77,David Raya,['PO']
78,Hamari Traoré,['DFD']
79,Álex Moreno,['DFI']
80,Anthony Martial,['DC']
81,Nicolás Tagliafico,['DFI']
82,Chancel Mbemba,['DFC']
83,Hakim Ziyech,"['ED', 'MCO']"
84,Marten de Roon,"['MCD', 'MC', 'DFC']"
