,player,positions
0,Roland Escobar,['DC']
1,Emeka Eneli,['DFD']
2,Yadegar Rostami,['MCD']
3,Oscar Højlund,"['MCD', 'MC']"
4,Gerardo Padrón,"['MC', 'MCO']"
5,Gabriel Monjes,"['MD', 'ED', 'DC']"
6,Mats Rots,"['DFI', 'DFC']"
7,Mats Viken,['PO']
8,Eduardo Jiménez,['PO']
9,Yannic Stein,['PO']
10,Talha Sarıarslan,['DC']
11,Leon Grgic,['DC']
12,Benn Ward,"['DFC', 'MCD']"
13,Mujeeb Murana,"['DFC', 'DFD']"
14,Robert Filip,['MC']
15,Alaín de Guzman,['MCO']
16,Maxime Sainte,"['LD', 'LI']"
17,Jakub Jędrasik,"['MCO', 'MI', 'MD']"
18,William Kaastrup,['DFI']
19,Jayden Clarke,['MCO']
20,Michael Mellon,['DC']
21,Dominic Sadi,"['MD', 'MI']"
22,David Udogu,"['LD', 'LI']"
23,Jonathan Dean,"['DFI', 'MI']"
24,Tom Saettel,['MI']
25,Théo Borne,['PO']
26,Kévin Danois,['MC']
27,Joe O'Brien-Whitmarsh,"['MCO', 'MC']"
28,Charles Auguste,"['MC', 'MCD']"
29,Kevin Benítez,"['DFC', 'MCD']"
30,Panashe Madanha,"['MD', 'DC', 'DFD']"
31,Orué Chacín,['PO']
32,Namory Cissé,['MD']
33,Jed Drew,"['MD', 'MI']"
34,Fábio Jaló,"['DC', 'ED', 'MCO']"
35,Santiago Natera,['MC']
36,Jake Girdwood-Reich,"['MCD', 'MC']"
37,Bobby Clark,"['MC', 'EI']"
38,Aaron Gurd,['DFC']
39,Pedro Borges,"['MCO', 'MC']"
40,Marc Bombardó,['DFC']
41,Vladislav Blănuță,['DC']
42,James McManus,['MCD']
43,Jordi Ortega,['MC']
44,Abundance Salaou,"['MCD', 'MC']"
45,Tomy,['PO']
46,Hilmir Rafn Mikaelsson,['DC']
47,Benjamin Faraas,"['MCO', 'MC']"
48,Dani González,['MCO']
49,Luis Zeballos,['MC']
50,Aribim Pepple,['DC']
51,Divin Mubama,['DC']
52,Mattia Ciucci,['DFC']
53,Joe Whitworth,['PO']
54,Denis Benga,['DFI']
55,David Sala,['MCD']
56,Nathaniel Adjei,"['DFC', 'DFD']"
57,Anthony Markanich,"['DFI', 'LI', 'MI']"
58,Samson Baidoo,['DFC']
59,Tobias Storm,"['LD', 'MC', 'DFC']"
60,Timo Schlieck,['PO']
61,Matthew Nocita,['DFC']
62,Jesper Adolfsson,['DFC']
63,Dion Kacuri,['MCO']
64,Miguel Chaiwa,['MCD']
