,player,positions
0,Bartłomiej Żynel,['PO']
1,Kevin Rauhut,['PO']
2,Max Sheaf,"['MCO', 'MC']"
3,Connell Rawlinson,['DFC']
4,Reece Hutchinson,"['DFI', 'LI']"
5,Owen Bailey,"['MCD', 'DFC']"
6,Kim Gyeong Min,"['DC', 'ED']"
7,Danny Grant,"['MI', 'MD']"
8,Mukhair Al Rashidi,"['LD', 'DFC']"
9,Simon Power,"['ED', 'MD']"
10,Tobias Schättin,['DFI']
11,Elijah Dixon-Bonner,"['MCD', 'MC']"
12,Daniel Pik,"['MI', 'MD']"
13,Nasser Al Omran,"['MCD', 'MC']"
14,Abo Eisa,"['DC', 'MI']"
15,Tom Sang,"['LD', 'DFD']"
16,Tony Gallacher,"['DFI', 'LI']"
17,Abdulquddus Attiah,['PO']
18,Aaron Drinan,['DC']
19,Kostandinos Grozos,"['MCO', 'MCD']"
20,Callum Timmins,"['MC', 'MCD']"
21,Corey Whelan,['DFC']
22,Benjamin Kimpioka,['DC']
23,Kornelius N. Hansen,"['DC', 'EI', 'ED']"
24,Ethan Coleman,['MCD']
25,Zhang Yuan,"['MC', 'MCD']"
26,Lin Longchang,['DFC']
27,Alexander Ammitzbøll,['DC']
28,Matías Ruiz Díaz,['DFD']
29,Max Sanders,"['MC', 'MCD']"
30,Will Wright,"['DFD', 'DFC']"
31,Filippo Nardi,['MC']
32,Fahad Al Jumayah,"['DFD', 'MD']"
33,Tyreke Wilson,['LI']
34,Tyrese Shade,"['ED', 'LI']"
35,Sylwester Lusiusz,"['MC', 'MCD']"
36,Wojciech Hajda,"['MCD', 'MC']"
37,Lachlan Brook,"['MD', 'ED']"
38,Tore André Sørås,"['MC', 'DC']"
39,Jakub Stolarczyk,['PO']
40,Mattis Daube,"['DFD', 'MD']"
41,Liu Ruofan,"['DC', 'MD']"
42,Grégoire Coudert,['PO']
43,Mohammed Al Baqawi,"['DFC', 'LD']"
44,Jamie Brandon,['DFD']
45,Dean Campbell,"['MC', 'MCD']"
46,Lennart Stoll,"['MD', 'LD', 'DFC']"
47,Aramide Oteh,"['DC', 'MI']"
48,Braian Guille,['DC']
