,player,positions
0,Miranda,['DFI']
1,Unai Núñez,['DFC']
2,Youssoufa Moukoko,['DC']
3,Andreas Skov Olsen,"['MD', 'MCO', 'ED']"
4,Saša Kalajdžić,['DC']
5,Maximiliano Gómez,['DC']
6,Rodrigo Becão,['DFC']
7,Pedro Neto,"['MI', 'ED', 'DC']"
8,Michael,"['MI', 'MD']"
9,Merih Demiral,['DFC']
10,Nicolás Domínguez,"['MCD', 'MC']"
11,Santiago Bueno,['DFC']
12,Daniel Muñoz,"['DFD', 'DFC']"
13,Justin Kluivert,"['MD', 'MI']"
14,Saša Lukić,"['MC', 'MCD']"
15,Melendo,"['MC', 'MD', 'MCO']"
16,Jiří Pavlenka,['PO']
17,Morgan Gibbs-White,"['MCO', 'MP', 'EI']"
18,Esequiel Barco,"['MI', 'DC', 'EI']"
19,Sebastian Szymański,"['MCO', 'EI']"
20,Gabriel Strefezza,['ED']
21,Christian Kouamé,"['DC', 'ED', 'EI']"
22,Ghislain Konan,['DFI']
23,Yehvann Diouf,['PO']
24,Marshall Munetsi,"['MCD', 'MCO', 'MC']"
25,Ferdi Kadıoğlu,"['DFD', 'DFI', 'MI']"
26,Domingos Duarte,['DFC']
27,Yoane Wissa,"['EI', 'DC']"
28,Timo Hübers,['DFC']
29,Joakim Mæhle,"['LI', 'MI', 'MD']"
30,Jonathan Ikoné,"['ED', 'MD']"
31,Dodô,['DFD']
32,Matt Turner,['PO']
33,Ko Itakura,"['DFC', 'MCD']"
34,Luka Jović,['DC']
35,Konstantinos Tsimikas,['DFI']
36,Çağlar Söyüncü,['DFC']
37,Marko Grujić,"['MC', 'MCD']"
38,Jesper Karlsson,['EI']
39,Rafa Mir,['DC']
40,Umar Sadiq,['DC']
41,Guruzeta,['DC']
42,Taiwo Awoniyi,['DC']
43,Trevoh Chalobah,"['DFC', 'DFD', 'MCD']"
44,Sidney Pessinho,"['MCD', 'MC']"
45,Murildo Kauê,['MI']
46,Victorio Jabim,"['DFD', 'MD']"
47,Rodrigo Vuarte,"['MCD', 'MC']"
48,Jadsinho Mei,"['MCD', 'MC']"
49,Andeson Trigo,"['DFI', 'MI', 'MCO']"
50,Wagner Laranjo,"['MCD', 'MC']"
51,Claudio Coíntra,"['MCO', 'MP']"
52,Enzo Chissano,"['DFI', 'DFD', 'DFC']"
53,Leander Baia,"['DFD', 'MD']"
54,Lukas Nmecha,['DC']
55,César Montes,['DFC']
56,Abdülkerim Bardakçı,['DFC']
57,Julian Ryerson,"['DFI', 'DFD']"
58,Bryan Heynen,"['MCD', 'MC']"
59,Levi García,"['DC', 'MD']"
60,Lucas Martínez Quarta,['DFC']
61,Brian Oliván,"['DFI', 'LI']"
62,Lucas Tousart,"['MCD', 'MC']"
63,Florian Sotoca,"['DC', 'ED']"
64,Jeremiah St. Juste,"['DFC', 'DFD']"
65,Vincent Janssen,['DC']
66,Pablo Fornals,"['MI', 'MCO']"
67,André Horta,"['MC', 'MCD']"
68,Pere Milla,"['DC', 'MI', 'MD']"
69,Moussa Niakhaté,['DFC']
70,Abdou Diallo,"['DFC', 'DFI']"
