,player,positions
0,Florian Bähr,['DFI']
1,Yassine Bouchama,"['MCO', 'DC']"
2,Nicolas Jann,"['EI', 'MI', 'ED']"
3,Raz Meir,['DFD']
4,Onur Arı,['DC']
5,Tomás Alejandro Castro,['MC']
6,Zoran Petrović,"['DC', 'EI']"
7,Dumitru Celeadnic,['PO']
8,Emmanuel Addai,"['MD', 'MI']"
9,Jorquera,['MI']
10,Clemente,"['MD', 'MCO', 'MC']"
11,Toni Abad,['DFD']
12,Piotr Głowacki,"['DFI', 'MI']"
13,Engjëll Hoti,"['MCO', 'MC']"
14,Marek Mróz,['MCO']
15,Vincent Harper,"['LI', 'LD']"
16,Bogdan Oteliță,"['DFD', 'DFI']"
17,Nordin Bakker,['PO']
18,Lasse Rosenboom,"['LD', 'DFC']"
19,Nathan Garcia,['MCO']
20,Sherif Kallaku,['MCO']
21,Ruben van Bommel,['EI']
22,Alessandro Pietrelli,"['MP', 'DC', 'MCO']"
23,Denis Hergheligiu,['MC']
24,Babatunde Akinsola,"['MD', 'MI']"
25,Andrés García,['MI']
26,Jorge Karseladze,['LI']
27,Bonota Traoré,['DC']
28,Can Uzun,"['MCO', 'DC']"
29,Samuel Asprilla,['DFI']
30,Mateusz Kowalczyk,"['MC', 'MCD']"
31,Thiago Servín,['DFC']
32,Reda Belahyane,['MCD']
33,Santiago Torres González,"['MC', 'DFD']"
34,Tomas Rambert,"['MD', 'DC']"
35,Alexis Cantero,"['DFI', 'DFC']"
36,Angelo Lucena,"['MC', 'MCO']"
37,Edier Ocampo,['DFD']
38,Justin-Noël Kalumba,['DFI']
39,Angelo Mina,"['MC', 'MCD']"
40,Alan García,['DFC']
41,Juan Saborido,['DFD']
42,Gilmar Napa,['PO']
43,David Guevara,"['DFC', 'DFI']"
44,Daniel Barrea,"['DC', 'ED']"
45,Carlos Uvilde Sánchez,"['LD', 'DFD', 'MD']"
46,Luis Gilberto Martínez,['MC']
47,Luis Paredes,['MD']
48,Agustín Anello,"['MI', 'MD']"
49,Lewis Schouten,"['MCD', 'MC', 'DFC']"
50,Santiago Quirós,['DFC']
51,Marvel,['DFC']
52,Danylo Kucher,['PO']
53,Cheick Oumar Konaté,"['DFC', 'DFD']"
54,Lucas Agazzi,"['ED', 'MD', 'DFD']"
55,Carlos Alberto Moreno,['DFD']
56,Lewis Miley,"['MC', 'MCD', 'MCO']"
57,Laureano Troncoso,"['DC', 'MP']"
58,Maximiliano Rueda,['MC']
59,Francesco Gelli,"['MC', 'MCO']"
60,Juan Ludueña,['DFC']
61,Olivier Aertssen,['DFC']
62,Rome-Jayden Owusu-Oduro,['PO']
63,Marlon,"['MI', 'MD']"
64,Manuel Brondo,['DC']
65,Octavio Bianchi,['DC']
66,Stefan Purtic,['MCD']
67,Hugo Picard,"['MI', 'MC']"
68,Jorge Cabezas,['DC']
69,Lucas Ness,['DFC']
70,Jesse Öst,['PO']
71,Ibrahim Diakité,"['DFD', 'DFC', 'MD']"
72,Áron Csongvai,"['MCD', 'DFC']"
73,Pablo Marín,"['MCO', 'MC']"
74,Sharif Ramírez,"['MCO', 'EI']"
75,Maximiliano Puig,"['MCD', 'MC', 'MD']"
76,Buhari Ibrahim,"['DFC', 'DFD']"
77,Emmanuel Ekong,['DC']
78,Jaider Asprilla,['MI']
79,Kanji Okunuki,"['EI', 'MP']"
80,Oleg Ocheretko,['MCO']
81,Anton Tsarenko,['MCO']
82,Enzo Luna,"['DC', 'EI', 'ED']"
83,Pablo Cuñat,['PO']
84,Derensili Sanches Fernandes,"['MD', 'MCO', 'MI']"
85,Marin Karamarko,['DFC']
86,Yllan Okou,['DFC']
87,Valentín Sánchez,"['MCO', 'MC']"
88,Berkay Vardar,"['MCD', 'MC', 'DFC']"
89,Alfie Chang,"['MCD', 'MC']"
90,Pau Casadesús,"['DFD', 'LD']"
91,Marvin De Lima,['ED']
92,Lawrence Nicholas,"['MCD', 'MC']"
93,Martim Tavares,['DC']
94,Alessandro Sorrentino,['PO']
95,Samuel Lobato,"['MC', 'MCD']"
96,Jobe Bellingham,"['MC', 'MCO']"
97,Severin Ottiger,['DFD']
98,Rihito Yamamoto,"['MCD', 'MC']"
99,Yohan Baï,"['ED', 'MD']"
100,Oscar Wiklöf,['MC']
101,Rodney Elongo-Yombo,"['MI', 'MD']"
102,Andri Lucas Guðjohnsen,['DC']
103,Ibe Hautekiet,['DFC']
104,Adrion Pajaziti,"['MCD', 'MI', 'MC']"
105,Etienne Camara,"['MCD', 'MC']"
106,Tornike Gaprindashvili,"['MD', 'MI']"
107,João Silva,['DFC']
