,player,positions
0,Matheus Reis,"['DFC', 'DFI', 'LI']"
1,Luimo Boas Santos,['DC']
2,Gabri Prestão,['PO']
3,Melvin Parrela,['MCD']
4,Jorge Andrão,"['MCD', 'MC']"
5,Adnan Vidual,['DFD']
6,Diego Essler,"['DFI', 'MI']"
7,Emelvinson,['PO']
8,Joseph Aidoo,['DFC']
9,Axel Disasi,['DFC']
10,Leon Bailey,"['MD', 'DC', 'ED']"
11,Denis Zakaria,"['MCD', 'MC']"
12,Robert Sánchez,['PO']
13,Emil Audero,['PO']
14,Marcus Thuram,['DC']
15,Christian Pulisic,"['EI', 'ED', 'MI']"
16,Ezri Konsa,['DFC']
17,Matty Cash,"['DFD', 'LD']"
18,Wilfred Ndidi,"['MCD', 'MC']"
19,Kaku,"['MCO', 'MI']"
20,Nordi Mukiele,"['DFD', 'LD', 'DFC']"
21,Steven Bergwijn,"['EI', 'ED']"
22,Alexandr Golovin,"['MI', 'MD', 'MCO']"
23,Joe Gomez,"['DFC', 'DFD']"
24,Gonçalo Guedes,"['DC', 'MI']"
25,Jarrod Bowen,"['MD', 'ED']"
26,Henry Martín,['DC']
27,Kalvin Phillips,"['MCD', 'MC']"
28,Sergio Herrera,['PO']
29,Robin Gosens,"['LI', 'MI']"
30,Dani Ceballos,"['MC', 'MCD', 'EI']"
31,Luis Chávez,"['MC', 'MCD']"
32,Lukas Klostermann,"['DFC', 'DFD']"
33,Angeliño,"['DFI', 'MI']"
34,Patrick Ciurria,['MD']
35,Ludovic Ajorque,['DC']
36,Corentin Tolisso,"['MCD', 'MC']"
37,Alexander Sørloth,['DC']
38,Morales,"['DC', 'MI']"
39,Álvaro García,['MI']
40,Davide Zappacosta,"['LI', 'MI', 'MD']"
41,Ignacio Fernández,"['MCO', 'MC', 'MD']"
42,Aleksandar Mitrović,['DC']
43,Ayoze Pérez,"['MI', 'MD', 'MCO']"
44,Lucas Zelarayán,"['MCO', 'MP']"
45,Walter Benítez,['PO']
46,Juan Musso,['PO']
47,Alex Telles,"['DFI', 'MI']"
48,José Sá,['PO']
49,Tyrone Mings,['DFC']
50,Przemysław Frankowski,"['LD', 'LI']"
51,Kerem Demirbay,"['MC', 'MCD', 'MCO']"
52,Stole Dimitrievski,['PO']
53,Callum McGregor,"['MCD', 'MC']"
54,John McGinn,"['MC', 'MD', 'MCD']"
55,Raúl de Tomás,['DC']
56,Ricardo Pereira,"['DFD', 'LD']"
57,Christian Günter,"['DFI', 'MI']"
58,Romarinho,"['MP', 'MCO', 'DC']"
59,Óliver Torres,"['MC', 'MCO', 'EI']"
60,Solly March,['MD']
61,Moi Gómez,"['MC', 'MI', 'MD']"
62,Pietro Terracciano,['PO']
63,Edin Višća,"['MD', 'ED']"
64,Samuel Umtiti,['DFC']
65,Kurt Zouma,['DFC']
66,Harry Maguire,['DFC']
67,James Tarkowski,['DFC']
68,David López,"['DFC', 'MCD']"
69,Frederik Rønnow,['PO']
