,player,positions
0,Miguel Angel Navarro,"['DFI', 'MI', 'LI']"
1,Tobías Zárate,['DC']
2,Jay Stansfield,['DC']
3,Mourad Daoudi El Ghezouani,['DC']
4,Maxence Rivera,['MI']
5,Nicolás Dávila,"['MC', 'MCD', 'EI']"
6,Christian Saydee,['DC']
7,Francisco Bareiro,['DC']
8,Néstor Giménez,"['DFI', 'DFC']"
9,Nawaf Boushal,['DFD']
10,Alan Marinelli,"['MD', 'DC', 'MI']"
11,Will Forrester,['DFC']
12,Carljohan Eriksson,['PO']
13,Sixto Mina,"['DFC', 'DFI']"
14,Luis Arce,"['MCD', 'MC']"
15,Sergio Adrián,"['MC', 'MCD', 'MCO']"
16,Ajdin Hasić,"['MCO', 'ED']"
17,Nabil Touaizi,"['DC', 'MI']"
18,Jesús Careaga,['PO']
19,Matías Miranda,"['MCO', 'MD', 'MI']"
20,Chem Campbell,['MI']
21,César Menacho,['MD']
22,Roko Baturina,['DC']
23,Irwin Antón,"['DC', 'MP']"
24,Leminger Bolívar,"['DFD', 'DFI']"
25,Daniel Rivas,['DFI']
26,Gabriel Sotomayor,"['MI', 'EI', 'ED']"
27,Jhohan Gutíerrez,['PO']
28,Diego Osio,['DFC']
29,Héctor Zeta,['DC']
30,Ayman Yahya,"['MD', 'MI']"
31,Clementino González,['DC']
32,Rodney Redes,"['MD', 'ED']"
33,Ben Lhassine Kone,['MC']
34,Tiago Dias,"['LI', 'MI', 'MD']"
35,Zak Swanson,['DFD']
36,Christian Flores,"['MCD', 'MC', 'MI']"
37,Gregory Materan,"['MD', 'DC', 'ED']"
38,Hector Kyprianou,"['MCD', 'MC']"
39,Stefano Russo,"['MCD', 'DFC']"
40,Marvin Senger,['DFC']
41,Josh Griffiths,['PO']
42,János Ferenczi,['DFI']
43,Baek Jong Beom,['PO']
44,Patrick Vroegh,"['MC', 'MCD']"
45,Matthew Sorinola,"['LI', 'LD']"
46,Kacper Bieszczad,['PO']
47,Moses Mawa,['DC']
48,Mohammed Al Dawsari,"['DFD', 'MD']"
49,Jack Burroughs,"['LD', 'LI']"
50,Miguel Reisinho,['MC']
51,Niklas Kölle,"['DFI', 'MI']"
52,Hamdi Akujobi,['DFD']
53,Leonardo Lukacevic,"['LI', 'MI']"
54,Aleksander Paluszek,['DFC']
55,Tochi Chukwuani,['MC']
56,Florian Heister,"['LD', 'DFI', 'DFD']"
57,Rayan Philippe,"['DC', 'EI']"
58,Albert Stahl,"['MD', 'MI', 'DC']"
59,Zinédine Ould Khaled,"['MCD', 'MC']"
60,Florin Borța,"['DFD', 'MD']"
61,Rareș Ispas,['DFI']
62,Bradley Fink,['DC']
63,Omar Rodríguez,['PO']
64,Fabian Greilinger,"['DFI', 'MI']"
65,Niklas Tarnat,"['MCD', 'MC']"
66,Adnan Uğur,"['MC', 'MCD']"
67,Peter Therkildsen,"['DFD', 'LD', 'MC']"
68,Kieran Phillips,"['DC', 'MD']"
69,Arthur Lyska,['PO']
70,Brian Araújo,['PO']
71,Tomáš Huk,['DFC']
72,Jack Armer,['LI']
73,Niclas Nadj,['MCO']
74,Fabian Rüdlin,['MCD']
75,Kyle Joseph,"['DC', 'ED']"
76,Valentine Ozornwafor,['DFC']
77,Pierre Dwomoh,"['MC', 'MCO']"
78,Lassine Sinayoko,"['MD', 'DC']"
79,Serge-Philippe Raux-Yao,['DFC']
80,Tidiane Keita,['MC']
81,Denis Dumitrașcu,"['DFI', 'MI']"
82,Jakub Holúbek,"['DFI', 'MI']"
83,Javi Siverio,['DC']
84,Florian Egerer,['MCD']
85,Daniel Phillips,"['MCD', 'MC']"
86,Ben Jackson,"['DFI', 'LI']"
87,Frazer Blake-Tracy,"['DFC', 'DFI']"
88,Nick Shinton,['PO']
89,Danny Leyva,"['MC', 'MCD']"
90,Gonçalo Gregório,['DC']
