,player,positions
0,Matías Vera,"['MCD', 'MC']"
1,Macaulay Gillesphey,['DFC']
2,Oh Seung Hoon,['PO']
3,Josep Señé,"['MC', 'MCO', 'MCD']"
4,Lukas Fröde,['MCD']
5,Ryan Wintle,"['MCD', 'MC']"
6,Randall Leal,"['MCO', 'MC', 'MI']"
7,Gustavo Canto,"['DFC', 'DFI']"
8,Nicolai Rapp,"['MCD', 'MC', 'DFC']"
9,Jonathan Galván,['DFC']
10,Arley Rodríguez,"['DC', 'MD']"
11,Kevin Méndez,"['MCO', 'MI', 'MD']"
12,Andrea Favilli,['DC']
13,Hidde ter Avest,['DFD']
14,Javi Muñoz,"['MCO', 'MCD', 'MC']"
15,Florian Miguel,"['DFI', 'DFC']"
16,Fejsal Mulić,['DC']
17,Babajide David Akintola,"['ED', 'MD', 'EI']"
18,Marcos Ledesma,['PO']
19,Rayan Raveloson,"['DFC', 'MCD']"
20,Luis Cangá,['DFC']
21,Oliver Burke,"['DC', 'MD']"
22,Jason Kerr,['DFC']
23,Kasey Palmer,"['MCO', 'MP']"
24,Stiven Vega,"['MCD', 'MC']"
25,Bruno Gaspar,"['LD', 'MD', 'DFD']"
26,Jhon Duque,['MCD']
27,Marco Fogliaccia,['EI']
28,Claudio Circolo,"['DFI', 'MI']"
29,Simonpaolo Vittorioso,"['DFD', 'DFI']"
30,Alessandro Micai,['PO']
31,Nikolai Laursen,['ED']
32,Filip Dagerstål,"['DFC', 'MCD']"
33,Steve Rouiller,['DFC']
34,Taylan Antalyalı,"['MC', 'MCD']"
35,Liu Dianzuo,['PO']
36,Li Lei,"['DFI', 'LI']"
37,Max Stryjek,['PO']
38,Taras Romanczuk,"['MCD', 'MC']"
39,Iván Calero,"['DFD', 'MD', 'DFI']"
40,Janik Bachmann,"['MCD', 'MCO', 'MC']"
41,Jeppe Tverskov,"['MCD', 'DFC', 'MC']"
42,Néstor Breitenbruch,"['DFD', 'DFC', 'LD']"
43,Gustaf Nilsson,['DC']
44,Alex Palmer,['PO']
45,Perry Ng,"['DFC', 'DFD']"
46,Yacine Bammou,"['DC', 'MD', 'MI']"
47,Greg Stewart,"['MCO', 'MP']"
48,Daniel Londoño,['DFI']
49,Wei Shihao,"['MI', 'EI', 'DC']"
50,Leandrinho,"['ED', 'DC', 'EI']"
51,Hakan Arslan,"['MC', 'MCD']"
52,Gonzalo Bettini,"['LD', 'DFD']"
53,Cristian Manea,"['LD', 'DFD']"
54,Yusuf Erdoğan,"['ED', 'EI', 'DFI']"
55,Diego Churín,['DC']
56,Chadrac Akolo,"['DC', 'ED']"
57,Kim Young Bin,"['DFC', 'DFI']"
58,Pleguezuelo,['DFC']
59,Justen Glad,['DFC']
60,Sebastian Griesbeck,"['DFC', 'MCD', 'MC']"
61,Leopold Zingerle,['PO']
62,Efthymios Koulouris,['DC']
63,Fabián Viáfara,['DFD']
64,Lucas Suárez,"['DFC', 'DFI']"
65,Xie Pengfei,"['MD', 'ED']"
66,Jonas Bager,['DFC']
67,Núrio Fortuna,"['MI', 'LI', 'DFC']"
68,Wilder Cartagena,"['MCD', 'MC']"
69,Víctor Cabrera,['DFC']
70,Uroš Đurđević,['DC']
71,Fred Onyedinma,"['MI', 'LI', 'LD']"
72,Anas Tahiri,"['MC', 'MCD']"
73,Cameron Brannagan,"['MC', 'MCD']"
74,Anderson Esiti,['MCD']
75,Max O'Leary,['PO']
76,Ryan Thomas,"['MC', 'MCO', 'MCD']"
77,Filippo Scaglia,['DFC']
