,player,positions
0,Bilal El Khannouss,"['MCO', 'MC']"
1,Lorenzo Pirola,['DFC']
2,Renzo Tesuri,"['MD', 'LD']"
3,Erik,['DFI']
4,Ardon Jashari,"['MCD', 'MC']"
5,Oleksandr Syrota,['DFC']
6,Konrad de la Fuente,['MI']
7,Adam Karabec,"['EI', 'ED', 'MCO']"
8,Albert Grønbæk,"['MCO', 'MC']"
9,Fali Candé,"['DFC', 'DFI']"
10,Jessic Ngankam,"['DC', 'MD']"
11,Marquinhos,['MCO']
12,Kilian Fischer,"['DFD', 'MC']"
13,Yannik Keitel,"['MCD', 'MC']"
14,Marcelino Núñez,['MC']
15,Gastón Martirena,['DFD']
16,Pacheco,['DFC']
17,Ricard,"['DFD', 'MD']"
18,Jherson Mosquera,['DFD']
19,Harlen Castillo,['PO']
20,Koki Saito,"['MI', 'DC']"
21,El Bilal Touré,['DC']
22,Sofiane Bendebka,"['MCO', 'MC']"
23,Niels Nkounkou,"['DFI', 'LI']"
24,Henry Kessler,['DFC']
25,Daryl Dike,['DC']
26,Bartol Franjić,"['MCD', 'DFC', 'DFI']"
27,Lucas Da Cunha,"['MCO', 'MD']"
28,Zeno Debast,['DFC']
29,Ignacio Ramírez,['DC']
30,Facundo Pellistri,"['ED', 'EI']"
31,Javier Báez,"['DFC', 'DFD']"
32,Toni Datković,"['DFC', 'DFI']"
33,Robert Navarro,"['EI', 'MI', 'MC']"
34,Nathanaël Mbuku,"['MP', 'MD', 'MCO']"
35,Lautaro Morales,['PO']
36,Borja Sainz,"['MI', 'MD']"
37,João Correia,['DFD']
38,Ali Abdi,"['DFI', 'LI', 'MD']"
39,Fer Niño,['DC']
40,Enzo Millot,"['MCO', 'MC', 'MP']"
41,Marcos André,['DC']
42,Agustín Rogel,['DFC']
43,Domagoj Bradarić,"['LI', 'MI', 'DFI']"
44,Tiago Esgaio,['DFD']
45,Randy Nteka,"['DC', 'MCO']"
46,Luis Vázquez,['DC']
47,Michał Skóraś,"['MD', 'MI']"
48,Francisco Moura,"['DFI', 'MI']"
49,David Schnegg,['DFI']
50,Alex Suárez,"['DFD', 'DFC']"
