,player,positions
0,Isaiah Jones,"['LD', 'MD']"
1,Issa Kaboré,"['LD', 'DFD', 'MD']"
2,Matteo Brunori,['DC']
3,Junior Hernández,"['DFI', 'MI']"
4,Tanguy Nianzou,['DFC']
5,Hjalmar Ekdal,['DFC']
6,Ismail Jakobs,"['DFI', 'MI']"
7,Ayase Ueda,"['DC', 'MCO']"
8,João Pedro,"['DC', 'MCO']"
9,Fábio Silva,['DC']
10,Nazareno Colombo,['DFC']
11,Aster Vranckx,"['MC', 'MCD']"
12,Kamil Piątkowski,['DFC']
13,Flavius Daniliuc,"['DFC', 'DFD']"
14,Crysencio Summerville,"['MD', 'MI']"
15,Douglas Augusto,"['MC', 'MCO', 'MCD']"
16,Juan José Cáceres,"['DFD', 'DFC']"
17,Meschack Elia,['DC']
18,Moustapha Zeghba,['PO']
19,Maxim De Cuyper,"['DFI', 'LI']"
20,Gregore,"['MCD', 'MC']"
21,Nicolai Vallys,"['EI', 'MCO']"
22,Joshua Zirkzee,['DC']
23,Angelo Stiller,"['MC', 'MCD']"
24,Pedro Ortíz,['PO']
25,Abdul-Aziz Yakubu,['DC']
26,Andrés Llinás,['DFC']
27,Hernán López Muñoz,"['MCO', 'MD', 'MI']"
28,Michał Karbownik,['DFI']
29,Marcos Antonio,"['MC', 'MCD']"
30,Raoul Bellanova,"['LD', 'MD']"
31,Boubakar Kouyaté,['DFC']
32,Um Won Sang,"['MD', 'DC', 'ED']"
33,Francisco González Metilli,"['MCO', 'MC', 'MD']"
34,Gustavo Velázquez,['DFC']
35,Cyril Ngonge,"['MP', 'ED', 'DC']"
36,Yari Verschaeren,"['MCO', 'MC', 'MD']"
37,Mads Bidstrup,"['MCD', 'MC']"
38,Valery,"['MD', 'MI', 'LI']"
39,Dominik Kotarski,['PO']
40,Iñaki Peña,['PO']
41,Georginio Rutter,"['MP', 'MD']"
42,José Paradela,"['MI', 'MC', 'MD']"
43,Maximilian Bauer,['DFC']
44,Yohann Magnin,"['MCD', 'MC']"
