,player,positions
0,Jure Balkovec,"['DFC', 'DFI']"
1,Mark-Anthony Kaye,"['MC', 'MCD']"
2,Dani Ojeda,"['MD', 'MI', 'MCO']"
3,Jean Carlos Pestaña,['DFC']
4,Lewis Wing,"['MC', 'MCD']"
5,Kevin Tshiembe,['DFC']
6,Klaus Gjasula,"['MCD', 'DFC']"
7,Tymoteusz Puchacz,"['DFI', 'MI']"
8,Steffen Tigges,['DC']
9,Jannis Nikolaou,"['MCD', 'DFC', 'MC']"
10,Idriz Voca,"['MCD', 'MC']"
11,Kingsley Schindler,"['MD', 'DFD', 'DC']"
12,Jan Mlakar,"['DC', 'MI']"
13,Nikolas Nartey,"['MC', 'MCD', 'LI']"
14,Raphael Obermair,"['MI', 'MD', 'LD']"
15,Joe Rankin-Costello,"['DFD', 'LD', 'DFI']"
16,Kristoffer Velde,"['MI', 'MD']"
17,Pál Dárdai,"['MCO', 'MI', 'MD']"
18,Beni Baningime,"['MC', 'MCD']"
19,Paxton Pomykal,"['MC', 'MI']"
20,Abdulrahman Al Obud,"['MD', 'MI']"
21,Mats Knoester,['DFC']
22,Jonás Acevedo,"['MI', 'MD']"
23,Dan Scarr,['DFC']
24,Josh Bowler,"['MD', 'ED']"
25,Oluwatosin Kehinde,"['MD', 'MI']"
26,Ronaldo Tavares,['DC']
27,Florian Pick,"['MD', 'MI']"
28,Lebo Mothiba,"['DC', 'MD']"
29,Tin Plavotic,['DFC']
30,Oussama Haddadi,"['DFC', 'DFI']"
31,Bryan Lasme,"['DC', 'ED', 'EI']"
32,Alex Dobre,"['MD', 'MI', 'DC']"
33,Juanjo Nieto,"['DFD', 'MD', 'LD']"
34,Kingsley Sarfo,"['MCO', 'MC', 'MD']"
35,Grigoris Kastanos,"['MCO', 'MC', 'MP']"
36,Emmanuel Latte Lath,"['DC', 'EI', 'MP']"
37,Aaron Connolly,['DC']
38,Nicolás Reniero,['DC']
39,Jackson Yueill,"['MC', 'MCD', 'DFC']"
40,Kévin Denkey,['DC']
41,Eddie Segura,['DFC']
42,Juan Camilo Chaverra,['PO']
43,Frank Boya,"['MCD', 'MC', 'DFC']"
44,Deng Hanwen,"['DFD', 'LD']"
45,James Léa Siliki,"['MC', 'MD', 'MI']"
46,Roland Niczuly,['PO']
47,Walter Mazzantti,['MD']
48,Iván Angulo,"['MI', 'EI']"
49,Dimitri Lavalée,"['DFC', 'MCD', 'MC']"
50,Jacob Brown,"['DC', 'MD']"
51,Juan Bauza,"['MCO', 'MI', 'MD']"
52,Walterson,"['EI', 'MD']"
53,Lennart Grill,['PO']
54,Samuel Shashoua,"['DC', 'MCO', 'MD']"
