,player,positions
0,Theo Vassell,['DFC']
1,Jonathan Leko,"['DC', 'ED', 'EI']"
2,Kyle Edwards,"['MI', 'MD', 'EI']"
3,James McGarry,"['DFI', 'MI']"
4,Michael Brandner,"['MCD', 'MC']"
5,Rivaldinho,['DC']
6,Rashaan Fernandes,"['MI', 'MCO', 'MD']"
7,Jojo Wollacott,['PO']
8,Ivo Panebianco,['MCO']
9,Ottavio Selvaggi,['MD']
10,Flávio Triginho,['DC']
11,Mateus Couteira,['DFC']
12,Míchel Zabaco,"['DFC', 'DFI']"
13,Marcelo Vildeia,['DC']
14,Peter Abradanel,['PO']
15,James Brophy,"['MD', 'MI', 'LI']"
16,Kyle Knoyle,['LD']
17,Nico Antonitsch,['DFC']
18,Emanuel Taffertshofer,"['MCD', 'MC']"
19,Steffen Nkansah,['DFC']
20,Will Patching,"['MCO', 'MCD', 'MC']"
21,Moon Seon Min,"['MI', 'MD']"
22,Cristian Gutiérrez,"['DFI', 'MI', 'LI']"
23,Manel Royo,"['DFI', 'DFC']"
24,Morillas,"['DFI', 'DFC']"
25,Harry McKirdy,"['MD', 'ED', 'DC']"
26,Rafał Leszczyński,['PO']
27,Sebastian Musiolik,"['DC', 'MP']"
28,Tom Baack,"['MC', 'MCD', 'DFC']"
29,Ryan Broom,"['MC', 'LD']"
30,Osman Çelik,"['MCD', 'DFC', 'MC']"
31,Marcel Engelhardt,['PO']
32,Sam Lavelle,['DFC']
33,Davide Di Molfetta,"['MCO', 'EI']"
34,Eirik Wichne,"['DFD', 'LD']"
35,Benjamin Van Durmen,"['MI', 'MCD', 'DFI']"
36,Matty Taylor,['DC']
37,Ben Stevenson,"['MC', 'MCD']"
38,Mohammed Khubrani,['DFC']
39,Rafik Zekhnini,"['MD', 'MI', 'DC']"
40,Luca Ferrone,"['DFD', 'DFC']"
41,Dan Agyei,"['DC', 'MI']"
42,Valtteri Moren,['DFC']
43,Christopher Ikonomidis,"['MD', 'MI', 'DC']"
44,Joe Powell,"['MC', 'MCO', 'MD']"
45,Lukas Gugganig,['DFC']
46,Chi Zhongguo,"['MC', 'MCD']"
47,Paul McMullan,['MD']
48,Jamie McCart,['DFC']
49,Stuart Findlay,['DFC']
50,Callum Guy,"['MCD', 'MC']"
51,Jodi Jones,"['ED', 'EI', 'LD']"
52,Roy Gelmi,['DFC']
53,Suleiman Abdullahi,['DC']
54,Charlie Kirk,"['EI', 'MI', 'DC']"
55,Deniz Hümmet,"['DC', 'EI']"
56,Marko Poletanović,"['MC', 'MCD']"
57,Ronivaldo,['DC']
58,Luke Armstrong,['DC']
59,Kim Min Hyeok,"['MC', 'MCD', 'DC']"
60,Christos Gravius,['MC']
61,Daniel Harvie,"['LI', 'DFI']"
62,Daníel Leó Grétarsson,['DFC']
63,Ryan Sweeney,['DFC']
64,Sultan Mandash,"['MD', 'MI']"
65,Stevie Mallan,"['MC', 'MCD']"
66,Joaquín Susvielles,['DC']
67,Kristopher da Graca,"['DFC', 'DFD']"
68,Hugo Keto,['PO']
69,Tom King,['PO']
70,Marlon Frey,['MC']
71,Rezan Corlu,['MCO']
72,Bayron Oyarzo,"['DC', 'ED', 'MD']"
73,Conor McGrandles,"['MC', 'MCD']"
74,Gurpreet Singh Sandhu,['PO']
75,Alex Bass,['PO']
76,Danny Johnson,['DC']
77,Zhao Honglue,"['LI', 'DFI']"
78,Christian Ortag,['PO']
79,Eamonn Brophy,['DC']
80,He Chao,"['MC', 'MCD']"
81,Korbinian Burger,"['DFC', 'DFI']"
82,Andy Cannon,['MC']
83,Alex Gersbach,"['DFI', 'LI']"
84,Fernando Piñero,['DFC']
85,Michał Rzuchowski,"['MCD', 'MC']"
86,Aaron Nemane,['LD']
87,Boris Babić,['DC']
88,Tobias Schützenauer,['PO']
89,Svenn Crone,['DFD']
90,Sandesh Jhingan,['DFC']
