,player,positions
0,Jano ter Horst,['DFC']
1,Ștefan Farcaș,['DFD']
2,Marko Farji,['EI']
3,Marvin Seybold,['PO']
4,Mohamed Ouédraogo,['LI']
5,Isaías Gavilán,"['MI', 'MD']"
6,Mauricio Arrasco,['MC']
7,Lewis Thomas,['PO']
8,Tristan Zesiger,['PO']
9,Alan Rodriguez,['MC']
10,Jalwi Lasloom Al Yami,"['MCD', 'MC']"
11,Mohammed Naif,"['MI', 'MD']"
12,Rasmus Holten,['DFC']
13,Marius Trengereid,"['DFI', 'MCD']"
14,Max Schneider,"['MCD', 'MC']"
15,John Klein,['MD']
16,Alexis Rodas,"['MD', 'MC', 'DFI']"
17,José Río,['PO']
18,Duke Verduin,['PO']
19,Cody Baker,"['DFD', 'DFI']"
20,Emmanuel Iwe,['MI']
21,Myles Roberts,['PO']
22,Miguel Di Pizio,"['MCO', 'MI']"
23,Jonah Sticker,"['LD', 'DFD']"
24,Juan Manuel Romero,['DC']
25,Max Herrmann,['MCO']
26,Brayan Benitez,['PO']
27,Gino Vivi,['MCO']
28,Anders Rønne Børset,['DFC']
29,Jorge del Castillo,['MC']
30,Alberson Rodríguez,"['MC', 'MP']"
31,Guillermo Guzmán,['DFC']
32,Jens Hjertø-Dahl,['MC']
33,Alexander Aoraha,['MC']
34,Jonas Dobloug Rasen,"['ED', 'EI']"
35,Jakob Vester,['MC']
36,Casper Glenna Andersen,"['LD', 'DFD', 'MD']"
37,Mathias Dahl Sauer,['MC']
38,Ousman Jabang,"['DFC', 'MCD']"
39,Jannik Hofmann,['DFD']
40,Andreas Heredia-Randen,['MC']
41,Nathan Lowe,['DC']
42,Adam Wells,"['DFC', 'MCD', 'DFI']"
43,Mihnea Rădulescu,['ED']
44,Fady Azzkoul,['PO']
45,De Pievre Ilunga,['MC']
46,Charlie Asensio,"['DFI', 'MI']"
47,Hisham Kasimu,['DC']
48,Baptiste Rolland,['DFC']
49,Ali Auglah,"['MD', 'MI', 'DC']"
50,Pierce Charles,['PO']
51,Kwak Seung Min,['DC']
52,Kofi Balmer,['DFC']
53,Iulian Codrin Cărăușu,"['ED', 'DC']"
54,Aleksander Andresen,"['LI', 'MI']"
55,Stephen McMullan,['PO']
56,Tobi Adeyemo,['DC']
57,Bryant Bilongo,['DFI']
58,Alex Bonetig,"['DFC', 'MCD']"
59,Samuel Garzón,['DC']
