,player,positions
0,Yun Pyung Gook,['PO']
1,Zach Clough,['MCO']
2,Bartosz Kwiecień,"['MCD', 'DFC']"
3,Tim Waker,"['LI', 'DFI']"
4,Scott Caldwell,"['MCD', 'MC']"
5,Aaron Calver,"['DFC', 'DFD']"
6,Sullay Kaikai,"['MI', 'LD']"
7,Jannik Löhden,['DFC']
8,Koo Ja Ryong,['DFC']
9,Seán Hoare,['DFC']
10,Sandrino Braun-Schumacher,['DFC']
11,James Donachie,['DFC']
12,Paul McGinn,"['DFC', 'DFD']"
13,Konrad Jałocha,['PO']
14,Shane O'Neill,['DFC']
15,Carlos Hernández,['DFC']
16,Dario Del Fabro,['DFC']
17,Abdullah Al Fahad,['DFC']
18,Álex Bernal,"['MCD', 'MC']"
19,Jordan Tillson,"['MCD', 'MC']"
20,Luca Dürholtz,['MC']
21,Connor Chapman,"['DFC', 'MCD', 'MC']"
22,Ibrahim Al Zubaidi,['DFI']
23,Kieran Sadlier,"['MI', 'LD']"
24,Mohammed Al Fehaid,"['MCD', 'MC', 'DFC']"
25,Jack Powell,['MC']
26,Mirko Salvi,['PO']
27,Tom Anderson,['DFC']
28,Ahmed Asiri,['DFC']
29,Kieron Morris,['MD']
30,Francisco Júnior,"['MCD', 'MC']"
31,Christian Irobiso,['DC']
32,Abdullah Al Hafith,['DFC']
33,Oliver Silverholt,"['LD', 'LI', 'DFI']"
34,Rory Gaffney,['DC']
35,Kelyn Rowe,"['DFI', 'MC', 'MCD']"
36,Max Crocombe,['PO']
37,Evan Bush,['PO']
38,Cristian Bălgrădean,['PO']
39,Plamen Iliev,['PO']
40,Piotr Mroziński,"['MCD', 'DFC', 'DFD']"
41,Lukáš Zima,['PO']
42,Jack Baldwin,['DFC']
43,Jamie Reid,['DC']
44,Nick Ansell,['DFC']
45,Sebastian Maier,"['MCO', 'MC', 'MI']"
46,Jake Caprice,"['LD', 'LI']"
47,Tobias Thomsen,['DC']
48,Janek Sternberg,"['DFI', 'MI']"
49,Joel Allansson,"['MC', 'MI']"
50,Anthony O'Connor,['DFC']
