,player,positions
0,Paolo Fernandes,"['MD', 'MI', 'MCO']"
1,Darnell Furlong,"['DFD', 'LD']"
2,Fabian Bredlow,['PO']
3,Smail Prevljak,['DC']
4,Junior Sambia,"['LD', 'DFD', 'MD']"
5,Edoardo Goldaniga,['DFC']
6,Iván Rossi,"['MCD', 'MC']"
7,Emanuel Aguilera,['DFC']
8,Ádám Lang,['DFC']
9,Cristian Ortiz,"['MCO', 'MI', 'EI']"
10,Federico Bonazzoli,"['DC', 'MP']"
11,Alexis Blin,"['MCD', 'MC', 'DFC']"
12,Stefano Moreo,"['DC', 'EI']"
13,Joris Kayembe,"['DFI', 'MI', 'DFC']"
14,Zinedine Ferhat,"['MI', 'MD']"
15,Bernard Mensah,"['MC', 'MCO']"
16,Juan Cruz Komar,['DFC']
17,Nikita Haikin,['PO']
18,Eric Smith,"['DFC', 'MCD']"
19,Tang Miao,"['LD', 'DFC']"
20,Cao Yunding,"['MI', 'EI']"
21,James Bree,"['LD', 'DFD']"
22,Cristian Buonaiuto,"['MI', 'MCO']"
23,Aaron Long,['DFC']
24,Craig Halkett,['DFC']
25,Patrick Roberts,"['MD', 'MCO']"
26,Jay Fulton,"['MCD', 'MC']"
27,Erik Thommy,"['MC', 'MCO', 'MI']"
28,Enzo Crivelli,['DC']
29,Alexander Jeremejeff,['DC']
30,Matt Clarke,['DFC']
31,Yorleys Mena,['DC']
32,Jérôme Onguéné,['DFC']
33,Juan Quintero,['DFC']
34,Tim Leibold,"['DFI', 'MI']"
35,Ernesto Torregrossa,['DC']
36,Larry Vásquez,"['MCD', 'MC']"
37,Douglas Tanque,['DC']
38,Brandon Borrello,"['DC', 'MD']"
39,Stefano Vecchia,"['MI', 'MCO', 'DC']"
40,Francesco Di Mariano,"['EI', 'ED', 'DC']"
41,Cecilio Waterman,['DC']
42,Olivier Kemen,"['MC', 'MCO', 'MCD']"
43,Nicolás Orsini,['DC']
44,César Falletti,"['MCO', 'MP', 'DC']"
45,Mohammed Kanno,"['MC', 'MCD']"
46,Simone Scuffet,['PO']
47,Pietro Ceccaroni,['DFC']
48,Thomas Didillon,['PO']
49,Sebastián Cristóforo,"['MCD', 'MC']"
50,Cédric Hountondji,['DFC']
51,Lucas Mancinelli,"['EI', 'ED', 'DC']"
52,Cantero,['PO']
53,Camarasa,"['MC', 'MCO', 'MD']"
54,Jesús Murillo,"['DFC', 'DFD']"
55,Erik Palmer-Brown,['DFC']
56,Michał Helik,['DFC']
57,Olivier Ntcham,"['MC', 'MCO', 'ED']"
58,Josip Elez,['DFC']
59,César Fuentes,"['MCD', 'MC']"
60,Andrew Hjulsager,"['MCO', 'MC', 'MP']"
61,Aníbal Godoy,"['MCD', 'MC']"
62,Patrik Carlgren,['PO']
63,Hernán Menosse,['DFC']
64,Hamza Sakhi,"['MC', 'MI', 'MD']"
65,Federico Carrizo,"['MCO', 'MI', 'MP']"
66,Carlos Strandberg,['DC']
67,Gabriel Graciani,['MD']
68,Ali Sowe,['DC']
69,Gino Peruzzi,"['DFD', 'LD']"
70,Fabrizio Angileri,"['DFI', 'LI']"
71,Alan Aguerre,['PO']
72,Julio Buffarini,['DFD']
73,Pablo Pérez,"['MC', 'MCD']"
74,Gastón Lezcano,"['MD', 'ED']"
75,Lucas Villafañez,"['MCO', 'MC', 'EI']"
76,Emmanuel Mas,"['DFI', 'LI']"
77,Marcos Bolados,"['ED', 'MD', 'DC']"
78,Patricio Rubio,"['DC', 'EI']"
79,Juan Ramírez,"['MC', 'MI']"
80,Jhonny Vásquez,"['MCD', 'MC', 'DFC']"
81,Fredy Hinestroza,"['MI', 'MD']"
82,Andrés Andrade,"['MCO', 'MC', 'MI']"
83,Didier Moreno,"['MCD', 'MC']"
84,Felipe Pardo,"['MD', 'MCO', 'ED']"
85,Daniel Bocanegra,"['DFC', 'DFD', 'MCD']"
86,Dairon Mosquera,['DFI']
87,Elvis Perlaza,['DFD']
88,Julián Quiñónes,['DFC']
89,Sergio Otálvaro,"['DFD', 'MD']"
90,Daniel Giraldo,"['MCD', 'MC']"
91,Cristián Suárez,"['DFC', 'DFI', 'DFD']"
92,Alex Mowatt,"['MC', 'MCD']"
93,Rasmus Schüller,"['MCD', 'MC']"
94,Joe Rothwell,"['MC', 'MCD']"
95,João Pedro,"['MC', 'MCD']"
96,Facundo Ferreyra,['DC']
97,William Troost-Ekong,['DFC']
98,Kim Jin Su,"['DFI', 'LI']"
99,Rémi Walter,"['MCD', 'MC']"
100,Sascha Horvath,"['MCO', 'MC', 'MD']"
101,Lucas Cháves,['PO']
102,Samuel Piette,"['MCD', 'MC']"
103,Francisco Calvo,['DFC']
104,Brede Mathias Moe,['DFC']
105,David Kinsombi,"['MD', 'MC', 'MCD']"
106,Leonel Vangioni,"['DFI', 'LI']"
107,Andreas Maxsø,['DFC']
108,Clinton Njie,"['MD', 'DC']"
