,player,positions
0,Dylan Portilla,['MC']
1,Dixon Vera,"['MD', 'ED']"
2,Gabriel Charpentier,['DC']
3,Kobe Franklin,"['DFD', 'DFI']"
4,Álex Balboa,"['MC', 'MCD']"
5,Sammy Braybrooke,"['MC', 'MCD']"
6,Wanya Marçal,"['EI', 'ED', 'MD']"
7,Jonas Enkerud,"['DC', 'EI']"
8,Vetle Skjærvik,['DFC']
9,David Zalazar,['MI']
10,Keita Suzuki,"['LI', 'MI', 'MC']"
11,Marius Elvius,['LD']
12,Ramil Mustafaev,"['MD', 'LD']"
13,Rafael Castrillo,"['MCO', 'DC', 'MD']"
14,Hwang Jae Won,"['LD', 'MC', 'LI']"
15,Bert Esselink,['DFC']
16,Luis Zárate,"['DFC', 'DFI']"
17,Dijan Vukojević,"['DC', 'EI']"
18,Caleb Wiley,"['MI', 'DFI']"
19,Alex Greive,['DC']
20,Alejandro Alvarado,['MCO']
21,Min Gyeong Hyeon,"['LI', 'LD']"
22,Jenson Seelt,['DFC']
23,Eliton Júnior,"['MI', 'MC', 'MCO']"
24,Junior Flemmings,"['EI', 'ED', 'DC']"
25,Netinho,"['MD', 'DFD']"
26,Paul Wanner,"['MCO', 'MI', 'MD']"
27,Freddy Winsth,['DFD']
28,Miguel Falé,"['MP', 'DC']"
29,Oliver Provstgaard,['DFC']
30,Tihomir Kostadinov,"['MCO', 'DC']"
31,Pablo Pagis,"['DC', 'MD']"
32,Daniel Edelman,"['MCD', 'MC']"
33,Brahian Egüez,"['MD', 'ED', 'MC']"
34,Kasey McAteer,"['ED', 'EI']"
35,Zidane Iqbal,"['MC', 'MCO']"
36,Dominik Becker,['DFC']
37,Roy Kuijpers,"['DC', 'MD']"
38,Monjonell,['DFC']
39,Otto Rosengren,['MC']
40,Francisco Meixedo,['PO']
41,Orlando Núñez,['DFI']
42,Cristhian García,"['DFI', 'MI']"
43,Tomás Lezcano,"['DFI', 'DFC']"
44,Miller Mareco,['DFD']
45,Dale Taylor,['DC']
46,Eduard Radaslavescu,"['MC', 'MCO']"
47,Martin Moormann,"['DFI', 'DFC']"
48,Marcos Benítez,"['MCO', 'MD']"
49,Moritz Oswald,"['MC', 'MCD']"
50,Enol Coto,"['DFD', 'LD']"
51,Angelo Gattermayer,"['MD', 'MI']"
52,Tanguy Zoukrou,['DFC']
53,Jorge Roa,['PO']
54,Juan Jesús Quiñones,"['DFC', 'DFI']"
55,Issiar Dramé,['DFC']
56,Ricard Artero,"['MCO', 'MD']"
57,Henry Hore,"['MD', 'MI']"
58,Kader Keïta,"['MCD', 'MC']"
59,Joshua Wilson-Esbrand,"['DFI', 'LI']"
60,Jon Magunazelaia,"['DC', 'MI', 'MD']"
61,Leonardo Díaz,"['DFC', 'DFI']"
62,Lucas Chávez,"['ED', 'EI', 'DC']"
63,Noel,"['DC', 'ED']"
64,Oğulcan Ülgün,"['MCD', 'MC']"
65,Simone Canestrelli,['DFC']
66,Leon Damer,['ED']
67,Thierry Small,"['LI', 'DFI']"
68,Mimeirhel Benita,"['DFD', 'MD']"
69,Jurgen Çelhaka,['MCD']
70,Meiko Sponsel,['DFD']
