"","ENT_REGIS","MUN_REGIS","LOC_REGIS","TAM_LOC_RE","DIA_REGIS","MES_REGIS","ANIO_REGIS","REGIMEN_MA","GENERO","SEXO_CON1","EDAD_CON1","NACI_CON1","OCUP_CON1","ENTRH_CON1","MUNRH_CON1","LOCRH_CON1","TLORH_CON1","ESCOL_CON1","CONACTCON1","SITLABCON1","POSTRACON1","SEXO_CON2","EDAD_CON2","NACI_CON2","OCUP_CON2","ENTRH_CON2","MUNRH_CON2","LOCRH_CON2","TLORH_CON2","ESCOL_CON2","CONACTCON2","SITLABCON2","POSTRACON2","TIPO_CON","NOM_LOC"
"145",2,2,1,15,2,2,2017,NA,1,1,36,1,11,25,1,1,14,NA,2,3,NA,2,39,1,11,14,39,1,16,NA,2,3,NA,1,"Ensenada"
"146",2,2,1,15,7,4,2017,NA,1,1,43,1,NA,25,17,1,5,NA,1,1,NA,2,32,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"147",2,2,1,15,20,5,2017,NA,1,1,29,1,NA,2,2,1,15,NA,1,1,NA,2,28,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"148",2,2,1,15,1,7,2017,NA,1,1,32,1,NA,2,2,1,15,NA,1,1,NA,2,27,1,2,2,2,1,15,7,1,1,NA,1,"Ensenada"
"149",2,2,1,15,25,9,2017,NA,1,1,19,2,NA,33,999,9999,NA,NA,1,1,NA,2,19,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"150",2,2,1,15,1,2,2017,NA,1,1,46,1,2,2,2,1,15,NA,1,1,NA,2,51,1,2,2,2,7777,1,NA,1,1,NA,1,"Ensenada"
"151",2,2,1,15,11,2,2017,NA,1,1,39,1,4,2,2,1,15,NA,1,1,NA,2,31,1,2,2,2,1,15,7,1,1,NA,1,"Ensenada"
"152",2,2,1,15,7,7,2017,NA,1,1,29,1,NA,2,2,1,15,NA,1,1,NA,2,25,1,2,2,2,1,15,7,1,1,NA,1,"Ensenada"
"153",2,2,1,15,2,2,2017,NA,1,1,33,1,NA,5,35,1,15,NA,1,1,NA,2,36,1,11,16,106,1,8,NA,2,3,NA,1,"Ensenada"
"154",2,2,1,15,24,11,2017,NA,1,1,28,2,NA,33,999,9999,NA,NA,1,1,NA,2,30,1,11,26,18,1,14,NA,2,3,NA,1,"Ensenada"
"155",2,2,1,15,29,9,2017,NA,1,1,30,1,2,2,2,1,15,7,1,1,NA,2,30,1,NA,2,2,2983,1,NA,1,1,NA,1,"Ensenada"
"156",2,2,1,15,12,5,2017,NA,1,1,34,1,NA,2,2,456,4,NA,1,1,NA,2,42,1,NA,2,2,9999,NA,NA,1,1,NA,1,"Ensenada"
"157",2,2,1,15,5,7,2017,NA,1,1,48,1,4,2,2,1,15,NA,1,1,NA,2,37,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"158",2,2,1,15,1,2,2017,NA,1,1,28,1,NA,2,2,1,15,NA,1,1,NA,2,21,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"159",2,2,1,15,12,10,2017,NA,1,1,35,1,NA,2,2,1,15,NA,1,1,NA,2,32,1,11,25,6,1194,3,NA,2,3,NA,1,"Ensenada"
"160",2,2,1,15,10,11,2017,NA,1,1,34,1,4,2,2,1,15,NA,1,1,NA,2,32,2,2,33,999,9999,NA,7,1,1,NA,1,"Ensenada"
"161",2,2,1,15,30,12,2017,NA,1,1,44,1,1,26,25,9999,NA,NA,1,1,NA,2,29,1,1,14,58,1,5,NA,1,1,NA,1,"Ensenada"
"162",2,2,1,15,14,2,2017,NA,1,1,25,1,NA,2,2,1,15,NA,1,1,NA,2,25,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"163",2,2,1,15,11,4,2017,NA,1,1,28,1,7,25,11,1,11,NA,1,1,NA,2,29,1,2,2,2,1,15,7,1,1,NA,1,"Ensenada"
"164",2,2,1,15,20,10,2017,NA,1,1,31,1,NA,2,2,1,15,NA,1,1,NA,2,31,1,NA,25,1,1,14,NA,1,1,NA,1,"Ensenada"
"165",2,2,1,15,21,1,2017,NA,1,1,22,1,4,2,2,1,15,NA,1,1,NA,2,21,1,11,2,2,1,15,NA,2,2,NA,1,"Ensenada"
"166",2,2,1,15,2,2,2017,NA,1,1,24,1,NA,26,55,1,13,NA,1,1,NA,2,25,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"167",2,2,1,15,28,1,2017,NA,1,1,48,1,NA,25,11,51,5,NA,1,1,NA,2,47,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"168",2,2,1,15,1,12,2017,NA,1,1,38,1,NA,2,2,1,15,NA,1,1,NA,2,39,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"169",2,2,1,15,10,7,2017,NA,1,1,65,1,11,2,2,9999,NA,NA,2,4,NA,2,48,1,11,2,1,1,14,NA,2,3,NA,1,"Ensenada"
"170",2,2,1,15,18,11,2017,NA,1,1,28,1,2,2,2,1,15,NA,1,1,NA,2,22,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"171",2,2,1,15,19,5,2017,NA,1,1,33,1,NA,2,2,1,15,NA,1,1,NA,2,27,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"172",2,2,1,15,22,4,2017,NA,1,1,70,1,11,2,2,1,15,NA,2,4,NA,2,67,1,11,2,2,1,15,NA,2,4,NA,1,"Ensenada"
"173",2,2,1,15,29,12,2017,NA,1,1,26,2,NA,33,999,9999,NA,NA,1,1,NA,2,23,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"174",2,2,1,15,10,3,2017,NA,1,1,39,1,4,2,2,1,15,NA,1,1,NA,2,26,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"175",2,2,1,15,9,2,2017,NA,1,1,41,1,NA,2,2,1,15,NA,1,1,NA,2,32,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"176",2,2,1,15,28,10,2017,NA,1,1,27,1,NA,26,30,1,15,NA,1,1,NA,2,35,1,11,2,2,110,5,NA,2,3,NA,1,"Ensenada"
"177",2,2,1,15,1,9,2017,NA,1,1,62,2,5,35,999,9999,NA,NA,1,1,NA,2,45,2,3,35,999,9999,NA,NA,1,1,NA,1,"Ensenada"
"178",2,2,1,15,20,10,2017,NA,1,1,29,1,4,2,2,1,15,NA,1,1,NA,2,28,1,4,2,2,9999,NA,NA,1,1,NA,1,"Ensenada"
"179",2,2,1,15,20,5,2017,NA,1,1,35,1,NA,2,2,1,15,NA,1,1,NA,2,35,1,NA,28,38,1,14,NA,1,1,NA,1,"Ensenada"
"180",2,2,1,15,21,10,2017,NA,1,1,26,1,NA,20,999,9999,NA,NA,1,1,NA,2,33,1,NA,25,6,341,6,NA,1,1,NA,1,"Ensenada"
"181",2,2,1,15,24,6,2017,NA,1,1,44,1,NA,2,2,1,15,NA,1,1,NA,2,45,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"182",2,2,1,15,15,9,2017,NA,1,1,25,1,NA,2,2,1,15,NA,1,1,NA,2,25,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"183",2,2,1,15,3,11,2017,NA,1,1,35,1,NA,2,2,1,15,NA,1,1,NA,2,27,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"184",2,2,1,15,29,11,2017,NA,1,1,21,1,NA,7,89,1,13,NA,1,1,NA,2,20,1,11,2,2,1,15,NA,2,2,NA,1,"Ensenada"
"185",2,2,1,15,21,11,2017,NA,1,1,26,1,NA,2,2,1,15,NA,1,1,NA,2,24,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"186",2,2,1,15,7,2,2017,NA,1,1,65,2,11,2,2,9999,NA,NA,2,4,NA,2,61,1,3,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"187",2,2,1,15,12,7,2017,NA,1,1,24,1,NA,2,2,9999,NA,NA,1,1,NA,2,21,1,11,2,2,1,15,NA,2,2,NA,1,"Ensenada"
"188",2,2,1,15,25,10,2017,NA,1,1,25,1,NA,2,2,1,15,NA,1,1,NA,2,24,1,NA,25,11,1,11,NA,1,1,NA,1,"Ensenada"
"189",2,2,1,15,6,5,2017,NA,1,1,34,1,NA,2,2,9999,NA,NA,1,1,NA,2,29,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"190",2,2,1,15,14,2,2017,NA,1,1,54,1,NA,14,21,1,6,NA,1,1,NA,2,42,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"191",2,2,1,15,17,11,2017,NA,1,1,30,1,7,2,2,1,15,NA,1,1,NA,2,29,1,NA,31,69,9999,NA,NA,1,1,NA,1,"Ensenada"
"192",2,2,1,15,22,4,2017,NA,1,1,36,1,NA,2,2,1,15,NA,1,1,NA,2,34,1,NA,2,2,7777,1,NA,1,1,NA,1,"Ensenada"
"193",2,2,1,15,9,12,2017,NA,1,1,66,1,NA,2,2,1,15,NA,1,1,NA,2,51,1,4,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"194",2,2,1,15,30,6,2017,NA,1,1,34,2,7,33,999,9999,NA,NA,1,1,NA,2,29,1,11,26,18,1,14,NA,2,3,NA,1,"Ensenada"
"195",2,2,1,15,25,7,2017,NA,1,1,41,1,NA,26,18,1,14,NA,1,1,NA,2,45,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"196",2,2,1,15,18,5,2017,NA,1,1,33,1,6,2,2,9999,NA,NA,1,1,NA,2,18,2,NA,33,999,9999,NA,NA,1,1,NA,1,"Ensenada"
"197",2,2,1,15,2,2,2017,NA,1,1,26,1,NA,25,15,1,11,NA,1,1,NA,2,30,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"198",2,2,1,15,13,9,2017,NA,1,1,29,1,2,2,2,1,15,7,1,1,NA,2,28,1,2,2,2,1,15,7,1,1,NA,1,"Ensenada"
"199",2,2,1,15,30,12,2017,NA,1,1,23,1,NA,2,2,1,15,NA,1,1,NA,2,23,1,NA,17,25,9999,NA,NA,1,1,NA,1,"Ensenada"
"200",2,2,1,15,7,10,2017,NA,1,1,46,1,2,2,2,1,15,NA,1,1,NA,2,47,1,11,25,6,7777,1,NA,2,3,NA,1,"Ensenada"
"201",2,2,1,15,21,10,2017,NA,1,1,30,1,2,2,2,1,15,NA,1,1,NA,2,33,1,2,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"202",2,2,1,15,7,11,2017,NA,1,1,23,1,NA,2,2,1,15,NA,1,1,NA,2,23,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"203",2,2,1,15,14,2,2017,NA,1,1,19,1,NA,26,29,202,5,NA,1,1,NA,2,19,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"204",2,2,1,15,27,5,2017,NA,1,1,41,1,NA,33,999,9999,NA,NA,1,1,NA,2,39,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"205",2,2,1,15,22,8,2017,NA,1,1,53,1,NA,26,18,284,5,NA,1,1,NA,2,43,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"206",2,2,1,15,22,4,2017,NA,1,1,36,1,3,2,2,1,15,NA,1,1,NA,2,34,1,11,26,18,1,14,NA,2,3,NA,1,"Ensenada"
"207",2,2,1,15,26,4,2017,NA,1,1,30,1,11,2,2,9999,NA,NA,2,6,NA,2,25,1,NA,25,6,1,15,NA,1,1,NA,1,"Ensenada"
"208",2,2,1,15,4,7,2017,NA,1,1,42,1,2,2,2,1,15,NA,1,1,NA,2,27,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"209",2,2,1,15,12,10,2017,NA,1,1,25,1,NA,2,2,1,15,NA,1,1,NA,2,24,1,NA,26,18,1,14,NA,1,1,NA,1,"Ensenada"
"210",2,2,1,15,16,6,2017,NA,1,1,62,1,9,2,2,7777,1,NA,1,1,NA,2,47,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"211",2,2,1,15,2,6,2017,NA,1,1,30,1,2,2,2,1,15,NA,1,1,NA,2,31,1,NA,14,121,1,8,NA,1,1,NA,1,"Ensenada"
"212",2,2,1,15,12,10,2017,NA,1,1,48,1,2,2,2,7777,1,7,1,1,NA,2,50,1,2,2,2,1,15,7,1,1,NA,1,"Ensenada"
"213",2,2,1,15,23,5,2017,NA,1,1,25,1,11,4,11,7777,1,NA,2,2,NA,2,24,1,2,2,2,1,15,7,1,1,NA,1,"Ensenada"
"214",2,2,1,15,1,2,2017,NA,1,1,23,1,NA,26,55,1,13,NA,1,1,NA,2,22,1,NA,26,55,1,13,NA,1,1,NA,1,"Ensenada"
"215",2,2,1,15,19,5,2017,NA,1,1,22,1,NA,2,2,1,15,NA,1,1,NA,2,20,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"216",2,2,1,15,2,5,2017,NA,1,1,33,1,NA,2,2,1,15,NA,1,1,NA,2,22,1,11,25,18,1,8,NA,2,3,NA,1,"Ensenada"
"217",2,2,1,15,29,4,2017,NA,1,1,53,1,NA,2,2,1,15,NA,1,1,NA,2,40,1,NA,25,1,1,14,NA,1,1,NA,1,"Ensenada"
"218",2,2,1,15,8,2,2017,NA,1,1,26,1,NA,2,2,1,15,NA,1,1,NA,2,23,1,NA,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"219",2,2,1,15,21,3,2017,NA,1,1,26,1,NA,2,2,1,15,NA,1,1,NA,2,26,1,NA,16,9,1,7,NA,1,1,NA,1,"Ensenada"
"220",2,2,1,15,31,10,2017,NA,1,1,47,1,NA,32,33,1,3,NA,1,1,NA,2,25,1,NA,7,54,1,5,NA,1,1,NA,1,"Ensenada"
"221",2,2,1,15,26,1,2017,NA,1,1,36,1,7,33,999,9999,NA,NA,1,1,NA,2,30,1,11,2,4,1338,1,NA,2,3,NA,1,"Ensenada"
"222",2,2,1,15,28,9,2017,NA,1,1,50,1,4,2,2,1,15,NA,1,1,NA,2,37,1,11,2,2,1,15,NA,2,3,NA,1,"Ensenada"
"223",2,2,1,15,10,6,2017,NA,1,1,30,1,2,2,1,1,14,7,1,1,NA,2,29,1,2,2,2,1,15,7,1,1,NA,1,"Ensenada"
"224",2,2,1,15,20,7,2017,NA,1,1,37,1,2,2,2,1,15,NA,1,1,NA,2,37,1,NA,2,4,1,16,NA,1,1,NA,1,"Ensenada"
"225",2,2,1,15,23,6,2017,NA,1,1,27,1,NA,14,16,1,6,NA,1,1,NA,2,31,2,NA,33,999,9999,NA,NA,1,1,NA,1,"Ensenada"
"226",2,2,1,15,29,4,2017,NA,1,1,22,1,8,18,4,83,2,NA,1,1,NA,2,20,1,11,2,2,1,15,NA,2,2,NA,1,"Ensenada"
"227",2,2,1,15,15,5,2017,NA,1,1,25,1,5,21,109,10,1,NA,1,1,2,2,39,1,5,2,2,1,15,NA,1,1,NA,1,"Ensenada"
"228",22,6,1,11,17,2,2017,2,1,1,27,1,NA,22,14,1,15,7,1,1,2,2,26,1,NA,22,6,44,7,8,1,1,2,1,"Col¢n"
"229",22,6,1,11,21,4,2017,2,1,1,37,1,9,22,14,1,15,7,1,1,4,2,22,1,4,22,6,1,11,6,1,1,2,1,"Col¢n"
"230",22,6,1,11,20,7,2017,2,1,1,35,1,1,22,6,1,11,7,1,1,2,2,34,1,2,11,18,9999,NA,7,1,1,4,1,"Col¢n"
"231",22,6,1,11,6,10,2017,2,1,1,49,1,8,22,6,10,4,5,1,1,2,2,30,1,3,22,6,10,4,5,1,1,2,1,"Col¢n"
"232",22,6,1,11,7,12,2017,2,1,1,29,1,2,22,14,1,15,7,1,1,2,2,25,1,2,22,6,1,11,7,1,1,2,1,"Col¢n"
"233",22,6,1,11,23,6,2017,2,1,1,30,1,2,22,6,1,11,7,1,1,2,2,19,1,11,22,14,1,15,6,2,2,NA,1,"Col¢n"
"234",22,6,1,11,15,7,2017,2,1,1,27,1,NA,22,6,1,11,7,1,1,2,2,25,1,NA,22,6,1,11,7,1,1,2,1,"Col¢n"
"235",22,6,1,11,26,5,2017,2,1,1,22,1,4,22,6,1,11,6,1,1,2,2,21,1,3,22,6,1,11,6,1,1,2,1,"Col¢n"
"236",22,6,1,11,26,5,2017,2,1,1,44,1,NA,22,6,1,11,7,1,1,2,2,33,1,NA,22,6,1,11,7,1,1,2,1,"Col¢n"
"237",22,6,1,11,30,9,2017,2,1,1,34,1,2,22,6,1,11,5,1,1,2,2,26,1,NA,22,14,1,15,6,1,1,2,1,"Col¢n"
"238",22,6,1,11,7,1,2017,2,1,1,39,1,1,22,14,7777,1,7,1,1,2,2,37,1,2,22,6,142,7,7,1,1,2,1,"Col¢n"
"239",22,6,1,11,5,5,2017,2,1,1,34,1,2,22,14,105,6,7,1,1,2,2,27,1,2,22,6,1,11,7,1,1,2,1,"Col¢n"
"240",22,6,1,11,17,11,2017,2,1,1,23,1,7,22,6,19,4,6,1,1,1,2,18,1,NA,22,6,1,11,6,1,1,2,1,"Col¢n"
"241",22,6,1,11,25,8,2017,2,1,1,31,1,2,22,14,39,1,7,1,1,2,2,36,1,2,22,6,9999,NA,6,1,1,4,1,"Col¢n"
"242",22,6,1,11,29,9,2017,2,1,1,84,1,11,22,6,1,11,1,2,4,NA,2,76,1,11,22,14,1,15,1,2,3,NA,1,"Col¢n"
"243",22,6,1,11,29,6,2017,2,1,1,23,1,11,11,4,1,8,7,2,2,NA,2,24,1,1,22,6,1,11,7,1,1,2,1,"Col¢n"
"244",22,6,1,11,30,1,2017,2,1,1,34,1,2,22,14,1,15,7,1,1,2,2,38,1,NA,22,6,1,11,7,1,1,2,1,"Col¢n"
"245",22,6,1,11,13,10,2017,2,1,1,74,1,2,22,6,81,1,7,1,1,4,2,66,1,2,22,6,81,1,7,1,1,4,1,"Col¢n"
"246",22,6,1,11,12,4,2017,2,1,1,47,1,4,22,14,1,15,6,1,1,4,2,28,1,4,22,6,1,11,7,1,1,4,1,"Col¢n"
"247",22,6,1,11,18,8,2017,2,1,1,31,1,8,22,6,1,11,5,1,1,2,2,32,2,11,22,6,1,11,6,2,3,NA,1,"Col¢n"
"248",22,6,1,11,20,10,2017,2,1,1,60,1,4,22,6,1,11,6,1,1,4,2,61,1,4,22,6,1,11,6,1,1,2,1,"Col¢n"
"249",22,6,1,11,29,4,2017,2,1,1,30,1,2,22,14,1,15,7,1,1,4,2,26,1,2,22,14,92,4,7,1,1,4,1,"Col¢n"
"250",22,6,1,11,28,4,2017,2,1,1,36,1,NA,22,6,19,4,7,1,1,2,2,28,1,NA,22,6,19,4,6,1,1,2,1,"Col¢n"
"251",22,6,1,11,21,12,2017,2,1,1,25,1,2,22,6,142,7,5,1,1,2,2,19,1,11,22,6,142,7,6,2,2,NA,1,"Col¢n"
"252",22,6,1,11,24,3,2017,2,1,1,36,1,NA,22,14,1,15,7,1,1,2,2,33,1,NA,22,6,1,11,7,1,1,2,1,"Col¢n"
"253",22,16,1,13,25,10,2017,1,1,1,26,1,NA,22,16,94,5,7,1,1,2,2,21,1,11,22,16,94,5,6,2,3,NA,1,"San Joaqu¡n"
"254",22,16,1,13,23,3,2017,1,1,1,20,1,7,22,16,49,3,5,1,1,1,2,21,1,NA,22,16,49,3,5,1,1,2,1,"San Joaqu¡n"
"255",22,16,1,13,6,2,2017,1,1,1,25,1,NA,22,16,1,13,5,1,1,2,2,23,1,11,22,16,1,13,6,2,3,NA,1,"San Joaqu¡n"
"256",22,16,1,13,18,9,2017,2,1,1,45,1,NA,22,16,1,13,6,1,1,2,2,48,1,NA,22,16,1,13,6,1,1,2,1,"San Joaqu¡n"
"257",22,16,1,13,3,8,2017,2,1,1,33,1,NA,22,16,1,13,6,1,1,2,2,42,1,NA,22,16,1,13,6,1,1,2,1,"San Joaqu¡n"
"258",22,16,1,13,17,7,2017,1,1,1,25,1,NA,22,16,9999,NA,5,1,1,1,2,28,1,11,22,16,9999,NA,5,2,3,NA,1,"San Joaqu¡n"
"259",22,16,1,13,26,10,2017,2,1,1,26,1,NA,22,16,1,13,6,1,1,2,2,38,1,NA,22,16,1,13,7,1,1,2,1,"San Joaqu¡n"
"260",22,16,1,13,16,12,2017,2,1,1,33,1,4,22,16,1,13,7,1,1,4,2,31,1,NA,22,16,1,13,7,1,1,2,1,"San Joaqu¡n"
"261",22,16,1,13,8,2,2017,1,1,1,44,1,NA,22,16,1,13,5,1,1,2,2,44,1,11,22,16,1,13,5,2,3,NA,1,"San Joaqu¡n"
"262",22,16,1,13,7,3,2017,2,1,1,34,1,NA,22,7,7777,1,7,1,1,2,2,23,1,NA,22,16,1,13,6,1,1,2,1,"San Joaqu¡n"
"263",22,16,1,13,16,5,2017,1,1,1,20,1,NA,22,16,2,4,6,1,1,2,2,24,1,NA,22,16,2,4,6,1,1,2,1,"San Joaqu¡n"
"264",22,16,1,13,8,2,2017,1,1,1,44,1,9,22,16,7777,1,5,1,1,3,2,26,1,11,22,16,7777,1,5,2,3,NA,1,"San Joaqu¡n"
"265",22,16,1,13,4,12,2017,1,1,1,41,1,NA,22,16,1,13,4,1,1,2,2,44,1,11,22,16,1,13,4,2,3,NA,1,"San Joaqu¡n"
"266",22,16,1,13,22,7,2017,2,1,1,29,1,2,22,16,1,13,7,1,1,2,2,26,1,2,22,16,1,13,7,1,1,2,1,"San Joaqu¡n"
"267",22,16,1,13,9,11,2017,1,1,1,31,1,NA,15,33,1,17,7,1,1,2,2,29,1,NA,15,79,9999,NA,6,1,1,2,1,"San Joaqu¡n"
"268",22,16,1,13,2,2,2017,1,1,1,28,1,NA,22,16,5,1,5,1,1,2,2,28,1,11,22,16,5,1,5,2,3,NA,1,"San Joaqu¡n"
"269",22,16,1,13,23,6,2017,1,1,1,32,1,2,9,8,1,13,7,1,1,4,2,28,1,2,9,8,1,13,7,1,1,4,1,"San Joaqu¡n"
"270",22,16,1,13,28,11,2017,1,1,1,85,1,11,22,16,7777,1,6,2,4,NA,2,64,1,5,22,16,7777,1,7,1,1,4,1,"San Joaqu¡n"
"271",22,16,1,13,24,4,2017,2,1,1,22,1,NA,22,16,178,1,7,1,1,2,2,19,1,11,22,16,1,13,6,2,2,NA,1,"San Joaqu¡n"
"272",22,16,1,13,13,12,2017,2,1,1,30,1,1,22,16,238,1,7,1,1,4,2,31,1,NA,22,16,238,1,7,1,1,2,1,"San Joaqu¡n"
"273",22,16,1,13,16,5,2017,2,1,1,29,1,1,22,16,1,13,4,1,1,5,2,27,1,5,22,16,1,13,7,1,1,2,1,"San Joaqu¡n"
"274",22,16,1,13,14,6,2017,1,1,1,35,1,NA,22,16,1,13,5,1,1,2,2,37,1,4,22,16,1,13,7,1,1,5,1,"San Joaqu¡n"
"275",22,16,1,13,27,10,2017,1,1,1,30,1,NA,22,16,20,1,4,1,1,3,2,26,1,11,22,16,1,13,7,2,2,NA,1,"San Joaqu¡n"
"276",22,16,1,13,8,2,2017,2,1,1,37,1,NA,22,16,1,13,6,1,1,2,2,31,1,NA,22,16,1,13,6,1,1,2,1,"San Joaqu¡n"
"277",22,16,1,13,23,11,2017,1,1,1,37,1,NA,22,16,24,4,6,1,1,2,2,34,2,11,22,16,24,4,6,2,3,NA,1,"San Joaqu¡n"
"278",22,16,1,13,6,7,2017,1,1,1,35,1,NA,22,16,9999,NA,5,1,1,2,2,34,1,NA,22,16,9999,NA,5,1,1,2,1,"San Joaqu¡n"
"279",22,16,1,13,5,4,2017,1,1,1,27,1,NA,22,16,77,1,4,1,1,2,2,30,1,11,22,16,77,1,4,2,3,NA,1,"San Joaqu¡n"
"280",22,16,1,13,4,11,2017,2,1,1,39,1,NA,22,14,58,6,7,1,1,2,2,35,1,NA,22,14,58,6,7,1,1,2,1,"San Joaqu¡n"
"281",22,16,1,13,22,6,2017,2,1,1,31,1,NA,22,14,1,15,7,1,1,2,2,32,1,NA,22,16,1,13,7,1,1,2,1,"San Joaqu¡n"
"282",22,16,1,13,21,6,2017,1,1,1,24,1,NA,22,16,1,13,6,1,1,2,2,22,1,11,22,16,1,13,7,2,2,NA,1,"San Joaqu¡n"
"283",22,16,1,13,16,11,2017,1,1,1,30,1,NA,22,16,1,13,7,1,1,2,2,29,1,NA,22,16,1,13,7,1,1,2,1,"San Joaqu¡n"
"284",22,16,1,13,8,8,2017,1,1,1,24,1,NA,22,16,1,13,7,1,1,2,2,24,1,NA,22,16,24,4,7,1,1,2,1,"San Joaqu¡n"
"285",22,16,1,13,21,1,2017,2,1,1,19,1,11,22,16,1,13,7,2,2,NA,2,20,1,NA,22,16,1,13,6,1,1,2,1,"San Joaqu¡n"
"286",22,16,1,13,7,2,2017,2,1,1,46,1,7,22,16,33,5,4,1,1,3,2,46,1,7,22,16,33,5,6,1,1,1,1,"San Joaqu¡n"
"287",22,16,1,13,23,2,2017,2,1,1,69,1,NA,22,16,1,13,5,1,1,2,2,65,1,11,22,16,1,13,1,2,3,NA,1,"San Joaqu¡n"
"288",22,16,1,13,20,6,2017,1,1,1,39,1,NA,22,16,1,13,5,1,1,4,2,32,1,11,22,16,1,13,6,2,3,NA,1,"San Joaqu¡n"
"289",22,16,1,13,10,6,2017,2,1,1,32,1,2,22,16,1,13,7,1,1,4,2,34,1,2,22,16,1,13,7,1,1,4,1,"San Joaqu¡n"
"290",22,16,1,13,22,3,2017,1,1,1,83,1,NA,22,16,7777,1,1,1,1,6,2,50,1,11,22,16,7777,1,4,2,3,NA,1,"San Joaqu¡n"
"291",22,16,1,13,28,8,2017,1,1,1,26,1,NA,22,16,1,13,6,1,1,2,2,21,1,NA,22,16,1,13,5,1,1,2,1,"San Joaqu¡n"
"292",22,16,1,13,3,1,2017,2,1,1,28,1,NA,22,16,1,13,7,1,1,2,2,26,1,NA,22,16,1,13,7,1,1,2,1,"San Joaqu¡n"
"293",22,16,1,13,4,2,2017,1,1,1,32,1,NA,22,16,43,4,6,1,1,2,2,32,1,11,22,16,43,4,5,2,3,NA,1,"San Joaqu¡n"
"294",22,16,1,13,17,1,2017,1,1,1,23,1,NA,22,16,1,13,6,1,1,2,2,16,1,11,22,16,1,13,5,2,3,NA,1,"San Joaqu¡n"
"295",22,16,1,13,26,9,2017,1,1,1,28,1,7,22,16,33,5,5,1,1,1,2,23,1,11,22,16,33,5,5,2,3,NA,1,"San Joaqu¡n"
"296",22,16,1,13,8,2,2017,1,1,1,35,1,7,22,16,54,1,5,1,1,1,2,26,1,11,22,16,54,1,5,2,3,NA,1,"San Joaqu¡n"
"297",22,16,1,13,28,6,2017,1,1,1,25,1,NA,22,16,1,13,4,1,1,4,2,26,1,NA,22,16,1,13,5,1,1,2,1,"San Joaqu¡n"
"298",22,16,1,13,26,7,2017,1,1,1,22,1,7,22,16,39,3,5,1,1,1,2,20,1,11,22,16,39,3,5,2,3,NA,1,"San Joaqu¡n"
"299",22,16,1,13,4,3,2017,2,1,1,35,1,NA,22,11,7777,1,7,1,1,2,2,27,1,NA,22,11,7777,1,7,1,1,2,1,"San Joaqu¡n"
"300",22,16,1,13,6,2,2017,2,1,1,30,1,7,22,16,1,13,5,1,1,1,2,27,1,NA,22,16,1,13,6,1,1,2,1,"San Joaqu¡n"
"301",13,3,1,8,6,10,2017,2,1,1,58,1,NA,15,999,9999,NA,5,1,1,4,2,38,1,4,13,48,1,14,7,1,1,4,1,"Acaxochitl n"
"302",13,3,1,8,18,3,2017,1,1,1,50,1,1,24,28,1,15,7,1,1,4,2,33,1,2,13,48,1,14,7,1,1,4,1,"Acaxochitl n"
"303",13,3,1,8,26,8,2017,2,1,1,30,1,NA,13,3,1,8,5,1,1,2,2,33,1,11,13,3,1,8,4,2,3,NA,1,"Acaxochitl n"
"304",13,3,1,8,19,8,2017,2,1,1,49,1,NA,13,3,7777,4,7,1,1,2,2,49,1,3,13,37,7777,1,7,1,1,2,1,"Acaxochitl n"
