ENT_REGIS,MUN_REGIS,LOC_REGIS,TAM_LOC_RE,DIA_REGIS,MES_REGIS,ANIO_REGIS,REGIMEN_MA,GENERO,SEXO_CON1,EDAD_CON1,NACI_CON1,OCUP_CON1,ENTRH_CON1,MUNRH_CON1,LOCRH_CON1,TLORH_CON1,ESCOL_CON1,CONACTCON1,SITLABCON1,POSTRACON1,SEXO_CON2,EDAD_CON2,NACI_CON2,OCUP_CON2,ENTRH_CON2,MUNRH_CON2,LOCRH_CON2,TLORH_CON2,ESCOL_CON2,CONACTCON2,SITLABCON2,POSTRACON2,TIPO_CON
26,018,0001,14,13,1,2017,1,1,1,20,1,98,26,018,0001,14,5,1,1,2,2,26,1,11,26,018,0001,14,6,2,3,9,1
14,120,0001,16,12,12,2017,1,1,1,24,1,98,14,120,0001,16,6,1,1,2,2,22,1,98,14,120,0001,16,6,1,1,2,1
30,032,0001,8,6,9,2017,2,1,1,52,1,98,30,032,0001,8,7,1,1,2,2,44,1,11,30,032,0001,8,6,2,3,9,1
07,012,0001,8,24,8,2017,1,1,1,25,1,6,07,012,0059,2,5,1,1,3,2,20,1,11,07,012,0059,2,5,2,3,9,1
11,014,0106,1,14,2,2017,2,1,1,47,1,98,11,014,0358,1,9,1,1,9,2,36,1,11,11,014,0358,1,9,2,3,9,1
03,003,0003,5,6,10,2017,1,1,1,27,1,98,03,003,0684,3,5,1,1,2,2,21,1,11,03,003,0684,3,5,2,3,9,1
11,011,0001,11,13,1,2017,2,1,1,23,1,9,11,011,0054,4,5,1,1,3,2,18,1,11,11,011,0054,4,5,2,3,9,1
05,030,0001,15,13,12,2017,2,1,1,52,1,2,05,030,9999,99,7,1,1,2,2,35,1,11,05,030,9999,99,6,2,3,9,1
11,020,0001,16,1,3,2017,2,1,1,20,1,7,11,020,0001,16,9,1,1,9,2,28,1,7,11,020,0001,16,9,1,1,1,1
15,122,0001,14,12,7,2017,1,1,1,35,1,98,09,007,0001,17,7,1,1,2,2,21,1,11,15,122,0001,14,6,2,3,9,1
15,106,0001,14,7,7,2017,1,1,1,20,1,7,15,106,0066,1,6,1,1,1,2,19,1,11,15,106,0066,1,6,2,3,9,1
04,002,0090,1,4,5,2017,9,1,1,18,1,98,04,002,0090,1,5,1,1,2,2,19,1,11,04,002,0090,1,6,2,3,9,1
15,033,0001,17,24,11,2017,1,1,1,21,1,98,15,104,0001,15,5,1,1,2,2,19,1,11,15,104,0001,15,5,2,3,9,1
15,057,0001,15,11,11,2017,1,1,1,27,1,5,15,057,0001,15,6,1,1,2,2,26,1,11,15,081,0012,7,6,2,3,9,1
05,035,0001,15,2,6,2017,1,1,1,27,1,98,05,035,0001,15,5,1,1,2,2,35,1,98,05,035,0001,15,6,1,1,2,1
19,018,0001,12,4,8,2017,1,1,1,25,1,98,19,018,0001,12,5,1,1,2,2,26,1,7,19,018,0001,12,4,1,1,1,1
31,101,0001,9,12,8,2017,1,1,1,25,1,99,31,070,0001,4,9,9,9,9,2,37,1,99,31,101,0019,2,9,9,9,9,1
05,025,0001,13,14,2,2017,1,1,1,37,1,8,05,025,0001,13,5,1,1,1,2,33,1,11,05,025,0001,13,5,2,3,9,1
14,120,0001,16,19,3,2017,1,2,1,31,1,2,14,098,0001,15,7,1,1,2,1,32,1,2,14,120,0001,16,7,1,1,2,2
14,120,0001,16,20,7,2017,1,1,1,24,1,5,14,120,0001,16,6,1,1,2,2,24,1,5,14,120,0001,16,6,1,1,2,1
13,001,0001,1,3,3,2017,1,1,1,20,1,98,13,077,0001,13,6,1,1,2,2,24,1,99,13,077,0001,13,7,9,9,9,1
18,004,0001,7,8,5,2017,1,1,1,23,1,6,18,004,0103,1,7,1,1,3,2,24,1,11,18,004,0103,1,7,2,3,9,1
12,001,0001,15,25,8,2017,1,1,1,31,1,98,16,052,0001,12,6,1,1,2,2,28,1,11,12,001,0001,15,6,2,3,9,1
30,131,0001,13,9,8,2017,1,1,1,21,1,98,30,131,0001,13,4,1,1,2,2,18,1,11,30,131,0001,13,5,2,3,9,1
27,004,0001,14,9,11,2017,1,1,1,29,2,4,27,004,0001,14,6,1,1,4,2,23,1,11,27,004,0001,14,6,2,2,9,1
11,022,0001,5,11,8,2017,2,1,1,28,1,98,11,022,0001,5,4,1,1,2,2,32,1,11,11,022,0001,5,6,2,3,9,1
24,028,0001,15,1,7,2017,2,1,1,32,1,1,24,028,0001,15,7,1,1,4,2,33,1,11,24,028,0001,15,6,2,3,9,1
19,039,0001,16,14,10,2017,1,1,1,31,1,7,19,039,0001,16,5,1,1,2,2,30,1,11,19,039,0001,16,5,2,3,9,1
28,032,0001,15,2,8,2017,1,1,1,39,2,2,28,032,0001,15,6,1,1,2,2,42,2,2,28,032,0001,15,7,1,1,6,1
18,017,0001,14,14,9,2017,2,1,1,29,1,2,18,017,0001,14,7,1,1,2,2,27,1,2,18,017,0001,14,7,1,1,2,1
11,020,0001,16,1,8,2017,2,1,1,24,1,98,11,020,0001,16,5,1,1,2,2,21,1,98,11,020,0001,16,5,1,1,2,1
32,054,0001,4,27,2,2017,2,1,1,23,1,6,32,054,7777,1,5,1,1,3,2,18,1,11,32,054,0024,1,6,2,3,9,1
15,082,0001,8,17,3,2017,2,1,1,23,1,98,15,082,0001,8,6,1,1,2,2,23,1,98,15,082,0001,8,6,1,1,2,1
07,037,0001,5,21,7,2017,1,1,1,30,1,98,07,037,0001,5,6,1,1,2,2,20,1,11,07,037,0234,1,6,2,3,9,1
26,055,0001,13,17,2,2017,1,1,1,27,1,98,26,055,0001,13,5,1,1,2,2,26,1,98,26,055,0001,13,5,1,1,2,1
09,014,0001,14,19,1,2017,2,1,1,60,1,4,09,003,0001,15,5,1,1,4,2,34,1,4,09,003,0001,15,5,1,1,4,1
10,012,0001,12,22,4,2017,1,1,1,47,1,2,05,035,0001,15,7,1,1,2,2,43,1,4,10,012,0001,12,7,1,1,2,1
07,031,0084,4,22,2,2017,1,1,1,28,1,6,07,031,0587,1,4,1,1,4,2,25,1,11,07,031,0587,1,4,2,3,9,1
14,120,0001,16,11,2,2017,2,1,1,26,1,2,14,120,0001,16,7,1,1,2,2,27,1,2,14,120,0001,16,7,1,1,2,1
11,004,0001,8,6,10,2017,2,1,1,42,1,99,11,004,0001,8,9,9,9,9,2,29,1,11,11,004,0001,8,9,2,3,9,1
23,001,0001,12,20,6,2017,9,1,1,34,2,98,33,999,9999,99,7,1,1,2,2,38,2,98,33,999,9999,99,7,1,1,2,1
23,008,0001,13,29,11,2017,9,1,1,35,1,8,07,034,0106,2,6,1,1,2,2,32,1,98,31,056,9999,99,6,1,1,2,1
25,006,0312,8,30,6,2017,1,1,1,19,1,98,25,006,1362,1,6,1,1,2,2,21,1,11,25,006,1362,1,6,2,3,9,1
16,110,0001,7,17,11,2017,2,1,1,21,1,8,16,110,0001,7,5,1,1,1,2,20,1,11,16,110,0001,7,6,2,3,9,1
15,042,0016,6,4,11,2017,1,1,1,21,1,98,15,047,0001,2,6,1,1,2,2,22,1,11,15,042,0016,6,6,2,3,9,1
26,018,0001,14,23,2,2017,1,1,1,26,1,98,26,018,0001,14,6,1,1,2,2,24,1,2,26,018,0001,14,7,1,1,9,1
16,093,0001,4,10,2,2017,2,1,1,49,1,7,21,152,0001,5,9,1,1,9,2,35,1,11,16,050,7777,1,9,2,3,9,1
14,039,0001,16,29,8,2017,1,1,1,21,1,98,14,039,0001,16,6,1,1,2,2,23,1,98,14,039,0001,16,5,1,1,2,1
19,019,0001,13,19,8,2017,1,1,1,29,1,98,19,039,0001,16,7,1,1,2,2,26,1,98,19,039,0001,16,9,1,1,2,1
08,019,0001,15,29,9,2017,1,1,1,24,1,6,08,019,0001,15,7,1,1,2,2,26,1,2,08,019,0001,15,7,1,1,2,1
19,026,0001,15,1,6,2017,2,1,1,26,1,98,19,026,0001,15,7,1,1,9,2,20,1,98,19,026,0001,15,6,1,1,9,1
19,019,0001,13,16,12,2017,1,1,1,39,1,98,19,019,0001,13,7,1,1,2,2,35,1,98,05,030,0001,15,7,1,1,2,1
30,127,0001,4,8,12,2017,1,1,1,28,1,98,30,127,0001,4,7,1,1,2,2,19,2,11,30,127,0001,4,6,2,3,9,1
19,026,0001,15,18,12,2017,2,1,1,34,1,98,19,026,0001,15,7,1,1,2,2,28,1,98,19,026,0001,15,7,1,1,2,1
15,058,0001,16,14,7,2017,1,1,1,25,1,98,15,031,0001,15,6,1,1,2,2,24,1,11,15,031,0001,15,6,2,3,9,1
13,066,0001,5,28,6,2017,2,1,1,63,1,98,13,066,7777,4,4,1,1,2,2,59,1,11,09,017,0001,14,4,2,3,9,1
15,058,0001,16,12,10,2017,1,1,1,19,1,98,15,058,0001,16,6,1,1,2,2,20,1,11,15,058,0001,16,5,2,3,9,1
26,018,0284,5,24,11,2017,1,1,1,57,1,11,26,018,0001,14,6,2,4,9,2,54,1,98,26,018,0001,14,6,1,1,2,1
11,027,0001,13,1,7,2017,2,1,1,28,1,7,11,027,0046,5,6,1,1,1,2,29,1,11,11,027,0046,5,5,2,3,9,1
14,053,0027,2,9,12,2017,1,1,1,38,1,8,01,001,0001,15,5,1,1,2,2,34,1,98,01,001,7777,1,5,1,1,2,1
26,030,0001,15,5,10,2017,2,1,1,30,1,2,26,030,0001,15,7,1,1,2,2,28,1,2,26,030,0001,15,7,1,1,2,1
14,053,0057,1,17,12,2017,1,1,1,22,1,7,14,053,0057,1,5,1,1,2,2,20,1,9,14,053,0057,1,5,1,1,2,1
16,107,0001,11,12,9,2017,2,1,1,44,1,98,16,107,0001,11,6,1,1,1,2,42,1,5,16,107,0001,11,6,1,1,5,1
07,101,0001,15,23,11,2017,1,1,1,24,1,1,07,101,0001,15,7,1,1,2,2,24,1,2,07,101,0001,15,7,1,1,2,1
14,039,0001,16,20,1,2017,1,1,1,29,1,98,14,120,0001,16,5,1,1,2,2,25,1,98,14,039,0001,16,5,1,1,2,1
14,072,0001,5,8,3,2017,1,1,1,28,2,98,33,999,9999,99,5,1,1,2,2,25,1,11,14,072,0001,5,5,2,3,9,1
30,029,0001,2,13,2,2017,1,1,1,43,1,6,30,029,7777,1,5,1,1,3,2,41,1,11,30,029,7777,1,4,2,3,9,1
28,004,0001,4,27,7,2017,1,1,1,26,1,8,35,999,9999,99,5,1,1,2,2,19,1,99,35,999,9999,99,7,9,9,9,1
13,061,0001,7,29,7,2017,2,1,1,35,1,7,13,061,0002,8,6,1,1,1,2,32,1,2,13,061,0001,7,7,1,1,2,1
19,026,0001,15,12,8,2017,2,1,1,25,1,98,19,021,0001,14,7,1,1,4,2,24,1,98,19,046,0001,14,7,1,1,2,1
29,024,0001,5,9,12,2017,1,1,1,23,1,98,29,024,0004,1,6,1,1,2,2,18,1,11,29,024,0004,1,6,2,3,9,1
15,112,0001,5,22,9,2017,1,1,1,26,1,7,15,112,0001,5,6,1,1,4,2,23,1,11,15,104,0001,15,6,2,3,9,1
28,027,0001,14,11,8,2017,1,1,1,48,1,98,28,027,0001,14,5,1,1,2,2,46,1,11,28,027,0001,14,4,2,3,9,1
25,012,0001,14,4,4,2017,2,1,1,26,1,5,25,012,0001,14,6,1,1,2,2,25,1,5,25,012,0001,14,6,1,1,2,1
05,030,0001,15,10,6,2017,1,1,1,25,1,98,05,030,0001,15,7,1,1,2,2,24,1,98,05,030,0001,15,7,1,1,2,1
31,019,0001,6,27,6,2017,1,1,1,41,1,7,31,019,0026,1,4,1,1,3,2,41,1,11,31,019,0026,1,4,2,3,9,1
01,001,0001,15,11,12,2017,1,1,1,29,1,4,01,001,0001,15,5,1,1,4,2,18,1,11,01,001,0001,15,6,2,3,9,1
29,021,0001,6,16,12,2017,2,1,1,32,1,98,29,021,0001,6,5,1,1,2,2,50,1,7,29,021,0001,6,5,1,1,9,1
14,021,0001,6,6,9,2017,2,1,1,50,1,6,14,021,0001,6,4,1,1,3,2,26,1,11,14,021,0001,6,5,2,3,9,1
25,011,0001,11,25,4,2017,1,1,1,23,1,2,25,011,0001,11,7,1,1,2,2,23,1,5,25,011,0170,2,7,1,1,2,1
11,004,0018,1,24,3,2017,2,1,1,28,1,7,11,005,0045,5,6,1,1,2,2,19,1,98,11,004,0085,1,5,1,1,2,1
16,084,0020,5,11,4,2017,2,1,1,33,1,6,16,084,0020,5,4,1,1,3,2,31,1,11,16,084,0020,5,4,2,3,9,1
19,026,0001,15,30,12,2017,1,1,1,29,1,98,19,009,0001,11,7,1,1,2,2,25,1,98,19,009,0001,11,7,1,1,2,1
13,029,0001,5,3,3,2017,2,1,1,45,1,4,13,029,7777,3,5,1,1,9,2,44,1,11,13,029,0017,2,4,2,3,9,1
18,005,0001,4,20,1,2017,1,1,1,26,1,98,18,001,0001,7,7,1,1,2,2,18,1,11,18,001,0001,7,7,2,3,9,1
29,013,0001,11,22,7,2017,2,1,1,26,1,7,29,016,0001,5,5,1,1,1,2,35,1,7,29,016,0001,5,6,1,1,9,1
05,017,0001,11,30,3,2017,2,1,1,31,2,5,05,017,0001,11,9,1,1,9,2,21,1,11,05,017,0001,11,9,2,3,9,1
15,099,0001,13,7,1,2017,1,1,1,29,1,7,15,093,0010,2,4,1,1,1,2,29,1,11,15,099,0024,5,4,2,3,9,1
11,042,0043,2,6,3,2017,2,1,1,35,1,6,11,042,0043,2,5,1,1,3,2,24,1,11,11,042,0043,2,5,2,3,9,1
18,017,0001,14,12,1,2017,1,1,1,34,2,98,18,018,0001,8,7,1,1,2,2,30,1,98,18,018,0001,8,7,1,1,2,1
09,007,0001,17,25,10,2017,1,1,1,35,1,2,09,007,0001,17,7,1,1,2,2,42,1,2,09,007,0001,17,7,1,1,2,1
03,001,0001,10,22,9,2017,1,1,1,25,1,98,03,001,0001,10,7,1,1,2,2,20,1,98,03,001,0001,10,6,1,1,2,1
08,007,0135,3,12,4,2017,2,1,1,18,1,11,08,032,0001,13,6,2,2,9,2,99,1,11,08,007,0135,3,6,2,2,9,1
18,020,0083,8,9,3,2017,1,1,1,28,1,98,18,020,0083,8,4,1,1,2,2,24,1,98,18,020,0083,8,6,1,1,2,1
17,018,0001,12,16,3,2017,1,1,1,47,1,7,17,011,0001,13,4,1,1,1,2,28,1,11,12,032,0001,5,4,2,3,9,1
11,026,0001,8,16,5,2017,2,1,1,22,1,7,11,026,0031,1,5,1,1,1,2,21,1,11,11,026,0031,1,5,2,3,9,1
14,039,0001,16,30,5,2017,1,1,1,49,1,98,14,039,0001,16,4,1,1,2,2,48,1,11,14,039,0001,16,4,2,3,9,1
28,035,0001,8,6,10,2017,1,1,1,22,1,98,28,035,0001,8,6,1,1,2,2,20,1,11,28,035,0001,8,6,2,3,9,1
02,004,0001,16,4,8,2017,9,1,1,24,1,7,12,021,0001,6,6,1,1,1,2,26,1,7,07,092,0001,4,3,1,1,1,1
11,033,0001,10,14,3,2017,2,1,1,22,1,11,11,033,0001,10,6,2,2,9,2,23,1,98,11,033,0001,10,6,1,1,2,1
24,037,0001,8,26,6,2017,2,1,1,35,1,98,24,037,0098,1,5,1,1,2,2,35,1,98,24,037,0098,1,5,1,1,2,1
19,029,0001,5,22,4,2017,1,1,1,35,1,98,19,029,0001,5,4,1,1,1,2,23,1,99,19,048,0001,14,5,9,9,9,1
12,007,0001,7,11,2,2017,2,1,1,19,1,6,12,007,0001,7,4,1,1,2,2,18,2,11,33,999,9999,99,6,2,2,9,1
09,013,0001,14,10,6,2017,2,1,1,40,1,2,09,005,0001,16,7,1,1,2,2,33,1,2,09,013,0001,14,7,1,1,2,1
02,004,0001,16,17,2,2017,9,1,1,46,1,8,25,006,0001,15,5,1,1,2,2,61,1,11,10,005,0001,15,5,2,3,9,1
09,015,0001,15,3,11,2017,2,1,1,38,1,98,09,010,0001,15,7,1,1,2,2,39,1,3,09,010,0001,15,7,1,1,2,1
21,099,0001,4,5,1,2017,1,1,1,34,1,6,21,099,7777,4,4,1,1,3,2,31,1,11,21,099,0001,4,4,2,3,9,1
15,033,0001,17,29,5,2017,1,1,1,57,1,8,15,033,0001,17,5,1,1,1,2,53,1,11,15,033,0001,17,5,2,3,9,1
20,413,0001,14,8,9,2017,1,1,1,29,1,2,07,101,9999,99,7,1,1,2,2,29,1,2,05,999,9999,99,7,1,1,2,1
30,087,0001,14,4,7,2017,1,1,1,21,1,98,30,087,0001,14,7,1,1,2,2,22,1,11,30,087,0001,14,6,2,3,9,1
12,036,0001,4,13,1,2017,2,1,1,34,1,6,12,036,7777,1,4,1,1,9,2,18,1,11,12,036,7777,1,4,2,3,9,1
23,003,0286,4,29,11,2017,9,1,1,29,2,7,23,003,9999,99,6,1,1,4,2,30,1,98,31,096,0071,3,5,1,1,2,1
15,106,0001,14,30,3,2017,2,1,1,35,1,98,15,106,0070,5,6,1,1,2,2,30,1,11,15,106,0070,5,6,2,3,9,1
15,031,0001,15,19,5,2017,1,1,1,36,1,7,15,031,0001,15,5,1,1,1,2,46,1,11,15,031,0001,15,5,2,3,9,1
19,039,0001,16,21,2,2017,1,1,1,45,2,98,19,039,0001,16,7,1,1,2,2,37,1,99,19,039,0001,16,9,9,9,9,1
15,095,0001,9,20,10,2017,1,1,1,30,1,98,15,084,0001,5,7,1,1,2,2,25,1,98,15,016,0001,4,7,1,1,2,1
27,002,0158,1,23,1,2017,1,1,1,32,1,98,27,002,0096,4,7,1,1,2,2,29,1,11,27,002,0096,4,7,2,3,9,1
15,018,0001,6,19,1,2017,1,1,1,25,1,7,15,018,0005,4,5,1,1,1,2,28,1,11,15,018,0005,4,5,2,3,9,1
06,007,0001,13,17,11,2017,1,1,1,22,1,4,06,007,0001,13,5,1,1,2,2,20,1,11,06,007,0001,13,6,2,3,9,1
30,038,0001,11,8,12,2017,1,1,1,23,1,98,30,038,0001,11,7,1,1,2,2,22,1,4,30,038,0001,11,7,1,1,4,1
24,058,0001,6,20,9,2017,2,1,1,30,1,8,24,058,0047,2,4,1,1,2,2,24,1,11,24,058,0047,2,5,2,3,9,1
07,072,0001,6,7,4,2017,1,1,1,26,1,2,07,072,0001,6,7,1,1,2,2,22,1,11,07,071,0001,5,7,2,2,9,1
12,038,0057,4,21,4,2017,1,1,1,36,1,2,12,048,0015,1,6,1,1,2,2,35,1,3,12,038,0001,11,5,1,1,2,1
15,070,0001,12,16,6,2017,1,1,1,36,1,98,15,070,0001,12,7,1,1,2,2,24,1,11,15,070,0001,12,5,2,3,9,1
22,014,0001,15,24,11,2017,2,1,1,31,1,98,22,014,0001,15,5,1,1,2,2,32,1,98,22,014,0001,15,5,1,1,2,1
15,061,0001,4,2,2,2017,1,1,1,24,1,98,15,029,0001,13,4,1,1,4,2,24,1,11,15,061,0001,4,5,2,3,9,1
17,011,0001,13,29,9,2017,2,1,1,26,1,2,17,029,0001,10,6,1,1,2,2,27,1,2,17,007,0001,14,7,1,1,2,1
22,016,0001,13,7,2,2017,2,1,1,46,1,7,22,016,0033,5,4,1,1,3,2,46,1,7,22,016,0033,5,6,1,1,1,1
02,002,0001,15,19,5,2017,9,1,1,22,1,98,02,002,0001,15,9,1,1,9,2,20,1,98,02,002,0001,15,9,1,1,9,1
07,101,0001,15,18,2,2017,1,1,1,57,1,2,07,101,0001,15,6,1,1,4,2,47,1,2,07,101,0001,15,7,1,1,2,1
15,058,0001,16,23,11,2017,1,1,1,19,1,98,15,058,0001,16,5,1,1,2,2,18,1,11,15,058,0001,16,5,2,3,9,1
31,068,0001,4,29,7,2017,1,1,1,24,1,9,31,068,9999,99,5,1,1,3,2,23,1,2,31,068,0001,4,7,1,1,2,1
25,006,0001,15,24,4,2017,1,1,1,25,1,2,25,006,0001,15,7,1,1,2,2,24,1,98,25,006,0001,15,6,1,1,2,1
08,019,0001,15,14,2,2017,1,1,1,19,1,98,08,019,0001,15,5,1,1,2,2,21,1,98,08,061,7777,1,5,1,1,2,1
30,039,0001,13,1,6,2017,1,1,1,28,1,98,30,039,0001,13,6,1,1,2,2,26,1,99,30,039,0001,13,6,9,9,9,1
30,039,0001,13,25,2,2017,1,1,1,20,1,98,30,039,0001,13,6,1,1,2,2,18,1,11,30,039,0001,13,6,2,3,9,1
08,017,0001,13,18,8,2017,1,1,1,26,1,2,08,017,0001,13,7,1,1,2,2,25,1,2,08,017,0001,13,7,1,1,2,1
26,036,0001,8,30,10,2017,1,1,1,29,1,4,26,036,0001,8,6,1,1,5,2,28,1,2,26,036,0001,8,7,1,1,4,1
21,090,0001,5,2,12,2017,1,1,1,27,1,7,21,140,0001,12,4,1,1,3,2,24,1,11,21,140,0001,12,4,2,3,9,1
02,002,0001,15,3,3,2017,9,1,1,59,1,98,02,002,9999,99,9,1,1,9,2,58,1,11,02,002,9999,99,9,2,3,9,1
11,020,0001,16,8,8,2017,2,1,1,38,1,7,11,020,0001,16,4,1,1,2,2,26,1,8,11,020,0001,16,4,1,1,2,1
08,017,0001,13,3,4,2017,1,1,1,29,1,98,08,017,0001,13,6,1,1,2,2,30,1,98,08,031,0003,5,5,1,1,2,1
15,057,0001,15,7,4,2017,1,1,1,23,1,98,15,057,0001,15,6,1,1,2,2,23,1,98,15,057,0001,15,6,1,1,2,1
24,013,0001,13,20,1,2017,2,1,1,46,1,98,24,013,0001,13,4,1,1,2,2,42,1,7,24,013,0001,13,6,1,1,2,1
16,049,0001,5,13,7,2017,2,1,1,22,1,98,16,049,0001,5,6,1,1,1,2,32,1,11,16,053,0001,15,5,2,3,9,1
02,002,0001,15,9,2,2017,9,1,1,41,1,98,02,002,0001,15,9,1,1,9,2,32,1,11,02,002,0001,15,9,2,3,9,1
24,028,0001,15,9,3,2017,2,1,1,26,1,7,24,035,0001,14,9,1,1,9,2,28,1,11,24,035,0001,14,9,2,3,9,1
14,039,0001,16,15,11,2017,2,1,1,47,1,2,14,039,0001,16,7,1,1,2,2,39,1,2,14,039,0001,16,7,1,1,2,1
16,108,0001,13,6,1,2017,2,1,1,48,1,98,16,108,0001,13,9,1,1,9,2,43,1,11,16,108,0001,13,9,2,3,9,1
27,013,0088,6,27,1,2017,1,1,1,29,1,7,27,013,0088,6,6,1,1,1,2,30,1,11,27,013,0088,6,6,2,3,9,1
13,051,0141,3,29,12,2017,2,1,1,27,1,98,30,087,0001,14,4,1,1,4,2,29,1,98,13,077,9999,99,5,1,1,6,1
18,017,0001,14,22,4,2017,2,1,1,32,1,2,14,120,0001,16,7,1,1,2,2,31,1,2,18,017,0001,14,7,1,1,2,1
11,020,0001,16,23,3,2017,2,1,1,38,1,98,11,020,0001,16,7,1,1,2,2,24,1,2,11,020,0001,16,7,1,1,2,1
20,067,0001,14,22,9,2017,1,1,1,45,1,4,20,026,0008,1,7,1,1,4,2,23,1,4,20,385,0001,11,5,1,1,4,1
09,016,0001,14,3,10,2017,1,1,1,48,2,2,09,004,0001,13,7,1,1,2,2,47,1,11,09,004,0001,13,7,2,3,9,1
15,014,0001,8,14,10,2017,1,1,1,30,1,2,15,099,0096,2,7,1,1,4,2,27,1,11,15,124,7777,1,6,2,3,9,1
11,015,0001,11,26,5,2017,2,1,1,24,1,5,11,015,0001,11,5,1,1,2,2,20,1,11,11,015,0001,11,6,2,3,9,1
30,077,0001,8,10,2,2017,2,1,1,48,1,2,30,077,0033,1,7,1,1,9,2,45,1,11,30,077,7777,1,9,2,3,9,1
24,013,0001,13,26,12,2017,2,1,1,22,1,98,24,013,7777,1,6,1,1,2,2,22,1,98,24,013,0107,2,6,1,1,2,1
02,002,0001,15,17,6,2017,9,1,1,21,1,98,02,002,0001,15,9,1,1,9,2,21,2,98,33,999,9999,99,9,1,1,9,1
12,001,0001,15,17,8,2017,1,1,1,23,1,98,12,001,0001,15,6,1,1,2,2,20,1,11,12,001,0001,15,5,2,3,9,1
19,026,0001,15,27,9,2017,1,1,1,26,1,99,19,026,0001,15,9,9,9,9,2,25,1,99,19,026,0001,15,9,9,9,9,1
07,013,0001,6,28,2,2017,1,1,1,34,1,6,07,013,0133,1,1,1,1,3,2,35,1,11,07,013,0133,1,1,2,3,9,1
31,076,0001,5,10,11,2017,1,1,1,21,1,98,31,076,7777,1,5,1,1,2,2,22,1,11,31,076,7777,1,6,2,3,9,1
20,039,0001,11,22,12,2017,1,1,1,20,1,6,20,002,0177,1,5,1,1,2,2,19,1,11,20,002,0177,1,5,2,3,9,1
30,039,0001,13,7,1,2017,2,1,1,38,1,98,30,039,0021,8,6,1,1,2,2,26,1,98,30,039,0001,13,7,1,1,2,1
15,081,0001,7,30,9,2017,1,1,1,23,1,98,15,081,0001,7,5,1,1,2,2,22,1,11,15,081,0001,7,5,2,3,9,1
11,027,0081,1,20,2,2017,2,1,1,44,1,98,11,027,7777,1,1,1,1,2,2,42,1,4,11,042,0001,11,5,1,1,4,1
25,001,0156,4,7,4,2017,1,1,1,19,1,98,25,001,0186,1,7,1,1,2,2,19,1,11,25,001,0356,4,7,2,2,9,1
14,044,0001,5,24,7,2017,1,1,1,20,1,7,14,044,0054,1,6,1,1,1,2,20,1,7,14,044,0054,1,6,1,1,1,1
07,065,0001,10,28,12,2017,1,1,1,26,1,2,07,065,0001,10,7,1,1,9,2,23,1,11,07,077,0082,2,5,2,3,9,1
31,050,0001,15,10,3,2017,1,1,1,19,1,99,31,050,0001,15,9,9,9,9,2,19,1,99,31,050,0001,15,9,9,9,9,1
31,092,0001,4,27,10,2017,9,1,1,22,1,98,31,102,0001,10,6,1,1,2,2,20,1,11,31,092,0001,4,6,2,3,9,1
05,022,0001,8,11,12,2017,1,1,1,57,1,98,05,022,0001,8,6,1,1,2,2,34,1,98,05,022,0001,8,7,1,1,2,1
12,062,0001,4,16,2,2017,1,1,1,34,1,6,12,062,0001,4,4,1,1,3,2,34,1,11,12,062,0001,4,3,2,3,9,1
20,469,0001,5,15,2,2017,1,1,1,29,1,6,20,039,0001,11,7,1,1,3,2,18,1,11,20,286,0001,2,4,2,3,9,1
20,042,0001,4,23,2,2017,1,1,1,26,1,98,20,042,0001,4,4,1,1,2,2,34,1,11,20,042,0001,4,5,2,3,9,1
19,039,0001,16,17,8,2017,1,1,1,22,1,98,19,021,0001,14,4,1,1,1,2,23,1,11,19,021,0001,14,5,2,3,9,1
30,061,0001,10,2,10,2017,1,1,1,34,1,98,30,061,0001,10,9,1,1,9,2,34,1,98,30,061,0001,10,9,1,1,9,1
12,055,0002,5,19,8,2017,2,1,1,37,1,7,12,055,0006,2,5,1,1,1,2,31,1,11,12,055,0014,1,5,2,3,9,1
06,007,0001,13,27,2,2017,1,1,1,26,1,98,06,007,0001,13,7,1,1,2,2,27,1,98,10,007,0001,14,7,1,1,2,1
24,053,0001,5,17,8,2017,1,1,1,46,1,7,24,053,7777,1,4,1,1,4,2,41,1,11,24,053,7777,1,8,2,3,9,1
17,011,0001,13,21,4,2017,2,1,1,51,1,4,12,034,0001,7,5,1,1,4,2,36,1,98,17,029,0024,6,5,1,1,2,1
20,401,0001,14,20,1,2017,1,1,1,36,1,6,20,072,0001,4,5,1,1,3,2,31,1,2,20,401,0001,2,7,1,1,2,1
01,001,0001,15,12,5,2017,1,1,1,21,1,8,01,001,0001,15,5,1,1,1,2,18,1,11,01,001,0001,15,5,2,3,9,1
02,004,0001,16,30,1,2017,9,1,1,38,1,4,25,006,0001,15,7,1,1,2,2,28,2,99,33,999,9999,99,7,9,9,9,1
26,043,0001,13,18,7,2017,1,1,1,29,1,98,26,043,0001,13,5,1,1,2,2,24,1,98,26,043,0001,13,5,1,1,2,1
15,113,0001,5,17,5,2017,1,1,1,25,1,9,15,113,0028,4,4,1,1,3,2,25,1,11,15,113,0028,4,5,2,3,9,1
15,037,0001,5,29,6,2017,2,1,1,25,1,2,15,037,0001,5,7,1,1,2,2,25,1,11,33,999,9999,99,7,2,3,9,1
08,037,0633,2,6,11,2017,2,1,1,19,1,98,01,005,9999,99,5,1,1,2,2,18,1,98,08,037,0001,16,4,1,1,2,1
