ENT_REGIS,MUN_REGIS,LOC_REGIS,TAM_LOC_RE,DIA_REGIS,MES_REGIS,ANIO_REGIS,REGIMEN_MA,GENERO,SEXO_CON1,EDAD_CON1,NACI_CON1,OCUP_CON1,ENTRH_CON1,MUNRH_CON1,LOCRH_CON1,TLORH_CON1,ESCOL_CON1,CONACTCON1,SITLABCON1,POSTRACON1,SEXO_CON2,EDAD_CON2,NACI_CON2,OCUP_CON2,ENTRH_CON2,MUNRH_CON2,LOCRH_CON2,TLORH_CON2,ESCOL_CON2,CONACTCON2,SITLABCON2,POSTRACON2,TIPO_CON
02,002,0001,15,18,5,2017,9,1,1,33,1,6,02,002,9999,99,9,1,1,9,2,18,2,98,33,999,9999,99,9,1,1,9,1
11,033,0085,1,27,5,2017,2,1,1,26,1,7,11,014,0193,1,5,1,1,1,2,22,1,11,11,033,0085,1,7,2,2,9,1
17,012,0001,7,31,3,2017,2,1,1,41,1,98,15,106,0001,14,7,1,1,2,2,33,1,4,09,007,0001,17,7,1,1,2,1
28,032,0001,15,17,1,2017,1,1,1,39,1,98,28,032,0001,15,5,1,1,2,2,28,1,11,28,032,0001,15,5,2,3,9,1
15,033,0001,17,13,6,2017,2,1,1,19,1,98,15,033,0001,17,6,1,1,2,2,19,1,98,09,015,0001,15,6,1,1,2,1
24,032,0250,1,2,9,2017,2,1,1,32,1,9,24,032,7777,1,4,1,1,3,2,30,1,11,24,032,7777,1,4,2,3,9,1
23,008,0001,13,10,5,2017,9,1,1,27,2,2,35,999,9999,99,7,1,1,2,2,27,2,98,35,999,9999,99,7,1,1,2,1
22,014,0001,15,27,1,2017,2,1,1,33,1,98,22,014,0001,15,6,1,1,2,2,31,1,11,22,014,0001,15,6,2,3,9,1
24,035,0001,14,27,7,2017,2,1,1,71,1,11,24,035,0001,14,4,2,4,9,2,59,1,11,24,035,0001,14,6,2,3,9,1
09,014,0001,14,3,5,2017,1,1,1,37,1,2,09,014,0001,14,7,1,1,2,2,27,1,2,09,014,0001,14,7,1,1,2,1
31,075,0001,5,22,9,2017,2,1,1,26,1,98,23,004,0001,13,7,1,1,2,2,25,1,98,31,024,0001,4,7,1,1,2,1
19,025,0001,5,8,6,2017,1,1,1,21,1,98,19,012,0001,7,6,1,1,2,2,20,1,98,19,012,0001,7,5,1,1,2,1
14,028,0001,2,19,1,2017,1,1,1,19,1,4,14,028,0001,2,6,1,1,4,2,23,2,98,33,999,9999,99,6,1,1,2,1
07,037,0001,5,11,8,2017,1,1,1,29,1,2,07,089,0001,13,7,1,1,2,2,23,1,2,07,037,0001,5,7,1,1,2,1
24,011,0002,1,22,10,2017,2,1,1,32,1,9,24,011,7777,1,5,1,1,3,2,21,1,11,24,011,7777,1,6,2,3,9,1
18,018,0001,8,14,2,2017,1,1,1,36,1,4,18,018,0001,8,5,1,1,5,2,54,1,11,18,018,0001,8,5,2,3,9,1
21,174,0001,11,24,2,2017,1,1,1,26,1,8,21,174,0001,11,7,1,1,2,2,19,1,11,21,174,0056,1,7,2,2,9,1
05,031,0001,8,24,6,2017,2,1,1,36,1,98,05,031,0001,8,6,1,1,2,2,39,1,2,05,018,0001,13,7,1,1,2,1
26,042,0586,1,18,9,2017,1,1,1,27,1,2,26,042,0001,13,7,1,1,2,2,27,1,98,26,042,0001,13,7,1,1,2,1
09,005,0001,16,20,10,2017,1,1,1,53,1,5,09,005,0001,16,5,1,1,2,2,54,1,11,09,005,0001,16,5,2,3,9,1
16,058,0001,6,8,12,2017,2,1,1,50,1,9,16,102,0001,14,9,1,1,3,2,47,1,11,16,102,0001,14,9,2,3,9,1
15,106,0001,14,9,12,2017,2,1,1,37,1,98,15,106,0093,1,6,1,1,2,2,35,1,2,15,106,0093,1,7,1,1,2,1
32,055,0001,6,4,5,2017,1,1,1,31,1,7,32,055,7777,1,5,1,1,1,2,23,1,98,32,055,0007,1,6,1,1,2,1
25,011,0001,11,14,7,2017,1,1,1,73,1,4,25,011,0364,4,4,1,1,4,2,45,1,11,25,011,0364,4,4,2,3,9,1
15,013,0001,14,25,3,2017,1,1,1,26,1,98,15,013,0001,14,4,1,1,2,2,23,1,11,15,013,0001,14,4,2,3,9,1
19,039,0001,16,25,2,2017,1,1,1,34,1,99,19,039,0001,16,9,9,9,9,2,32,1,99,19,039,0001,16,9,9,9,9,1
26,027,0045,5,28,11,2017,2,1,1,40,1,7,26,002,0001,12,5,1,1,4,2,38,1,11,26,002,0001,12,4,2,3,9,1
03,008,0054,11,27,2,2017,1,1,1,28,1,98,03,008,0001,11,6,1,1,2,2,23,1,11,03,008,0001,11,6,2,3,9,1
30,044,0001,13,13,5,2017,1,1,1,28,1,98,30,044,0001,13,7,1,1,2,2,25,1,2,30,044,0001,13,7,1,1,9,1
14,039,0001,16,24,2,2017,1,1,1,26,1,98,14,039,0001,16,6,1,1,2,2,24,1,98,14,039,0001,16,7,1,1,2,1
29,016,0001,5,30,6,2017,1,1,1,19,1,98,21,114,0001,16,5,1,1,2,2,18,1,11,29,016,0001,5,6,2,2,9,1
15,033,0001,17,11,5,2017,1,1,1,43,1,98,15,033,0001,17,5,1,1,2,2,42,1,98,15,033,0001,17,6,1,1,2,1
06,005,0001,5,13,2,2017,1,1,1,28,1,4,06,002,0001,13,7,1,1,4,2,21,1,11,06,009,0001,12,6,2,3,9,1
24,012,0001,4,11,5,2017,2,1,1,52,1,9,24,054,7777,1,4,1,1,3,2,48,1,11,24,040,7777,1,4,2,3,9,1
05,003,0001,8,29,7,2017,1,1,1,30,1,7,05,003,0001,8,9,1,1,9,2,24,1,11,05,003,0001,8,9,2,3,9,1
07,007,0001,4,19,4,2017,1,1,1,20,1,6,07,007,0001,4,4,1,1,3,2,21,1,7,07,007,0001,4,4,1,1,1,1
20,134,0001,5,8,9,2017,1,1,1,22,1,9,20,041,0014,1,5,1,1,3,2,21,1,11,20,041,0014,1,5,2,3,9,1
14,098,0001,15,27,1,2017,1,1,1,36,1,7,14,098,0001,15,5,1,1,4,2,35,1,11,14,098,0001,15,4,2,3,9,1
15,033,0001,17,15,7,2017,1,1,1,28,1,2,15,033,0001,17,7,1,1,2,2,27,1,2,15,033,0001,17,7,1,1,2,1
27,002,0022,5,18,8,2017,1,1,1,74,1,6,27,002,7777,1,3,1,1,3,2,60,1,11,27,002,0060,1,3,2,3,9,1
15,076,0001,11,22,4,2017,1,1,1,19,1,7,15,106,0049,4,5,1,1,1,2,24,1,7,15,076,0001,11,5,1,1,1,1
14,039,0001,16,26,5,2017,1,1,1,29,1,2,14,039,0001,16,7,1,1,2,2,27,1,2,14,101,0001,14,7,1,1,2,1
11,037,0001,11,1,9,2017,2,1,1,25,1,98,11,037,0001,11,5,1,1,2,2,24,1,11,11,037,0001,11,5,2,3,9,1
14,120,0001,16,12,9,2017,2,1,1,27,1,2,14,120,0001,16,7,1,1,2,2,24,1,3,14,120,0001,16,6,1,1,2,1
31,050,0001,15,24,11,2017,2,1,1,38,1,98,31,050,0001,15,6,1,1,2,2,45,1,98,31,050,0001,15,6,1,1,2,1
12,046,0016,4,22,4,2017,1,1,1,21,1,98,12,046,0016,4,5,1,1,2,2,19,1,11,12,071,0001,4,6,2,3,9,1
14,039,0001,16,24,5,2017,1,1,1,22,1,5,14,120,0001,16,5,1,1,2,2,20,1,11,14,120,0001,16,5,2,3,9,1
07,078,0001,13,22,12,2017,1,1,1,29,1,2,07,101,0001,15,7,1,1,2,2,26,1,2,21,114,0001,16,7,1,1,4,1
20,324,0001,14,5,12,2017,1,1,1,26,1,98,20,057,0275,1,6,1,1,2,2,23,1,98,20,057,0275,1,7,1,1,2,1
02,005,0001,11,21,4,2017,9,1,1,37,1,8,03,001,0001,10,7,1,1,2,2,35,1,2,14,015,0001,10,7,1,1,2,1
30,104,0001,5,29,3,2017,1,1,1,29,1,6,30,104,0008,4,4,1,1,3,2,27,1,11,30,104,0008,4,4,2,3,9,1
14,120,0001,16,4,8,2017,2,1,1,39,1,4,14,120,0001,16,7,1,1,5,2,33,1,4,14,120,0001,16,7,1,1,5,1
09,012,0001,15,20,9,2017,1,1,1,60,1,11,09,012,0001,15,5,2,4,9,2,53,1,11,09,012,0001,15,5,2,3,9,1
14,020,0121,1,3,8,2017,1,1,1,19,1,6,14,020,0037,1,6,1,1,2,2,19,1,11,14,020,0037,1,5,2,3,9,1
15,057,0001,15,25,11,2017,2,1,1,30,1,1,15,037,0001,5,7,1,1,9,2,30,1,2,15,037,0001,5,7,1,1,2,1
25,001,0001,14,4,5,2017,1,1,1,25,1,98,25,001,0001,14,7,1,1,2,2,25,1,98,25,001,0001,14,6,1,1,2,1
12,001,0109,2,6,10,2017,1,1,1,30,1,98,12,001,0001,15,5,1,1,2,2,23,1,11,12,001,0001,15,6,2,3,9,1
09,013,0001,14,22,3,2017,1,1,1,28,1,8,09,013,0001,14,5,1,1,2,2,19,1,11,09,013,0001,14,5,2,3,9,1
07,019,0001,12,25,2,2017,1,1,1,37,1,98,07,019,0001,12,5,1,1,2,2,28,1,11,07,019,0001,12,4,2,3,9,1
19,039,0001,16,17,1,2017,1,1,1,28,1,98,19,046,0001,14,6,1,1,2,2,23,1,98,19,026,0001,15,5,1,1,2,1
14,066,0001,6,9,2,2017,1,1,1,31,1,5,14,066,0001,6,5,1,1,2,2,21,2,11,14,066,0001,6,5,2,3,9,1
16,043,0001,11,27,10,2017,1,1,1,25,2,4,16,043,0001,11,9,1,1,9,2,20,1,99,16,043,0001,11,9,9,9,9,1
20,467,0001,6,15,2,2017,1,1,1,25,1,6,20,367,0001,4,5,1,1,3,2,22,1,11,20,367,0001,4,5,2,3,9,1
25,012,0001,14,17,3,2017,1,1,1,24,1,5,25,012,0001,14,6,1,1,2,2,30,1,98,25,012,0001,14,7,1,1,2,1
11,002,0017,3,31,3,2017,2,1,1,41,1,9,11,002,0086,1,4,1,1,3,2,37,1,11,11,002,0086,1,4,2,3,9,1
02,004,0001,16,29,6,2017,9,1,1,24,1,98,02,004,0001,16,4,1,1,2,2,25,1,2,02,004,0001,16,5,1,1,9,1
30,087,0001,14,3,2,2017,2,1,1,25,1,4,30,087,0001,14,2,1,1,2,2,18,1,11,30,087,0001,14,3,2,3,9,1
30,161,0001,6,30,3,2017,1,1,1,28,1,9,30,161,7777,1,5,1,1,3,2,28,1,11,30,161,7777,1,5,2,3,9,1
07,012,0001,8,7,4,2017,1,1,1,19,1,98,07,061,0818,2,6,1,1,2,2,18,1,11,07,061,7777,1,5,2,3,9,1
16,066,0001,11,17,11,2017,1,1,1,32,1,3,16,066,0001,11,6,1,1,9,2,26,1,11,11,002,0001,11,7,2,2,9,1
16,024,0001,6,3,1,2017,2,1,1,19,1,11,16,024,0001,6,9,2,2,9,2,19,1,11,16,024,0001,6,9,2,2,9,1
28,041,0001,14,21,1,2017,1,1,1,32,1,98,28,041,0001,14,7,1,1,2,2,30,1,98,28,041,0001,14,6,1,1,2,1
09,014,0001,14,2,8,2017,2,1,1,52,1,98,09,014,0001,14,6,1,1,2,2,49,1,98,09,007,0001,17,6,1,1,2,1
31,038,0001,8,13,10,2017,2,1,1,23,1,98,31,050,0001,15,6,1,1,2,2,28,1,98,31,038,0001,8,6,1,1,2,1
09,005,0001,16,3,3,2017,2,1,1,28,1,4,09,005,0001,16,6,1,1,2,2,28,1,4,09,005,0001,16,6,1,1,2,1
09,008,0001,13,8,12,2017,2,1,1,55,1,3,09,005,0001,16,6,1,1,2,2,52,1,3,09,008,0001,13,6,1,1,2,1
02,002,0001,15,10,6,2017,9,1,1,30,1,2,02,001,0001,14,7,1,1,9,2,29,1,2,02,002,0001,15,7,1,1,9,1
14,120,0001,16,21,10,2017,2,1,1,41,1,4,15,054,0001,8,7,1,1,2,2,30,1,2,14,120,0001,16,7,1,1,2,1
07,099,0001,5,24,11,2017,1,1,1,33,1,2,20,067,0001,14,9,1,1,4,2,20,1,11,07,099,7777,1,4,2,3,9,1
24,011,0001,9,10,11,2017,2,1,1,21,1,9,24,011,0001,9,6,1,1,3,2,20,1,11,24,011,0001,9,5,2,3,9,1
10,012,0050,2,12,2,2017,1,1,1,24,1,98,10,012,0050,2,5,1,1,2,2,22,1,11,10,012,0050,2,6,2,3,9,1
11,020,0001,16,24,4,2017,2,1,1,25,1,98,11,020,0001,16,9,1,1,9,2,27,1,11,11,020,0001,16,9,2,3,9,1
30,009,0221,1,30,5,2017,1,1,1,24,1,6,30,009,0037,4,4,1,1,3,2,20,1,11,30,009,0037,4,6,2,3,9,1
20,177,0001,4,24,10,2017,1,1,1,22,1,6,20,021,0005,1,6,1,1,3,2,20,1,11,20,057,0275,1,5,2,3,9,1
15,110,0012,5,19,10,2017,1,1,1,22,1,3,15,110,0045,1,5,1,1,2,2,18,1,11,15,110,7777,1,5,2,3,9,1
14,101,0001,14,27,11,2017,1,1,1,30,1,98,14,101,0001,14,4,1,1,2,2,25,1,11,14,101,0001,14,5,2,3,9,1
15,039,0001,14,27,2,2017,1,1,1,23,1,98,15,039,0001,14,9,1,1,2,2,22,1,11,15,039,0001,14,9,2,3,9,1
09,016,0001,14,3,3,2017,1,1,1,29,1,2,09,006,0001,14,7,1,1,2,2,29,1,11,09,006,0001,14,6,2,3,9,1
27,002,0022,5,27,3,2017,1,1,1,22,1,7,27,002,0029,4,8,1,1,4,2,19,1,11,27,002,0029,4,8,2,3,9,1
17,018,0001,12,27,1,2017,1,1,1,49,1,98,12,001,0001,15,5,1,1,2,2,46,1,11,12,001,0001,15,5,2,3,9,1
30,143,0001,7,19,12,2017,1,1,1,23,1,7,30,143,7777,1,6,1,1,1,2,25,1,98,30,141,0001,11,6,1,1,6,1
09,003,0001,15,2,2,2017,2,1,1,25,1,98,09,007,0001,17,6,1,1,2,2,25,1,2,09,007,0001,17,7,1,1,2,1
28,041,0001,14,21,10,2017,1,1,1,25,1,98,24,038,0018,1,7,1,1,2,2,34,1,98,28,041,0001,14,7,1,1,2,1
05,031,0001,8,29,4,2017,1,1,1,32,1,7,05,031,7777,1,5,1,1,1,2,30,1,11,05,031,7777,1,5,2,3,9,1
14,098,0001,15,9,6,2017,1,1,1,23,1,98,14,098,0001,15,6,1,1,2,2,21,1,11,14,098,0001,15,6,2,2,9,1
09,007,0001,17,6,3,2017,1,1,1,38,1,98,09,007,0001,17,6,1,1,2,2,42,1,11,09,007,0001,17,6,2,3,9,1
21,114,0001,16,9,11,2017,1,1,1,37,1,4,21,114,0001,16,7,1,1,4,2,30,1,98,21,114,0001,16,7,1,1,2,1
07,102,0001,5,29,12,2017,2,1,1,35,1,98,07,102,0013,4,5,1,1,2,2,20,1,11,07,102,0012,4,5,2,3,9,1
25,006,0001,15,29,12,2017,2,1,1,33,1,9,25,006,0001,15,4,1,1,2,2,26,1,9,25,006,0001,15,7,1,1,3,1
19,021,0001,14,18,2,2017,1,1,1,22,1,98,19,021,0001,14,5,1,1,1,2,21,1,98,19,026,0001,15,5,1,1,2,1
13,025,0001,4,27,12,2017,2,1,1,38,1,9,13,025,7777,1,5,1,1,3,2,37,1,11,13,025,7777,1,5,2,3,9,1
21,072,0001,2,22,11,2017,1,1,1,32,1,6,21,072,0001,2,7,1,1,3,2,32,1,11,21,072,0001,2,6,2,3,9,1
07,037,0001,5,20,12,2017,1,1,1,39,1,98,07,037,0001,5,7,1,1,2,2,23,1,11,07,037,7777,1,6,2,2,9,1
30,039,0001,13,14,2,2017,1,1,1,55,1,98,30,039,0001,13,9,1,1,9,2,35,1,11,30,039,0001,13,9,2,3,9,1
27,016,0001,8,15,11,2017,1,1,1,25,1,98,27,016,0017,4,6,1,1,2,2,19,1,11,27,016,0001,8,6,2,2,9,1
08,035,0012,1,14,1,2017,2,1,1,25,1,6,08,050,0001,11,6,1,1,9,2,18,1,11,08,035,0001,4,5,2,3,9,1
20,438,0001,1,22,2,2017,1,1,1,37,1,6,20,330,0001,2,4,1,1,3,2,30,1,11,20,330,0001,2,4,2,3,9,1
30,109,0001,8,3,2,2017,1,1,1,55,1,6,30,109,0037,1,5,1,1,3,2,47,1,11,30,109,7777,1,4,2,3,9,1
30,160,0001,8,9,2,2017,1,1,1,51,1,6,30,160,9999,99,5,1,1,3,2,49,1,11,30,160,9999,99,4,2,3,9,1
20,413,0001,14,2,5,2017,1,1,1,37,1,2,35,999,9999,99,7,1,1,5,2,33,2,98,35,999,9999,99,7,1,1,2,1
14,120,0001,16,31,1,2017,2,1,1,36,1,2,14,120,0001,16,7,1,1,2,2,27,1,2,14,120,0001,16,7,1,1,2,1
14,039,0001,16,19,11,2017,2,1,1,30,1,2,14,039,0001,16,7,1,1,2,2,30,1,2,14,039,0001,16,7,1,1,2,1
29,031,0001,7,11,3,2017,2,1,1,30,1,98,29,005,0010,5,6,1,1,2,2,30,1,98,29,005,0001,10,6,1,1,2,1
11,020,0001,16,18,8,2017,2,1,1,33,1,98,11,020,0001,16,7,1,1,2,2,29,1,2,11,020,0001,16,7,1,1,2,1
14,098,0014,8,9,6,2017,2,1,1,24,1,1,14,098,0001,15,7,1,1,2,2,27,1,1,14,098,0001,15,7,1,1,2,1
14,093,0058,6,3,5,2017,1,1,1,23,1,7,14,093,0058,6,4,1,1,2,2,20,1,5,14,093,0058,6,6,1,1,2,1
24,028,0252,4,26,8,2017,2,1,1,26,1,2,24,028,0001,15,7,1,1,4,2,23,1,2,24,028,0001,15,7,1,1,4,1
15,033,0001,17,29,12,2017,2,1,1,31,1,98,15,033,0001,17,9,1,1,2,2,28,1,98,15,033,0001,17,9,1,1,2,1
14,008,0001,11,6,1,2017,2,1,1,27,1,98,14,008,0001,11,5,1,1,2,2,29,1,2,14,008,0001,11,7,1,1,2,1
05,027,0001,11,9,2,2017,1,1,1,45,1,8,05,027,9999,99,5,1,1,1,2,38,1,11,05,027,9999,99,5,2,3,9,1
15,058,0001,16,6,7,2017,1,1,1,32,1,98,15,031,0001,15,5,1,1,2,2,22,1,11,15,031,0001,15,5,2,3,9,1
16,028,0001,4,11,7,2017,2,1,1,46,1,98,16,028,0001,4,5,1,1,1,2,34,1,11,16,028,0001,4,5,2,3,9,1
15,118,0001,11,15,7,2017,1,1,1,25,1,98,17,029,0013,5,7,1,1,2,2,32,1,11,15,118,0058,6,7,2,3,9,1
25,001,0227,5,4,10,2017,1,1,1,23,1,2,25,001,0227,5,7,1,1,2,2,25,1,2,25,001,0227,5,7,1,1,2,1
15,121,0001,14,19,4,2017,1,1,1,23,1,98,15,121,0001,14,7,1,1,2,2,20,1,11,15,121,0001,14,6,2,2,9,1
04,003,3217,2,4,8,2017,1,1,1,32,1,98,23,008,0001,13,6,1,1,2,2,23,1,11,04,003,3217,2,6,2,3,9,1
07,061,0001,9,17,2,2017,1,1,1,23,1,98,07,061,0063,1,6,1,1,2,2,21,1,11,07,061,0001,9,3,2,3,9,1
07,003,0001,5,28,2,2017,1,1,1,63,1,6,07,003,0005,2,6,1,1,3,2,63,1,11,07,003,0005,2,7,2,3,9,1
12,033,0001,5,26,2,2017,1,1,1,18,1,8,12,033,0001,5,5,1,1,2,2,22,1,11,12,066,0001,10,6,2,2,9,1
15,033,0001,17,4,3,2017,1,1,1,24,1,98,15,033,0001,17,6,1,1,2,2,28,1,98,15,033,0001,17,6,1,1,2,1
17,007,0001,14,19,6,2017,1,1,1,29,1,98,17,007,0001,14,6,1,1,2,2,37,1,98,15,106,0001,14,6,1,1,1,1
32,034,0001,7,19,5,2017,1,1,1,31,1,7,32,034,0001,7,5,1,1,1,2,21,1,11,32,034,0001,7,5,2,3,9,1
30,044,0001,13,25,1,2017,1,1,1,59,1,8,30,044,0001,13,5,1,1,2,2,56,1,11,30,044,0001,13,4,2,3,9,1
31,050,0001,15,19,6,2017,2,1,1,51,1,4,31,050,0001,15,9,1,1,9,2,42,1,1,31,050,0001,15,9,1,1,9,1
14,120,0001,16,14,10,2017,2,1,1,26,1,2,14,120,0001,16,7,1,1,5,2,27,1,2,14,039,0001,16,7,1,1,2,1
09,007,0001,17,6,10,2017,2,1,1,19,1,2,09,007,0001,17,7,1,1,2,2,35,1,2,09,007,0001,17,7,1,1,2,1
22,014,0001,15,10,6,2017,2,1,1,72,1,11,22,014,0001,15,7,2,4,9,2,48,1,11,22,014,0001,15,6,2,3,9,1
16,107,0001,11,3,3,2017,2,1,1,35,1,2,16,107,0001,11,7,1,1,9,2,34,1,2,16,107,0001,11,7,1,1,9,1
19,046,0001,14,28,12,2017,1,1,1,54,1,98,19,046,9999,99,9,1,1,2,2,47,1,98,19,046,9999,99,9,1,1,2,1
23,001,0001,12,14,2,2017,9,1,1,24,1,7,30,100,0050,3,6,1,1,2,2,22,1,3,23,001,0001,12,6,1,1,2,1
28,032,0001,15,25,8,2017,1,1,1,37,2,99,28,032,0212,1,9,9,9,9,2,34,2,99,28,032,0212,1,9,9,9,9,1
28,032,0001,15,28,4,2017,1,1,1,28,2,98,28,032,0001,15,7,1,1,2,2,26,2,98,28,032,0001,15,7,1,1,3,1
15,003,0001,2,29,12,2017,1,1,1,26,1,8,15,003,0078,1,5,1,1,2,2,30,1,7,15,003,7777,1,5,1,1,1,1
17,007,0001,14,7,4,2017,1,1,1,32,1,98,17,007,0001,14,9,1,1,9,2,27,1,98,17,007,0001,14,9,1,1,9,1
16,053,0001,15,29,9,2017,2,1,1,28,1,4,16,053,0001,15,4,1,1,5,2,19,1,4,16,053,0001,15,5,1,1,5,1
29,023,0016,4,24,6,2017,2,1,1,34,1,98,21,114,0001,16,7,1,1,2,2,32,1,98,21,085,0001,10,7,1,1,2,1
21,019,0001,12,16,11,2017,2,1,1,45,1,1,21,114,0001,16,7,1,1,5,2,35,1,2,21,114,0001,16,7,1,1,5,1
21,114,0218,6,4,2,2017,1,1,1,20,1,98,21,114,0001,16,7,1,1,2,2,19,1,11,21,114,0001,16,6,2,2,9,1
12,059,0026,2,22,12,2017,1,1,1,18,1,98,12,059,0026,2,9,1,1,2,2,18,1,11,12,059,0026,2,9,2,2,9,1
10,005,0150,3,11,4,2017,1,1,1,37,1,6,10,020,0001,4,6,1,1,5,2,24,1,2,10,005,0001,15,7,1,1,2,1
12,046,0001,8,1,6,2017,1,1,1,21,1,11,12,046,0001,8,5,2,6,9,2,18,1,11,12,046,0001,8,5,2,6,9,1
31,096,0001,10,25,5,2017,1,1,1,24,1,98,31,096,0069,2,6,1,1,2,2,30,1,98,31,096,0069,2,5,1,1,2,1
15,074,0108,3,24,11,2017,2,1,1,25,1,7,15,074,0045,4,5,1,1,3,2,26,1,11,15,074,0045,4,4,2,3,9,1
16,061,0001,4,17,11,2017,2,1,1,32,1,9,09,003,0001,15,5,1,1,3,2,23,1,98,16,061,0019,2,4,1,1,1,1
15,033,0001,17,9,2,2017,1,1,1,27,1,98,15,109,0001,8,5,1,1,2,2,25,1,11,15,033,0001,17,6,2,3,9,1
05,030,0001,15,1,7,2017,1,1,1,42,1,8,05,030,0001,15,5,1,1,1,2,41,1,8,05,030,0001,15,5,1,1,1,1
30,134,0001,1,15,2,2017,1,1,1,60,1,11,30,134,0101,1,6,2,4,9,2,54,1,11,30,134,7777,1,6,2,3,9,1
27,008,0016,5,27,1,2017,1,1,1,20,1,98,27,008,0016,5,6,1,1,2,2,19,1,11,07,062,0040,1,6,2,3,9,1
26,029,0325,5,24,2,2017,1,1,1,26,1,98,26,029,0143,1,5,1,1,2,2,26,1,11,26,029,7777,1,6,2,3,9,1
20,525,0001,14,17,2,2017,1,1,1,40,1,4,20,525,0001,5,7,1,1,5,2,34,1,5,20,525,0001,5,5,1,1,4,1
19,012,0001,7,18,9,2017,1,1,1,37,1,98,19,012,0001,7,6,1,1,2,2,20,1,98,19,012,0001,7,5,1,1,4,1
14,039,0001,16,15,12,2017,2,1,1,29,1,3,14,039,0001,16,7,1,1,2,2,29,1,3,14,039,0001,16,7,1,1,2,1
14,103,0001,4,22,6,2017,1,1,1,24,1,11,06,005,0001,5,6,2,2,9,2,23,1,2,14,103,0001,4,7,1,1,9,1
07,059,0431,5,28,2,2017,1,1,1,46,1,6,07,059,0431,5,3,1,1,3,2,34,1,11,07,059,0431,5,2,2,3,9,1
13,076,0001,8,9,3,2017,2,1,1,61,1,7,13,076,0011,4,4,1,1,1,2,57,1,11,13,076,0011,4,4,2,3,9,1
13,029,0001,5,10,11,2017,2,1,1,26,1,7,13,029,0001,5,5,1,1,1,2,25,1,7,13,029,7777,2,5,1,1,1,1
15,091,0001,11,9,8,2017,1,1,1,41,1,2,15,091,0010,5,7,1,1,2,2,49,1,2,15,024,0001,13,7,1,1,2,1
11,020,0001,16,11,9,2017,2,1,1,20,1,98,11,020,0001,16,9,1,1,9,2,20,1,98,11,020,0001,16,9,1,1,9,1
29,044,0001,9,17,5,2017,1,1,1,76,1,99,29,054,0001,5,4,9,9,9,2,37,1,11,29,044,0001,9,4,2,3,9,1
20,401,0001,14,9,2,2017,1,1,1,20,1,98,20,401,0001,2,6,1,1,2,2,20,1,98,20,401,0001,2,6,1,1,2,1
15,037,0001,5,12,7,2017,1,1,1,51,1,7,15,037,0001,5,4,1,1,1,2,46,1,7,09,010,0001,15,4,1,1,1,1
11,020,0001,16,28,8,2017,2,1,1,21,1,98,11,020,0001,16,9,1,1,9,2,19,1,11,11,020,0001,16,9,2,3,9,1
11,042,0001,11,21,1,2017,2,1,1,29,1,8,11,042,0001,11,5,1,1,2,2,19,1,11,11,042,0001,11,6,2,2,9,1
11,007,0001,14,3,11,2017,2,1,1,19,1,7,11,007,0001,14,9,1,1,1,2,22,1,7,11,007,0001,14,9,1,1,1,1
09,010,0001,15,14,3,2017,1,1,1,33,1,98,09,010,0001,15,6,1,1,2,2,36,1,98,09,010,0001,15,6,1,1,2,1
15,013,0001,14,27,5,2017,2,1,1,34,1,2,15,013,0001,14,7,1,1,2,2,27,1,98,09,015,0001,15,6,1,1,2,1
27,007,0001,8,22,5,2017,1,1,1,19,1,98,27,007,0001,8,5,1,1,2,2,19,1,11,27,007,7777,1,6,2,3,9,1
10,005,0001,15,31,8,2017,2,1,1,52,1,98,10,005,0001,15,6,1,1,2,2,53,1,11,10,005,0001,15,6,2,3,9,1
09,014,0001,14,17,11,2017,2,1,1,36,1,2,09,017,0001,14,7,1,1,4,2,36,1,2,09,006,0001,14,7,1,1,4,1
20,417,0001,2,29,3,2017,1,1,1,37,1,6,20,417,0001,2,5,1,1,3,2,23,1,11,20,009,0001,4,4,2,3,9,1
16,076,0001,11,14,12,2017,2,1,1,37,2,98,33,999,9999,99,6,1,1,1,2,29,1,2,16,076,0001,11,7,1,1,5,1
11,007,0001,14,16,12,2017,2,1,1,52,1,98,11,007,0001,14,9,1,1,9,2,43,1,98,11,007,0001,14,9,1,1,9,1
15,033,0001,17,8,9,2017,2,1,1,23,1,8,15,033,0001,17,6,1,1,2,2,33,1,11,15,033,0001,17,5,2,3,9,1
30,160,0001,8,20,2,2017,1,1,1,25,1,6,30,160,0045,2,6,1,1,3,2,23,1,11,30,160,7777,1,4,2,3,9,1
19,006,0001,14,4,11,2017,1,1,1,23,1,98,19,006,0001,14,6,1,1,2,2,24,1,98,19,006,0001,14,6,1,1,2,1
30,003,0001,11,27,1,2017,1,1,1,58,1,6,30,003,0032,1,4,1,1,4,2,72,1,11,30,003,0032,1,4,2,3,9,1
19,006,0001,14,21,9,2017,1,1,1,29,1,99,19,026,0001,15,9,9,9,9,2,22,1,99,19,031,0001,13,9,9,9,9,1
31,050,0001,15,24,3,2017,1,1,1,26,1,98,31,050,0001,15,5,1,1,2,2,28,1,11,31,050,0001,15,5,2,3,9,1
15,106,0001,14,11,3,2017,1,1,1,21,1,7,15,106,0062,7,5,1,1,1,2,29,1,7,15,106,0062,7,5,1,1,1,1
28,032,0001,15,27,1,2017,1,1,1,29,2,2,28,032,0001,15,7,1,1,2,2,19,2,98,28,032,0001,15,5,1,1,2,1
